gisco_id,name,registered,turnout,invalid,blank,AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI""
DEMOKRATSKA PRIGORSKO - ZAGREBAČKA STRANKA - DPS
DEMOKRATSKA STRANKA ŽENA - DSŽ
HRVATSKA EUROPSKA STRANKA - HES
HRVATSKA RADNIČKA STRANKA - HRS
HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI
ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
MEĐIMURSKA STRANKA - MS
NEZAVISNI SELJACI HRVATSKE - NSH
NOVI VAL - STRANKA RAZVOJA - NOVI VAL
STRANKA UMIROVLJENIKA - SU
UMIROVLJENIČKA DEMOKRATSKA UNIJA - UDU
ZELENI SAVEZ - ZELENI
ZELENA STRANKA - ZS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA PRAVA DR. ANTE STARČEVIĆ - HSP AS
BLOK UMIROVLJENICI ZAJEDNO - BUZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS
ZAGORSKA DEMOKRATSKA STRANKA - ZDS
HRAST - POKRET ZA USPJEŠNU HRVATSKU","HRVATSKA KONZERVATIVNA STRANKA - HKS
HRVATSKA STRANKA PRAVA - HSP
OBITELJSKA STRANKA - OS",MOST NEZAVISNIH LISTA - MOST,"NARODNA STRANKA - REFORMISTI - REFORMISTI
DUBROVAČKI DEMOKRATSKI SABOR - DDS
NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM",ODRŽIVI RAZVOJ HRVATSKE - ORaH,U IME OBITELJI - PROJEKT DOMOVINA,AKCIJA MLADIH - AM,"HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA - HKDU
HRVATSKA DEMOKRATSKA STRANKA
NACIONALNI DEMOKRATI - ND",HRVATSKA ZORA STRANKA NARODA - HZ,PAMETNO,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
HRVATSKI LABURISTI - STRANKA RADA
AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS
ZAGORSKA STRANKA - ZS",SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP,ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA,ŽIVI ZID,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI""
ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
DEMOKRATSKA PRIGORSKO - ZAGREBAČKA STRANKA - DPS
DEMOKRATSKA STRANKA ŽENA - DSŽ
HRVATSKA EUROPSKA STRANKA - HES
HRVATSKA RADNIČKA STRANKA - HRS
HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI
MEĐIMURSKA STRANKA - MS
NEZAVISNI SELJACI HRVATSKE - NSH
NOVI VAL - STRANKA RAZVOJA - NOVI VAL
STRANKA UMIROVLJENIKA - SU
UMIROVLJENIČKA DEMOKRATSKA UNIJA - UDU
ZELENI SAVEZ - ZELENI
ZELENA STRANKA - ZS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA PRAVA DR. ANTE STARČEVIĆ - HSP AS
BLOK UMIROVLJENICI ZAJEDNO - BUZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
HRAST - POKRET ZA USPJEŠNU HRVATSKU
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS
ZAGORSKA DEMOKRATSKA STRANKA - ZDS","NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
NARODNA STRANKA - REFORMISTI - REFORMISTI
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM
DUBROVAČKI DEMOKRATSKI SABOR - DDS","ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
LISTA ZA RIJEKU - RI",POKRET ZAJEDNO,RADNIČKA FRONTA - RF,JOVAN AJDUKOVIĆ,mr. sc. DUŠAN BJELAJAC,MILE HORVAT,SINIŠA LJUBOJEVIĆ,SRĐAN MILAKOVIĆ,SLAVKO MIRNIĆ,DRAGOLJUB PETROVIĆ,dr. sc. MILORAD PUPOVAC,MIRKO RAŠKOVIĆ,DRAGAN TODIĆ,NENAD VLAHOVIĆ,"NARODNA STRANKA - REFORMISTI - REFORMISTI
NAPRIJED HRVATSKA! - PROGRESIVNI SAVEZ IVE JOSIPOVIĆA
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI
ZELENI FORUM
DUBROVAČKI DEMOKRATSKI SABOR - DDS",HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB,BRANITELJSKO DOMOLJUBNA STRANKA HRVATSKE,"HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA - HKDU
NACIONALNI DEMOKRATI - ND
HRVATSKA DEMOKRATSKA STRANKA",MEĐIMURSKI DEMOKRATSKI SAVEZ - MDS,NEOVISNA LISTA - ŽELJKO KNAPIĆ,BARI AHMEDI,ŽELJKO BALOG,ROBERT BOSAK,VELJKO KAJTAZI,ZVONKO KALANJOŠ,DUŠKO KOSTIĆ,VESNA PICHLER,DUBRAVKA RAŠLJANIN,mr. sc. RENATA TRISCHLER,MUHAMED ZAHIROVIĆ,JELENA ZARIČNAJA JINDRA,VLADIMIR BILEK,IVAN KOMAK,ZA GRAD,HRVATSKA STRANKA REDA - HSR,NEOVISNA LISTA - DAMIR BAJS,NEOVISNA LISTA - ŽELJKO LACKOVIĆ,JONUZ ALITI,ALIJA AVDIĆ,ALEN DŽOMBA,LUTVIJA GRACA,NEDŽAD HODŽIĆ,SABINA KOŽELJ-HORVAT,ERMINA LEKAJ PRLJASKAJ,SENAD PRŠIĆ,SUAD SALKIĆ,MIRSAD SREBRENIKOVIĆ,IDRIS SULEJMANI,SULEJMAN TABAKOVIĆ,NEOVISNA LISTA - MIRA DAVIDOVIĆ,NEOVISNA LISTA - VESNA PINJUH,DEMOKRATSKI SAVEZ NACIONALNE OBNOVE - DESNO,DANIELA DAPAS,FURIO RADIN,MAURIZIO ZENNARO,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
HRVATSKI LABURISTI - STRANKA RADA
AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS
ZAGORSKA STRANKA - ZS
SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS","ŽIVI ZID
AKCIJA MLADIH - AM",RÓBERT JANKOVICS,ŠANDOR JUHAS
HR_05134,Vrlika,2007,1187,13,0,10,8,6,13,121,0,11,3,0,5,4,0,1,0,1,0,0,793,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,9,0,0
HR_05142,Vrpolje,2982,1622,42,0,27,31,0,11,200,0,8,31,5,2,0,0,230,0,0,69,0,842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05169,Vrsar - Orsera,2026,1081,18,0,1,0,0,2,78,0,6,3,4,0,0,0,271,3,0,58,38,129,13,434,2,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,0,0,0,0
HR_05177,Vuka,1024,607,18,0,5,3,0,24,33,0,4,2,0,0,0,0,121,0,0,25,0,219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HR_05185,Vukovar,26427,13237,254,0,94,259,5,596,877,0,130,54,21,10,0,0,2988,0,0,403,0,5414,0,0,0,0,162,29,959,303,573,74,8,1128,726,58,20,112,229,0,0,0,0,1,1,1,22,2,0,2,42,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,84,5
HR_05193,Zabok,7612,5038,76,0,18,95,0,18,417,0,86,16,14,0,0,0,2837,13,0,271,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,7,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_05207,Zadar,66426,37356,568,0,159,277,34,149,5803,0,601,536,0,98,163,3,201,1,33,31,3,14015,1,1,0,0,4,4,8,4,7,1,2,39,9,3,7,235,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,1,0,13,1,57,0,0,10,13,0,0,0,1,3,1,0,12689,1584,0,5
HR_05215,Zagorska Sela,878,478,8,0,6,7,0,4,54,0,5,1,0,0,0,0,273,0,0,14,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05223,Zagvozd,1109,676,19,0,2,3,463,5,100,1,7,3,0,1,19,6,37,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05231,Zazablje,678,454,5,0,2,3,262,2,121,6,2,3,1,2,0,0,39,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05240,Zdenci,1593,1027,23,0,5,11,0,4,41,0,6,3,2,0,0,0,244,0,0,34,0,396,6,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HR_05258,Zemunik Donji,2113,1229,30,0,9,5,0,7,114,0,3,23,0,3,3,0,0,0,0,0,0,753,0,0,0,0,3,0,1,1,0,0,0,11,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,226,32,0,0
HR_05266,Zlatar,5103,2636,65,0,8,56,0,10,179,0,25,11,8,0,0,0,1264,5,0,97,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,5,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HR_05274,Zlatar-Bistrica,2124,1303,20,0,9,30,0,1,87,0,11,10,2,0,0,0,564,3,0,59,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05282,Zmijavci,1754,1144,7,0,5,5,877,12,125,3,2,5,0,0,45,1,50,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05304,Zakanje,1733,1094,27,0,16,37,0,4,129,0,17,1,9,5,2,3,293,0,0,126,0,404,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05312,Zminj,2921,1534,41,0,6,0,0,2,122,0,17,16,8,0,0,0,366,5,0,54,66,124,12,673,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,6,0,0,0,0,0
HR_05339,Krasic,2219,1306,22,0,11,64,0,10,94,0,10,4,5,3,5,5,192,0,0,76,0,796,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05347,Zupanja,11554,5953,104,0,62,86,6,20,640,0,48,86,18,9,0,0,1663,0,0,255,2,2644,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,65,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05355,Otok,5415,3065,98,0,31,38,0,19,299,0,21,35,7,4,0,0,482,0,0,191,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05363,Rakovec,972,800,13,0,3,28,0,4,46,0,1,5,0,0,0,0,189,0,0,38,0,465,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05380,Kostrena,3787,2283,35,0,14,0,0,18,317,0,48,13,11,0,0,0,944,3,0,126,36,569,42,89,9,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
HR_05398,Marija Gorica,1899,1175,32,0,3,37,0,1,175,0,21,25,2,3,2,4,385,0,0,39,0,422,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR_05401,Zumberak,848,400,10,0,8,25,0,0,19,0,3,1,1,0,0,1,106,0,0,23,0,197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05410,Velika Gorica,55406,35399,526,0,130,2036,5,132,5827,0,698,673,161,61,57,0,11535,0,1,1539,1,11549,0,3,0,57,4,2,10,6,2,2,1,23,8,2,3,204,1,2,0,0,0,0,4,2,0,0,0,0,0,0,6,2,3,1,60,0,0,0,0,1,0,0,8,2,0,0,2,37,22,0,0,0,0,0,0,0,16,0,6,1
HR_05428,Orle,1675,868,19,0,8,62,0,5,74,0,19,8,5,0,3,0,321,0,0,43,0,288,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_05436,Zapresic,22055,14293,168,0,50,435,1,35,2686,0,390,434,35,6,26,51,5403,0,0,611,0,3689,135,0,15,25,1,0,7,0,0,0,1,7,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,23,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,22,0,0,0,0,0,7,0,1,2
HR_05444,Pokupsko,1865,1081,28,0,12,63,0,4,103,0,9,3,7,2,2,0,222,0,0,49,0,565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05452,Kravarsko,1614,954,26,0,5,42,0,6,88,0,21,12,1,2,5,0,217,0,0,48,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05479,Bistra,5649,3304,50,0,14,175,0,9,676,0,78,29,11,5,4,11,1059,1,0,159,0,967,36,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
HR_05487,Luka,1138,590,15,0,1,27,0,0,64,0,15,2,2,0,0,3,175,0,0,52,0,227,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HR_05495,Dubravica,1196,730,17,0,2,34,0,1,77,0,18,6,3,0,1,2,177,0,0,24,0,356,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_05509,Bedenica,1119,691,8,0,5,55,0,0,102,0,7,3,3,0,0,0,192,0,0,50,0,252,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05517,Stupnik,3200,2011,42,0,11,204,0,15,368,0,20,26,6,0,2,8,522,0,0,136,0,632,12,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05525,Jesenje,1283,832,33,0,8,19,0,0,59,0,9,4,4,0,0,0,324,0,0,25,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05533,Kumrovec,1372,751,16,0,2,37,0,5,54,0,9,1,4,0,0,0,388,2,0,33,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05541,Novi Golubovec,817,492,7,0,2,3,0,1,25,0,10,1,0,0,0,0,166,0,0,13,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05550,Majur,1094,580,21,0,2,14,0,5,46,0,4,4,2,0,3,0,139,0,0,23,0,281,0,0,0,1,0,1,18,0,0,0,0,20,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05568,Ribnik,455,260,6,0,3,4,0,0,15,0,3,5,1,1,0,2,75,0,0,75,0,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05576,Tounj,948,490,17,0,2,19,0,1,53,0,8,0,2,1,0,1,93,0,0,36,0,237,8,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05584,Veliki Bukovec,1167,752,16,0,9,8,0,5,34,0,6,4,1,0,0,0,314,1,0,69,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05592,Kalinovac,1256,787,14,0,6,16,0,1,27,0,9,1,0,0,0,0,169,0,0,27,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05606,Kalnik,1113,718,11,0,2,20,0,3,36,0,9,2,2,0,0,0,255,1,0,26,0,346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05614,Novo Virje,965,507,16,0,4,14,0,3,13,0,6,3,0,0,0,0,108,1,0,11,0,199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05622,Severin,737,347,11,0,6,13,0,5,16,0,4,0,0,0,1,0,93,2,0,33,0,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05649,Sandrovac,1397,702,22,0,10,19,0,5,41,0,4,7,0,0,0,0,184,3,0,42,0,306,2,0,0,0,1,1,3,1,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,4,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
HR_05657,Velika Trnovitica,1151,646,22,0,4,32,0,5,50,0,4,7,1,0,1,0,157,2,0,36,0,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05665,Zrinski Topolovac,665,353,2,0,3,16,0,2,13,0,6,2,1,0,0,0,68,0,0,8,0,204,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05673,Bukovlje,2844,1567,31,0,16,43,0,3,172,0,17,6,1,5,0,0,498,0,0,53,0,650,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05681,Dragalic,1255,616,13,0,6,18,0,5,47,0,5,3,2,2,0,0,167,0,0,22,0,251,0,0,0,0,0,1,8,3,1,0,0,15,9,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05690,Gornja Vrba,2178,1160,25,0,9,39,0,5,154,0,11,9,3,0,0,0,298,0,0,64,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_05703,Sikirevci,2051,1156,42,0,19,28,0,6,83,0,4,10,4,6,0,0,192,0,0,37,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_05711,Galovac,1048,634,26,0,7,4,0,3,52,0,1,3,0,5,30,0,0,0,1,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,20,0,0
HR_05720,Kukljica,939,461,10,0,6,9,0,2,57,0,7,3,0,3,1,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,190,20,0,0
HR_05738,Povljana,677,359,5,0,3,1,0,3,51,0,3,4,0,2,0,0,0,0,2,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,0,0
HR_05746,Privlaka,2385,1114,26,0,11,11,0,6,135,0,14,8,0,4,8,0,0,0,2,0,0,541,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,40,0,0
HR_05754,Tkon,677,352,9,0,4,6,0,0,67,0,6,2,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,23,0,0
HR_05762,Donja Moticina,1353,840,16,0,5,3,0,4,50,0,3,7,1,0,0,0,139,0,0,36,0,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
