gisco_id,name,registered,turnout,invalid,blank,AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP,MOST NEZAVISNIH LISTA - MOST,"MOŽEMO! - POLITIČKA PLATFORMA
NOVA LJEVICA - NL
RADNIČKA FRONTA - RF
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZAGREB JE NAŠ!
ZA GRAD","NEOVISNI ZA HRVATSKU - NHR
HRVATSKA STRANKA PRAVA - HSP
GENERACIJA OBNOVE - GO","STRANKA S IMENOM I PREZIMENOM
PAMETNO
FOKUS",BLOK UMIROVLJENICI ZAJEDNO - BUZ,"DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA","DOMOVINSKI POKRET MIROSLAVA ŠKORE - DOMOVINSKI POKRET
HRVATSKI SUVERENISTI
BLOK ZA HRVATSKU - BLOK
HRVATSKA KONZERVATIVNA STRANKA - HKS
HRAST - POKRET ZA USPJEŠNU HRVATSKU
STRANKA UMIROVLJENIKA - SU
ZELENA LISTA","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS",HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS,HRVATSKA STRANKA BUDUĆNOSTI - HSB,"NARODNA STRANKA - REFORMISTI - REFORMISTI
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI - UMIROVLJENICI","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS",SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP,ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA,"ŽIVI ZID
PROMIJENIMO HRVATSKU - PH
HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR
STRANKA IVANA PERNARA - SIP
HRVATSKA STRANKA SVIH ČAKAVACA KAJKAVACA I ŠTOKAVACA - HSSČKŠ
ZAGORSKA STRANKA ZA ZAGREB - ZSZ
NEZAVISNA LISTA STIPE PETRINA - NLSP","MOŽEMO! - POLITIČKA PLATFORMA
RADNIČKA FRONTA - RF
NOVA LJEVICA - NL
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZAGREB JE NAŠ!
ZA GRAD","DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA
LISTA ZA RIJEKU",HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ,MOJA VOLJENA HRVATSKA - MVH,NEOVISNA LISTA -  DINO DEBELJUH,NEOVISNA LISTA -  DAMIR GRÜNBAUM,NEOVISNA LISTA -  MARIN ŠKIBOLA,NEZAVISNA LISTA BURA - BURA,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS",UNIJA KVARNERA - UNIJA,DRAGANA JECKOV,SINIŠA LJUBOJEVIĆ,SRĐAN MILAKOVIĆ,BORIS MILOŠEVIĆ,MILORAD PUPOVAC,JOVICA RADMANOVIĆ,SNAGA SLAVONIJE I BARANJE - Snaga SiB,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""",HRVATSKA DEMOKRATSKA STRANKA - HDS,HRVATSKA STRANKA GRAĐANSKOG OTPORA - HSGO,SLOBODNA HRVATSKA,BARI AHMEDI,ROBERT BOSAK,FRANJO HORVAT,VELJKO KAJTAZI,VLADIMIR BILEK,IVAN KOMAK,ABECEDA DEMOKRACIJE - ABECEDA,AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS,"DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA
LISTA ZA RIJEKU
ZELENI SAVEZ - ZELENI",NEOVISNA LISTA -  IRENA FRANCEKOVIĆ,STRANKA HRVATSKI VIDIK - SHV,STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ,"MOŽEMO! - POLITIČKA PLATFORMA
ZAGREB JE NAŠ!
NOVA LJEVICA - NL
RADNIČKA FRONTA - RF
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZA GRAD","BRANITELJSKO DOMOLJUBNA STRANKA HRVATSKE - BDSH
HRVATSKA BRANITELJSKA PUČKA STRANKA - HBPS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS",HRVATSKA STRANKA REDA - HSR,"ŽELJKO LACKOVIĆ - NEZAVISNE LISTE
NARODNA STRANKA - REFORMISTI - REFORMISTI
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ
NEZAVISNI SELJACI HRVATSKE - NSH
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS",MENSUR FERHATOVIĆ,ARMIN HODŽIĆ,NEDŽAD HODŽIĆ,ERMINA LEKAJ PRLJASKAJ,BERMIN MEŠKIĆ,IDRIS SULEJMANI,HABIB TAHIRI,POKRET ZA MODERNU HRVATSKU,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
NARODNA STRANKA - REFORMISTI - REFORMISTI",NEOVISNA LISTA -  ŽELJKO GLASNOVIĆ,"ŽIVI ZID
STRANKA IVANA PERNARA - SIP
PROMIJENIMO HRVATSKU - PH
HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR","HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ",NARODNA STRANKA - REFORMISTI - REFORMISTI,FURIO RADIN,"NEZAVISNA LISTA STIPE PETRINA - NLSP
AKCIJA MLADIH - AM
ŽIVI ZID
PROMIJENIMO HRVATSKU - PH
STRANKA IVANA PERNARA - SIP",RÓBERT JANKOVICS
HR_02534,Malinska-Dubasnica,3876,1409,31,0,6,117,0,17,40,2,0,102,0,5,0,2,0,7,0,23,53,8,487,1,1,1,6,1,377,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,0,0
HR_02542,Marcana,3876,1742,51,0,6,61,0,3,35,12,0,63,0,13,0,2,0,11,0,53,101,72,305,3,9,4,5,7,915,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0
HR_02569,Marija Bistrica,4999,2046,48,0,8,88,48,6,76,10,4,205,0,28,4,18,787,0,0,59,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,3,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02577,Marijanci,1898,888,18,0,5,38,3,9,5,4,0,154,0,0,0,0,60,0,0,12,0,0,450,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,2,0,0,0
HR_02585,Marina,4320,1924,69,0,11,162,38,5,44,14,7,153,0,11,0,4,466,0,76,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
HR_02593,Martinska Ves,2613,1217,34,0,7,55,0,3,31,7,6,121,0,5,0,0,0,4,0,27,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,4,157,0,0,0,0,0,0,0
HR_02607,Marusevec,5165,2194,84,0,5,39,47,5,52,5,8,114,0,288,11,264,592,0,0,101,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,12,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02615,Matulji,9893,4447,100,0,12,367,0,9,151,19,0,161,0,39,0,15,0,21,0,146,348,42,1004,8,8,2,29,15,1798,137,0,1,0,1,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0
HR_02631,Medulin,6472,2998,55,0,9,96,0,4,80,6,0,127,0,19,0,1,0,16,0,90,300,38,617,2,11,12,12,6,1359,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,8,59,0,0,0,0,0,0,0,11,0,1
HR_02640,Metkovic,13797,7499,156,0,14,1995,73,31,69,11,7,531,3581,17,8,6,840,10,23,46,1,0,33,0,0,0,0,0,2,0,3,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
HR_02658,Mihovljan,1550,699,15,0,2,21,5,2,4,2,1,34,0,3,1,21,205,0,0,12,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02666,Mikleus,1245,538,13,0,6,23,3,4,3,1,0,118,0,0,0,0,74,0,0,7,0,0,274,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
HR_02674,Milna,1140,578,22,0,21,49,28,1,20,5,10,25,160,5,4,0,201,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HR_02682,Mljet,1118,776,19,0,3,40,13,2,9,2,0,54,410,3,1,0,183,3,9,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HR_02704,Molve,1603,676,24,0,10,21,0,1,8,3,1,68,0,0,0,0,107,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,12,0,0,0,0,0,0,0,2,0,23,0,224,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02712,Podravska Moslavina,905,407,12,0,0,7,0,5,4,0,1,105,0,0,0,0,35,0,0,6,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
HR_02739,Mošćenička Draga,1272,666,23,0,1,41,0,1,21,5,0,13,0,2,0,2,0,8,0,19,39,21,113,1,2,1,4,3,320,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
HR_02747,Motovun - Montona,771,339,18,0,2,18,0,0,10,2,0,5,0,5,0,2,0,0,0,22,19,16,63,0,2,1,2,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02755,Mrkopalj,981,481,11,0,7,17,17,4,3,1,0,52,0,1,0,1,131,0,0,11,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02763,Mursko Sredisce,5372,2231,38,0,8,73,42,5,58,9,11,104,0,27,11,25,1005,0,0,69,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,12,0,0,86,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02780,Nasice,13273,6546,150,0,11,255,88,19,98,17,18,999,2,0,0,0,1401,0,0,77,0,0,2956,0,0,0,0,0,1,0,1,0,0,2,5,0,40,0,0,0,0,0,0,0,1,48,101,0,0,0,0,8,0,1,3,1,5,0,0,0,0,7,1,3,0,0,0,0,0,216,14,0,0,0
HR_02798,Nedelisce,9488,4419,113,0,16,113,88,9,183,31,38,205,0,68,15,235,2013,0,0,76,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,16,2,2,31,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
HR_02801,Nerezisca,823,493,32,0,3,48,7,0,12,2,1,31,181,2,1,0,155,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02810,Netretic,2367,1191,30,0,3,62,32,2,20,3,0,127,0,8,0,2,183,0,0,53,0,0,632,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,1,11,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02828,Nin,2794,1238,28,0,6,124,20,4,37,6,2,111,0,3,0,6,237,0,6,0,0,0,594,0,0,0,0,0,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,37,0
HR_02836,Nova Bukovica,1352,684,20,0,1,9,0,29,7,1,0,108,0,0,0,0,194,0,0,5,0,0,280,0,0,0,0,0,0,0,3,1,2,0,4,1,4,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
HR_02844,Nova Gradiska,11927,5357,91,0,16,186,97,17,68,0,8,608,1,2,0,11,2101,0,0,81,1,0,1989,0,0,0,0,0,0,0,5,0,1,4,8,0,18,0,0,0,0,0,2,0,28,2,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HR_02852,Nova Kapela,3286,1587,47,0,9,51,14,6,21,0,5,333,0,3,0,4,284,0,0,29,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_02879,Nova Raca,2617,1106,20,0,2,35,0,0,20,3,1,194,0,8,0,0,223,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,13,2,513,2,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18
HR_02887,Novalja,4063,2101,35,0,4,186,40,22,66,8,1,212,0,4,0,3,497,0,9,2,0,0,777,0,0,0,0,0,5,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,1,77,0,0,0,0,0,2,0,7,0,0,23,0,0,0,0,0,57,0
HR_02895,Novi Marof,11029,5504,152,0,25,146,125,10,108,20,18,296,0,211,10,299,1145,0,0,118,0,0,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
HR_02909,Novi Vinodolski,5009,2763,61,0,6,91,104,8,65,8,0,144,0,3,0,7,805,0,0,38,0,0,1336,2,0,0,0,0,0,0,2,1,1,2,3,1,0,5,13,2,0,0,0,0,3,0,0,0,6,11,9,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0
HR_02917,Novigrad - Cittanova,6156,2592,74,0,8,125,11,7,44,11,1,178,0,75,0,1,81,5,2,53,108,31,917,4,14,5,5,3,751,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,31,0,5,0,0,0,0,0,0,0,13,15,1
HR_02925,Novigrad Podravski,2276,960,29,0,3,37,0,4,11,3,2,92,0,2,0,0,252,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,28,3,280,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02933,Novska,10846,4909,128,0,17,259,0,6,68,22,7,765,0,39,0,0,2,13,0,84,0,0,2510,8,0,0,0,0,0,0,2,0,0,1,2,1,0,14,13,0,0,0,0,0,0,6,0,0,20,0,0,0,0,108,4,3,0,0,0,0,0,2,0,0,15,18,775,0,0,0,0,0,0,0
HR_02941,Nustar,4582,2361,75,0,13,121,22,4,49,0,5,634,1,8,0,11,270,0,0,39,0,0,1062,0,0,0,0,0,0,0,2,0,3,1,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22
HR_02950,Nijemci,3596,1588,50,0,15,44,7,7,15,0,6,412,0,4,0,3,144,0,0,58,0,0,751,0,0,0,0,0,0,0,42,8,16,27,45,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_02968,Obrovac,5490,1966,52,0,8,199,26,6,28,6,4,213,0,33,0,3,182,0,6,1,1,0,781,0,0,0,0,0,0,0,291,27,32,292,322,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0
HR_02976,Ogulin,10991,5450,124,0,17,208,114,9,57,8,0,406,0,9,0,6,1513,1,0,41,1,0,2597,5,0,0,0,0,2,0,57,122,71,60,107,74,0,9,35,7,0,0,0,0,0,0,0,5,15,9,8,0,2,4,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HR_02984,Promina,948,500,10,0,0,42,9,2,6,4,0,65,2,4,0,4,33,0,2,0,0,0,307,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
HR_02992,Okucani,2756,1140,31,0,8,33,3,1,8,0,4,134,0,2,0,2,148,0,0,21,0,0,674,0,0,0,0,0,0,0,31,9,7,31,52,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03000,Omis,13720,6757,163,0,26,964,122,64,402,15,6,830,2784,65,11,10,872,16,241,86,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,3,0,4,0,2,3,0,0,0,0,0,0,1
HR_03018,Omišalj,3149,1325,26,0,0,57,0,38,31,7,0,78,0,13,0,4,0,1,0,29,103,4,331,1,0,0,1,3,550,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,8,0,0,0,0,0,0,0,0,0,0
HR_03026,Opatija,10447,4902,111,0,15,250,2,8,239,15,0,225,1,23,0,40,22,18,0,131,432,48,1039,3,10,4,29,28,2015,121,3,1,1,5,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,15,0,0,1,1,1,11,1,8,0,0,3,0,0,1,0,4,0,2
HR_03034,Oprisavci,1981,864,17,0,5,41,10,4,11,0,2,171,0,0,0,0,141,0,0,19,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03042,Oprtalj - Portole,712,285,15,0,1,3,0,1,2,1,0,11,0,4,0,0,0,1,0,14,8,10,41,0,2,1,1,1,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HR_03069,Opuzen,2591,1476,51,0,4,235,26,3,40,2,0,124,703,33,0,1,205,3,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03077,Orahovica,4362,2347,46,0,13,80,66,9,40,8,2,298,0,0,0,0,857,0,0,44,0,0,816,0,0,0,0,0,0,0,2,0,0,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,30,10,0,0,0
HR_03085,Orebić,3737,1864,56,0,3,214,64,17,62,8,1,138,820,23,5,8,383,8,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
HR_03093,Oriovac,4680,1952,66,0,17,213,22,6,20,0,7,271,0,5,0,14,381,0,0,43,0,0,872,0,0,0,0,0,0,0,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03107,Biskupija,1249,492,20,0,0,5,5,0,1,0,0,10,0,1,0,0,36,0,0,0,0,0,37,0,0,0,0,0,0,0,250,15,25,274,310,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HR_03115,Oroslavje,5268,2487,60,0,8,70,98,4,220,7,3,192,0,61,4,18,879,0,0,46,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03123,Osijek,89279,42456,916,0,83,2558,1453,129,1255,172,125,6472,8,2,0,0,9506,0,0,788,0,0,16328,0,0,0,0,0,2,2,62,10,29,46,112,17,349,0,0,0,0,0,19,0,2,15,11,0,0,0,0,43,0,17,66,9,34,0,0,0,0,40,2,17,0,1,1,0,0,1730,79,0,0,73
HR_03131,Otocac,8009,3238,79,0,27,191,26,114,30,21,9,474,1,18,0,5,452,1,4,0,0,0,1728,0,0,0,0,0,1,0,0,2,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0
HR_03140,Otok,4590,2184,39,0,12,307,6,20,20,6,4,232,0,7,0,2,117,0,54,0,0,0,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
HR_03158,Ozalj,5535,2632,60,0,13,130,82,24,48,11,0,242,0,33,0,8,753,0,0,85,0,0,1081,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,0,0,0,0,0,0,0,5,11,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03166,Pag,3645,1958,36,0,5,127,70,13,70,8,5,178,1,11,0,15,437,1,3,3,1,0,742,0,0,0,0,0,18,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,48,0,73,0,0,0,0,0,17,4,0,0,0,22,0,0,0,0,0,41,0
HR_03174,Pakostane,3889,1753,68,0,5,149,29,28,29,6,6,167,0,32,0,4,277,0,14,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
HR_03182,Pakrac,6959,3018,86,0,14,114,48,3,34,0,14,325,0,5,0,8,634,0,0,40,0,0,1524,0,0,0,0,0,0,0,69,11,21,59,90,14,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,7
HR_03204,Pašman,2340,1092,45,0,8,75,29,7,30,6,1,133,0,4,0,5,214,0,7,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
HR_03212,Pazin,7277,3417,89,0,16,204,4,1,208,10,0,123,0,16,0,27,0,18,0,126,254,68,599,5,18,3,19,10,1575,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0
HR_03239,Perusic,2047,1076,21,0,11,38,7,48,9,3,5,110,0,3,0,4,134,0,2,0,0,0,662,0,0,0,0,0,0,0,3,1,2,2,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HR_03247,Peteranec,2010,863,34,0,6,34,0,1,17,6,1,87,0,6,0,0,223,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,49,1,0,0,0,0,0,0,2,0,8,6,279,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03255,Petlovac,1793,930,25,0,5,24,5,6,2,2,0,131,0,0,0,0,97,0,0,20,0,0,397,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,61
