gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,GRÜNE,NEOS,KPÖ,EUROPA
AT_31806,Buchbach,288,191,3,0,81,60,19,18,6,2,2
AT_31807,Edlitz,749,454,11,0,231,70,80,34,22,4,2
AT_31808,Enzenreith,1601,920,18,0,326,232,193,76,54,13,8
AT_31809,Feistritz am Wechsel,875,531,14,0,277,77,109,24,23,4,3
AT_31810,Gloggnitz,4604,2499,55,0,803,704,536,196,167,18,20
AT_31811,Grafenbach-Sankt Valentin,1762,1133,38,0,370,346,229,59,78,4,9
AT_31812,Grimmenstein,1098,683,16,0,318,159,109,38,39,0,4
AT_31813,Grünbach am Schneeberg,1222,679,11,0,219,246,115,50,27,8,3
AT_31814,Kirchberg am Wechsel,2025,1212,25,0,616,115,264,106,70,5,11
AT_31815,Mönichkirchen,514,261,6,0,140,33,55,12,12,0,3
AT_31817,Natschbach-Loipersbach,1399,868,16,0,410,130,168,75,56,5,8
AT_31818,Neunkirchen,8964,4438,76,0,1382,1325,917,397,267,26,48
AT_31820,Otterthal,489,286,3,0,116,60,70,19,13,2,3
AT_31821,Payerbach,1655,892,15,0,315,232,181,69,60,8,12
AT_31823,Pitten,2246,1186,28,0,433,291,255,81,76,14,8
AT_31825,Prigglitz,363,214,1,0,100,32,47,18,14,1,1
AT_31826,Puchberg am Schneeberg,2246,1276,24,0,466,357,254,92,61,8,14
AT_31827,Raach am Hochgebirge,242,179,4,0,101,22,34,14,1,2,1
AT_31829,Reichenau an der Rax,2077,1231,30,0,454,307,252,101,70,6,11
AT_31830,Sankt Corona am Wechsel,310,196,3,0,114,10,50,10,7,1,1
AT_31831,Sankt Egyden am Steinfeld,1569,943,27,0,371,198,190,66,79,4,8
AT_31832,Scheiblingkirchen-Thernberg,1582,981,19,0,509,146,161,68,67,7,4
AT_31833,Schottwien,522,292,10,0,128,49,72,15,11,5,2
AT_31834,Schrattenbach,302,188,9,0,86,31,38,11,10,0,3
AT_31835,Schwarzau am Steinfelde,1550,927,20,0,281,260,231,61,61,7,6
AT_31836,Schwarzau im Gebirge,496,289,16,0,96,76,74,8,11,4,4
AT_31837,Seebenstein,1173,690,18,0,235,176,150,58,52,1,0
AT_31838,Semmering,416,214,2,0,101,42,43,10,12,2,2
AT_31839,Ternitz,11324,6421,146,0,1599,2348,1336,487,397,48,60
AT_31840,Thomasberg,1038,646,24,0,317,98,152,28,20,1,6
AT_31841,Trattenbach,438,302,9,0,162,28,86,6,10,1,0
AT_31842,Bürg-Vöstenhof,135,78,2,0,42,12,12,6,2,0,2
AT_31843,Warth,1249,831,19,0,471,119,125,55,36,4,2
AT_31844,Wartmannstetten,1350,985,25,0,515,152,153,61,64,5,10
AT_31845,Willendorf,789,443,17,0,164,82,88,48,33,6,5
AT_31846,Wimpassing im Schwarzatale,1196,589,11,0,106,263,139,32,31,3,4
AT_31847,Würflach,1310,828,16,0,341,193,135,71,53,8,11
AT_31848,Zöbern,1182,776,30,0,451,110,127,22,28,3,5
AT_31849,Höflein an der Hohen Wand,742,475,11,0,151,147,80,40,39,2,5
AT_31899,Wahlkarten - Neunkirchen,0,5302,88,0,1846,1440,845,655,342,40,46
AT_31901,Altlengbach,2342,1290,27,0,484,250,264,141,102,8,14
AT_31902,Asperhofen,1727,1013,14,0,457,108,253,91,73,7,10
AT_31903,Böheimkirchen,3979,2641,64,0,1007,551,495,296,194,10,24
AT_31904,Brand-Laaben,990,608,14,0,251,94,127,75,41,2,4
AT_31905,Eichgraben,3500,2135,20,0,713,420,293,426,215,16,32
AT_31906,Frankenfels,1594,1117,39,0,581,228,160,44,58,1,6
AT_31907,Gerersdorf,776,541,14,0,280,108,72,35,22,1,9
AT_31909,Hofstetten-Grünau,2137,1378,32,0,702,197,244,97,95,5,6
AT_31910,Hafnerbach,1365,920,25,0,421,156,159,89,59,3,8
AT_31911,Haunoldstein,919,565,11,0,249,116,111,38,30,5,5
AT_31912,Herzogenburg,6014,3655,94,0,1045,1105,718,402,236,18,37
AT_31913,Inzersdorf-Getzersdorf,1251,787,22,0,323,162,161,55,48,8,8
AT_31915,Kapelln,1103,699,17,0,369,95,125,57,28,3,5
AT_31916,Karlstetten,1775,1147,22,0,511,223,205,85,83,13,5
AT_31917,Kasten bei Böheimkirchen,1123,759,18,0,301,121,132,110,66,1,10
AT_31918,Kirchberg an der Pielach,2626,1556,39,0,753,273,258,122,83,15,13
AT_31919,Kirchstetten,1761,950,22,0,361,195,166,116,69,10,11
AT_31920,Loich,503,331,4,0,148,80,65,18,14,1,1
AT_31921,Maria-Anzbach,2379,1485,18,0,535,261,220,278,137,19,17
AT_31922,Markersdorf-Haindorf,1627,1028,22,0,440,189,202,88,72,3,12
AT_31923,Michelbach,725,475,8,0,275,25,77,27,54,6,3
AT_31925,Neidling,1196,807,17,0,322,167,135,75,77,3,11
AT_31926,Neulengbach,6444,3612,51,0,1366,658,637,523,324,23,30
AT_31927,Neustift-Innermanzing,1260,659,16,0,271,138,110,56,53,5,10
AT_31928,Nußdorf ob der Traisen,1476,919,21,0,394,180,162,84,67,3,8
AT_31929,Ober-Grafendorf,3606,2214,48,0,742,645,348,212,184,8,27
AT_31930,Obritzberg-Rust,1878,1142,31,0,589,158,187,96,67,9,5
AT_31932,Prinzersdorf,1236,761,10,0,281,168,118,93,75,7,9
AT_31934,Pyhra,2813,1821,38,0,859,274,328,163,146,5,8
AT_31935,Rabenstein an der Pielach,2063,1322,39,0,627,243,227,88,82,6,10
AT_31938,Sankt Margarethen an der Sierning,852,566,16,0,306,74,89,41,33,3,4
AT_31939,Schwarzenbach an der Pielach,323,222,11,0,119,38,44,3,5,1,1
AT_31940,Statzendorf,1105,669,13,0,245,186,117,49,53,2,4
AT_31941,Stössing,651,379,4,0,194,48,67,36,28,1,1
AT_31943,Traismauer,4715,2851,85,0,880,816,576,268,181,17,28
AT_31945,Weinburg,1130,696,14,0,224,240,120,48,38,4,8
AT_31946,Perschling,1125,735,14,0,399,52,166,45,53,2,4
AT_31947,Wilhelmsburg,5071,2964,54,0,871,935,548,307,189,26,34
AT_31948,Wölbling,2006,1281,28,0,455,307,241,135,95,10,10
AT_31949,Gablitz,3801,2129,23,0,761,409,317,349,228,9,33
AT_31950,Mauerbach,2871,1805,22,0,700,304,210,325,208,10,26
AT_31951,Pressbaum,5678,3190,39,0,995,650,464,561,427,15,39
AT_31952,Purkersdorf,7034,3979,59,0,1000,919,553,842,522,24,60
AT_31953,Tullnerbach,2116,1276,14,0,454,232,163,266,129,5,13
AT_31954,Wolfsgraben,1300,851,7,0,316,129,144,135,99,5,16
AT_31999,Wahlkarten - Sankt Pölten Land,0,8606,85,0,2929,2013,1022,1540,842,62,113
AT_32001,Gaming,2512,1463,48,0,534,478,238,81,62,11,11
AT_32002,Göstling an der Ybbs,1691,1038,18,0,574,215,134,41,51,2,3
AT_32003,Gresten,1571,840,17,0,351,197,116,92,52,5,10
AT_32004,Gresten-Land,1200,755,16,0,497,69,110,33,23,1,6
AT_32005,Lunz am See,1487,822,10,0,335,226,130,60,48,3,10
AT_32006,Oberndorf an der Melk,2409,1636,39,0,972,145,296,103,73,4,4
AT_32007,Puchenstuben,231,158,5,0,63,47,26,10,5,1,1
AT_32008,Purgstall an der Erlauf,4277,2509,43,0,1266,343,440,244,146,11,16
AT_32009,Randegg,1516,1022,31,0,644,80,147,69,46,3,2
AT_32010,Reinsberg,825,550,11,0,353,61,58,27,33,3,4
AT_32011,Sankt Anton an der Jeßnitz,970,562,12,0,344,64,99,24,12,4,3
AT_32012,Sankt Georgen an der Leys,1104,730,32,0,436,51,149,33,24,4,1
AT_32013,Scheibbs,3409,2049,43,0,905,440,195,302,131,15,18
AT_32014,Steinakirchen am Forst,1827,1220,29,0,664,128,188,117,80,5,9
AT_32015,Wang,1100,666,21,0,360,60,132,58,31,2,2
AT_32016,Wieselburg,2941,1708,44,0,516,570,289,156,116,1,16
AT_32017,Wieselburg-Land,2677,1679,35,0,722,296,354,130,114,14,14
AT_32018,Wolfpassing,1235,875,17,0,455,78,183,82,47,3,10
AT_32099,Wahlkarten - Scheibbs,0,2471,35,0,966,639,245,344,192,23,27
AT_32101,Absdorf,1603,940,20,0,354,240,162,72,80,6,6
AT_32104,Atzenbrugg,2358,1447,48,0,692,218,263,107,96,9,14
AT_32106,Fels am Wagram,1878,1069,21,0,446,193,206,104,72,12,15
AT_32107,Grafenwörth,2599,1541,41,0,631,321,325,100,100,7,16
AT_32109,Großriedenthal,765,516,12,0,284,88,68,29,25,3,7
AT_32110,Großweikersdorf,2636,1595,20,0,694,298,326,137,104,6,10
AT_32112,Judenau-Baumgarten,1690,1058,23,0,451,177,210,111,70,6,10
AT_32114,Kirchberg am Wagram,2936,1859,38,0,828,332,329,182,127,10,13
AT_32115,Königsbrunn am Wagram,1043,660,17,0,305,137,111,43,39,5,3
AT_32116,Königstetten,1883,1224,23,0,485,239,189,155,112,11,10
AT_32119,Langenrohr,1767,1055,17,0,511,132,238,62,80,8,7
AT_32120,Michelhausen,2460,1483,35,0,739,198,266,109,114,6,16
AT_32131,Sieghartskirchen,5784,3606,87,0,1400,697,756,321,300,22,23
AT_32132,Sitzenberg-Reidling,1766,1042,18,0,462,186,199,92,74,5,6
AT_32134,Tulbing,2411,1450,16,0,613,258,246,166,131,7,13
AT_32135,Tulln an der Donau,11903,6895,102,0,2623,1235,1128,960,723,44,80
AT_32139,Würmla,1136,711,25,0,351,79,141,60,44,6,5
AT_32140,Zeiselmauer-Wolfpassing,1794,1078,19,0,345,239,195,150,114,7,9
AT_32141,Zwentendorf an der Donau,2970,1737,45,0,662,487,336,94,97,11,5
AT_32142,Sankt Andrä-Wördern,6082,3717,47,0,1150,798,586,733,351,16,36
AT_32143,Muckendorf-Wipfing,1311,820,17,0,285,162,192,96,58,4,6
AT_32144,Klosterneuburg,20406,12713,120,0,4581,2040,1393,2451,1875,91,162
AT_32199,Wahlkarten - Tulln,0,6230,54,0,2191,1239,751,1159,715,39,82
AT_32202,Dietmanns,922,509,16,0,106,191,156,17,17,3,3
AT_32203,Dobersberg,1334,840,21,0,532,57,155,40,27,5,3
AT_32206,Gastern,1039,624,22,0,325,77,150,25,13,9,3
AT_32207,Groß-Siegharts,2311,1196,40,0,418,282,303,68,66,6,13
AT_32209,Karlstein an der Thaya,1222,798,16,0,440,95,178,29,31,6,3
AT_32210,Kautzen,942,553,15,0,297,68,110,26,24,9,4
AT_32212,Ludweis-Aigen,766,479,11,0,282,65,72,27,18,1,3
AT_32214,Pfaffenschlag bei Waidhofen a.d.Thaya,776,507,18,0,273,36,115,31,28,2,4
AT_32216,Raabs an der Thaya,2301,1425,51,0,847,169,221,71,49,5,12
AT_32217,Thaya,1169,688,11,0,386,58,157,39,34,1,2
AT_32219,Vitis,2224,1336,44,0,691,223,221,80,67,3,7
AT_32220,Waidhofen an der Thaya,4614,2538,50,0,1189,328,493,277,169,7,25
AT_32221,Waidhofen an der Thaya-Land,1052,651,14,0,335,74,156,36,29,0,7
AT_32222,Waldkirchen an der Thaya,465,311,4,0,206,33,39,12,11,1,5
AT_32223,Windigsteig,819,465,9,0,255,74,68,38,15,4,2
AT_32299,Wahlkarten - Waidhofen an der Thaya,0,2031,31,0,881,388,314,236,140,11,30
AT_32301,Bad Fischau-Brunn,2665,1692,29,0,637,356,289,171,194,9,7
AT_32302,Bad Schönau,606,368,8,0,189,29,83,33,24,1,1
AT_32304,Ebenfurth,2143,1110,25,0,257,427,258,66,66,5,6
AT_32305,Eggendorf,3709,2101,39,0,616,603,588,115,109,13,18
AT_32306,Bad Erlach,2507,1449,32,0,601,289,302,107,99,6,13
AT_32307,Felixdorf,3218,1777,41,0,474,603,373,119,129,9,29
AT_32308,Gutenstein,1036,571,15,0,241,115,110,53,29,2,6
AT_32309,Hochneukirchen-Gschaidt,1395,888,12,0,531,83,174,41,39,4,4
AT_32310,Hochwolkersdorf,847,542,6,0,246,153,95,25,15,0,2
AT_32311,Hohe Wand,1140,679,10,0,313,104,136,70,39,1,6
AT_32312,Hollenthon,824,542,20,0,307,63,101,20,29,0,2
AT_32313,Katzelsdorf,2595,1659,29,0,624,302,296,206,180,7,15
AT_32314,Kirchschlag in der Buckligen Welt,2333,1431,26,0,866,128,251,73,77,1,9
AT_32315,Krumbach,1886,1219,28,0,671,147,225,74,67,2,5
AT_32316,Lanzenkirchen,3103,1836,43,0,612,449,427,147,127,12,19
AT_32317,Lichtenegg,877,568,19,0,383,22,75,38,27,0,4
AT_32318,Lichtenwörth,2166,1169,8,0,370,306,279,107,85,7,7
AT_32319,Markt Piesting,2209,1377,24,0,530,242,283,144,131,10,13
AT_32320,Matzendorf-Hölles,1666,999,15,0,422,191,244,54,59,5,9
AT_32321,Miesenbach,561,310,4,0,150,60,58,21,14,1,2
AT_32322,Muggendorf,434,321,10,0,160,49,59,21,20,2,0
AT_32323,Pernitz,1920,1107,28,0,337,305,228,117,68,3,21
AT_32324,Rohr im Gebirge,365,225,3,0,126,35,38,14,7,0,2
AT_32325,Bromberg,958,612,17,0,340,83,99,43,28,0,2
AT_32326,Schwarzenbach,777,499,18,0,175,180,94,14,17,0,1
AT_32327,Sollenau,3880,2124,56,0,605,659,548,120,114,10,12
AT_32330,Theresienfeld,2424,1330,23,0,340,400,377,98,80,7,5
AT_32331,Waidmannsfeld,1261,756,18,0,217,292,128,39,44,7,11
AT_32332,Waldegg,1491,869,10,0,304,245,181,79,36,6,8
AT_32333,Walpersbach,914,591,25,0,247,140,97,36,40,4,2
AT_32334,Weikersdorf am Steinfelde,865,508,14,0,243,60,116,35,32,5,3
AT_32335,Wiesmath,1250,802,19,0,432,132,153,30,26,3,7
AT_32336,Winzendorf-Muthmannsdorf,1504,856,19,0,313,172,163,90,77,7,15
AT_32337,Wöllersdorf-Steinabrückl,3401,1768,21,0,551,386,531,136,114,13,16
AT_32338,Zillingdorf,1639,1080,24,0,321,312,266,63,74,11,9
AT_32399,Wahlkarten - Wiener Neustadt Land,0,3900,76,0,1371,987,631,446,318,27,44
AT_32501,Allentsteig,1580,905,29,0,458,117,212,51,32,4,2
AT_32502,Arbesbach,1370,906,36,0,580,44,149,57,34,2,4
AT_32503,Bärnkopf,305,192,9,0,46,92,32,8,4,1,0
AT_32504,Echsenbach,1026,653,13,0,416,69,95,33,19,2,6
AT_32505,Göpfritz an der Wild,1542,949,22,0,482,141,223,47,29,2,3
AT_32506,Grafenschlag,706,474,7,0,293,49,80,25,14,2,4
AT_32508,Groß-Gerungs,3745,2368,97,0,1315,246,462,116,110,6,16
AT_32509,Großgöttfritz,1154,794,20,0,415,84,206,28,33,4,4
AT_32511,Gutenbrunn,439,239,10,0,108,76,27,7,6,2,3
AT_32514,Kirchschlag,539,358,7,0,210,34,90,8,7,1,1
AT_32515,Kottes-Purk,1232,734,16,0,444,89,118,40,25,1,1
AT_32516,Langschlag,1439,888,35,0,494,112,177,34,33,1,2
AT_32517,Martinsberg,898,553,7,0,319,77,113,13,20,1,3
AT_32518,Ottenschlag,846,533,9,0,300,51,118,27,24,2,2
AT_32519,Altmelon,717,466,17,0,262,47,118,6,13,1,2
AT_32520,Pölla,773,502,15,0,266,57,123,19,19,0,3
AT_32521,Rappottenstein,1431,875,27,0,505,77,144,58,56,4,4
AT_32522,Sallingberg,1059,655,11,0,403,51,135,25,24,4,2
AT_32523,Schönbach,673,426,7,0,264,34,85,19,15,1,1
AT_32524,Schwarzenau,1263,857,37,0,389,193,133,53,43,5,4
AT_32525,Schweiggers,1651,1045,26,0,712,53,179,19,50,3,3
AT_32528,Bad Traunstein,831,527,11,0,317,50,81,37,26,2,3
AT_32529,Waldhausen,1014,637,16,0,355,70,114,36,40,5,1
AT_32530,Zwettl-Niederösterreich,9256,5435,146,0,3053,600,823,417,347,12,37
AT_32599,Wahlkarten - Zwettl,0,2889,46,0,1327,471,368,404,235,12,26
AT_40101,Linz,138624,68116,913,0,15568,21676,10643,12015,5655,858,788
AT_40199,Wahlkarten - Linz Stadt,0,14238,89,0,3207,4494,1420,3333,1342,195,158
AT_40201,Steyr,27017,14125,212,0,2908,5393,2648,1841,888,111,124
AT_40299,Wahlkarten - Steyr Stadt,0,1947,21,0,447,678,215,404,151,9,22
AT_40301,Wels,39118,19110,323,0,4679,5774,4207,2390,1429,132,176
AT_40399,Wahlkarten - Wels Stadt,0,3029,19,0,796,875,492,548,258,16,25
AT_40401,Altheim,3790,1910,41,0,616,426,537,168,107,8,7
AT_40402,Aspach,2011,885,17,0,439,93,218,73,35,5,5
AT_40403,Auerbach,450,264,1,0,122,25,81,22,11,0,2
AT_40404,Braunau am Inn,11631,5191,61,0,1427,1383,1105,794,334,37,50
AT_40405,Burgkirchen,2087,1058,19,0,495,146,230,112,46,3,7
AT_40406,Eggelsberg,1853,836,13,0,337,121,189,104,58,4,10
AT_40407,Feldkirchen bei Mattighofen,1613,823,23,0,353,106,225,74,35,4,3
AT_40408,Franking,802,375,11,0,196,47,65,30,22,3,1
AT_40409,Geretsberg,896,448,6,0,204,48,108,45,35,0,2
AT_40410,Gilgenberg am Weilhart,1045,480,7,0,256,43,114,34,21,2,3
AT_40411,Haigermoos,497,268,6,0,127,30,57,24,20,1,3
AT_40412,Handenberg,1032,553,14,0,272,69,113,45,29,6,5
AT_40413,Helpfau-Uttendorf,2380,1053,11,0,489,167,246,79,49,5,7
AT_40414,Hochburg-Ach,2244,1101,18,0,576,140,143,153,62,2,7
AT_40415,Höhnhart,1124,511,8,0,242,77,138,34,9,1,2
AT_40416,Jeging,511,279,11,0,127,37,74,16,13,0,1
AT_40417,Kirchberg bei Mattighofen,939,496,15,0,249,45,112,39,31,1,4
AT_40418,Lengau,3621,1707,46,0,630,421,357,141,84,8,20
AT_40419,Lochen am See,2188,1154,20,0,530,130,279,111,60,12,12
AT_40420,Maria Schmolln,1185,569,8,0,301,81,102,51,24,1,1
AT_40421,Mattighofen,3757,1544,23,0,478,398,366,160,90,10,19
AT_40422,Mauerkirchen,1682,708,9,0,228,174,199,52,43,1,2
AT_40423,Mining,990,506,9,0,230,69,93,76,21,7,1
AT_40424,Moosbach,771,423,9,0,177,37,144,27,22,2,5
AT_40425,Moosdorf,1299,595,8,0,217,155,127,55,25,3,5
AT_40426,Munderfing,2297,1144,19,0,468,246,205,125,67,6,8
AT_40427,Neukirchen an der Enknach,1755,912,19,0,371,148,243,83,35,3,10
AT_40428,Ostermiething,2480,1161,27,0,558,166,201,128,58,7,16
AT_40429,Palting,795,410,13,0,193,40,99,35,26,2,2
AT_40430,Perwang am Grabensee,786,402,10,0,200,32,83,49,25,2,1
AT_40431,Pfaffstätt,777,412,2,0,179,76,86,32,31,5,1
AT_40432,Pischelsdorf am Engelbach,1278,662,10,0,315,75,183,28,44,1,6
AT_40433,Polling im Innkreis,776,374,10,0,162,64,113,16,8,0,1
AT_40434,Roßbach,766,426,11,0,177,70,119,29,20,0,0
AT_40435,Sankt Georgen am Fillmannsbach,343,200,2,0,80,11,82,8,13,2,2
AT_40436,Sankt Johann am Walde,1643,708,16,0,270,160,141,74,32,5,10
AT_40437,Sankt Pantaleon,2317,1079,12,0,434,228,203,103,75,9,15
AT_40438,Sankt Peter am Hart,1817,865,16,0,355,177,147,105,52,7,6
AT_40439,Sankt Radegund,476,272,3,0,177,18,17,30,18,2,7
AT_40440,Sankt Veit im Innkreis,323,193,4,0,82,39,52,8,7,0,1
AT_40441,Schalchen,2885,1430,26,0,485,357,289,171,84,4,14
AT_40442,Schwand im Innkreis,773,438,7,0,207,53,95,41,28,2,5
AT_40443,Tarsdorf,1639,771,13,0,399,77,166,70,40,4,2
AT_40444,Treubach,574,266,4,0,134,24,80,9,13,1,1
AT_40445,Überackern,453,218,1,0,108,33,49,19,8,0,0
AT_40446,Weng im Innkreis,1148,564,10,0,232,86,168,35,27,1,5
AT_40499,Wahlkarten - Braunau am Inn,0,5798,68,0,1822,1401,913,1024,439,64,67
AT_40501,Alkoven,4711,2829,40,0,796,872,552,334,189,16,30
AT_40502,Aschach an der Donau,1616,875,12,0,269,251,163,121,55,3,1
AT_40503,Eferding,2931,1462,21,0,494,381,261,180,106,12,7
AT_40504,Fraham,1878,911,11,0,266,241,211,107,67,1,7
AT_40505,Haibach ob der Donau,1096,574,10,0,238,129,95,63,32,2,5
AT_40506,Hartkirchen,3376,1920,27,0,725,395,442,219,103,4,5
AT_40507,Hinzenbach,1619,887,14,0,344,182,189,85,62,4,7
AT_40508,Prambachkirchen,2282,1242,30,0,535,199,262,141,64,4,7
AT_40509,Pupping,1452,853,13,0,291,176,200,114,47,3,9
AT_40510,Sankt Marienkirchen an der Polsenz,1905,1047,22,0,368,218,246,129,54,1,9
AT_40511,Scharten,1778,1109,27,0,317,258,265,138,82,5,17
AT_40512,Stroheim,1325,703,16,0,372,86,135,49,42,1,2
AT_40599,Wahlkarten - Eferding,0,2002,23,0,653,500,301,325,160,20,20
AT_40601,Freistadt,6174,3391,56,0,1071,902,544,521,250,27,20
AT_40602,Grünbach,1553,872,15,0,374,168,169,76,57,7,6
AT_40603,Gutau,2215,1282,17,0,528,325,205,135,60,8,4
AT_40604,Hagenberg im Mühlkreis,2250,1276,24,0,379,302,197,252,95,7,20
AT_40605,Hirschbach im Mühlkreis,961,594,19,0,302,108,45,86,27,2,5
AT_40606,Kaltenberg,497,343,10,0,245,22,53,7,5,1,0
AT_40607,Kefermarkt,1720,1025,18,0,429,255,158,87,63,7,8
AT_40608,Königswiesen,2525,1354,46,0,748,168,241,92,46,6,7
AT_40609,Lasberg,2321,1344,30,0,608,269,179,179,66,7,6
AT_40610,Leopoldschlag,831,511,19,0,282,60,77,48,21,3,1
AT_40611,Liebenau,1339,704,25,0,383,109,138,28,12,4,5
AT_40612,Neumarkt im Mühlkreis,2603,1606,47,0,616,368,232,234,91,11,7
AT_40613,Pierbach,805,471,19,0,223,70,102,25,24,1,7
AT_40614,Pregarten,4370,2515,53,0,894,661,418,282,170,18,19
AT_40615,Rainbach im Mühlkreis,2348,1380,43,0,649,300,165,127,72,12,12
AT_40616,Sandl,1158,650,23,0,202,189,122,64,39,9,2
AT_40617,Sankt Leonhard bei Freistadt,1148,669,27,0,325,153,100,38,20,3,3
AT_40618,Sankt Oswald bei Freistadt,2335,1208,30,0,504,294,215,91,67,4,3
AT_40619,Schönau im Mühlkreis,1570,1003,29,0,535,154,175,73,27,5,5
AT_40620,Tragwein,2505,1525,41,0,561,419,240,163,88,5,8
AT_40621,Unterweißenbach,1780,934,25,0,535,118,171,40,40,1,4
AT_40622,Unterweitersdorf,1763,1092,28,0,359,354,153,129,55,4,10
AT_40623,Waldburg,1115,672,12,0,293,141,79,82,53,2,10
AT_40624,Wartberg ob der Aist,3521,1919,47,0,580,550,331,257,124,12,18
AT_40625,Weitersfelden,841,525,15,0,284,94,65,38,20,4,5
AT_40626,Windhaag bei Freistadt,1258,683,19,0,366,144,74,55,20,1,4
AT_40627,Bad Zell,2339,1416,54,0,649,237,220,190,48,9,9
AT_40699,Wahlkarten - Freistadt,0,4674,75,0,1553,1217,512,872,340,52,53
AT_40701,Altmünster,7862,4336,109,0,1557,1023,685,582,326,24,30
AT_40702,Bad Goisern am Hallstättersee,6201,2881,64,0,666,1170,476,297,157,26,25
AT_40703,Bad Ischl,10866,5040,92,0,1389,1875,746,536,332,30,40
AT_40704,Ebensee am Traunsee,6289,3279,69,0,840,1205,558,378,166,24,39
AT_40705,Gmunden,10358,4847,59,0,1737,1083,721,726,451,27,43
AT_40706,Gosau,1440,783,25,0,249,333,98,26,44,3,5
AT_40707,Grünau im Almtal,1634,903,15,0,312,242,189,87,46,5,7
AT_40708,Gschwandt,2241,1262,28,0,465,287,208,172,90,4,8
AT_40709,Hallstatt,592,380,10,0,76,185,26,55,24,1,3
AT_40710,Kirchham,1733,905,21,0,443,126,190,80,35,2,8
AT_40711,Laakirchen,7083,3751,84,0,1053,1276,640,402,236,29,31
AT_40712,Obertraun,552,344,7,0,95,169,17,36,13,7,0
AT_40713,Ohlsdorf,4114,2124,55,0,711,546,383,275,138,8,8
AT_40714,Pinsdorf,3016,1558,33,0,477,430,340,152,104,8,14
AT_40715,Roitham am Traunfall,1597,871,25,0,326,217,174,72,41,6,10
AT_40716,Sankt Konrad,903,451,9,0,210,112,64,34,19,3,0
AT_40717,Sankt Wolfgang im Salzkammergut,2122,1046,15,0,488,277,141,75,36,6,8
AT_40718,Traunkirchen,1354,725,8,0,279,181,79,110,65,1,2
AT_40719,Scharnstein,3805,2014,43,0,603,550,396,242,153,11,16
AT_40720,Vorchdorf,5744,3165,63,0,1063,742,676,404,190,10,17
AT_40799,Wahlkarten - Gmunden,0,8532,99,0,2510,2674,978,1393,716,74,88
AT_40801,Aistersheim,706,400,9,0,161,64,112,27,26,0,1
AT_40802,Bad Schallerbach,3081,1548,24,0,549,354,321,184,99,7,10
AT_40804,Eschenau im Hausruckkreis,901,532,11,0,277,62,119,43,19,1,0
AT_40805,Gallspach,1872,917,19,0,309,174,266,95,47,6,1
AT_40806,Gaspoltshofen,2845,1478,47,0,526,252,380,164,91,9,9
AT_40807,Geboltskirchen,1154,643,15,0,250,136,120,99,21,0,2
AT_40808,Grieskirchen,3530,1817,38,0,604,414,368,267,101,8,17
AT_40809,Haag am Hausruck,1650,886,20,0,334,174,173,124,54,2,5
AT_40810,Heiligenberg,569,382,6,0,227,20,78,29,19,1,2
AT_40811,Hofkirchen an der Trattnach,1234,697,11,0,296,107,166,64,40,7,6
AT_40812,Kallham,2054,1007,27,0,423,189,200,98,56,7,7
AT_40813,Kematen am Innbach,1070,579,3,0,211,103,177,42,36,3,4
AT_40814,Meggenhofen,1192,646,15,0,323,85,97,88,36,1,1
AT_40815,Michaelnbach,1038,519,9,0,296,50,89,33,38,1,3
AT_40816,Natternbach,1909,1089,20,0,473,204,245,99,44,2,2
AT_40817,Neukirchen am Walde,1336,794,21,0,397,109,164,72,28,1,2
AT_40818,Neumarkt im Hausruckkreis,1103,509,5,0,185,134,117,42,16,2,8
AT_40820,Pötting,460,281,6,0,188,27,35,14,6,0,5
AT_40821,Pollham,791,447,11,0,201,59,68,82,25,0,1
AT_40822,Pram,1353,725,10,0,267,122,192,86,43,4,1
AT_40823,Rottenbach,852,517,13,0,176,74,162,51,32,4,5
AT_40824,Sankt Agatha,1747,930,13,0,517,130,158,51,49,3,9
AT_40825,Sankt Georgen bei Grieskirchen,1089,578,16,0,241,102,104,76,34,3,2
AT_40826,Sankt Thomas,432,235,5,0,103,36,54,27,7,2,1
AT_40827,Schlüßlberg,2369,1314,31,0,376,426,253,140,76,6,6
AT_40828,Steegen,909,433,8,0,228,47,78,54,17,1,0
AT_40829,Taufkirchen an der Trattnach,1613,754,12,0,321,109,195,80,32,2,3
AT_40830,Tollet,749,422,2,0,188,73,65,54,37,2,1
AT_40831,Waizenkirchen,2916,1572,30,0,769,201,278,200,76,8,10
AT_40832,Wallern an der Trattnach,2410,1346,34,0,481,304,252,159,97,8,11
AT_40833,Weibern,1306,697,12,0,326,103,97,101,50,2,6
AT_40834,Wendling,684,378,5,0,187,35,101,32,17,1,0
AT_40835,Peuerbach,3708,1891,33,0,893,258,373,223,92,10,9
AT_40899,Wahlkarten - Grieskirchen,0,4797,79,0,1678,1098,698,843,354,19,28
AT_40901,Edlbach,508,267,2,0,146,45,42,15,15,2,0
AT_40902,Grünburg,2933,1329,25,0,471,301,323,121,67,4,17
AT_40903,Hinterstoder,726,384,7,0,174,44,89,40,25,2,3
AT_40904,Inzersdorf im Kremstal,1519,796,17,0,319,146,152,102,51,2,7
AT_40905,Kirchdorf an der Krems,3271,1615,19,0,460,469,263,264,120,8,12
AT_40906,Klaus an der Pyhrnbahn,824,475,9,0,122,209,81,31,20,2,1
