gisco_id,name,registered,turnout,invalid,blank,MSZP,JOBBIK,LEHET MÁS A POLITIKA,MAGYAR DEMOKRATA FÓRUM,FIDESZ-KDNP,Jobbik,CIVIL MOZGALOM,Lehet Más a Politika,Fidesz-KDNP,MDF,Összefogás Párt BAZ M-i Lista,MSZDP,MAGYAR SZOCIALISTA PÁRT,MUNKÁSPÁRT,MIÉP,CIVILEK,Magyar Demokrata Fórum,LMP,Civil Mozgalom,Munkáspárt,Magyar Szocialista Párt,FIDESZ - KDNP
HU_0344,Mezõzombor,1878,996,3,0,0,356,0,0,492,0,0,15,0,6,24,1,99,0,0,0,0,0,0,0,0,0
HU_2561,Méra,1265,786,2,0,0,272,0,0,428,0,0,6,0,6,2,1,67,2,0,0,0,0,0,0,0,0
HU_2425,Mikóháza,432,310,0,0,0,86,0,0,136,0,0,21,0,3,1,3,60,0,0,0,0,0,0,0,0,0
HU_3045,Miskolc,137906,87154,537,0,0,20363,0,0,36451,0,0,5248,0,2138,854,412,20567,384,200,0,0,0,0,0,0,0
HU_1096,Mogyoróska,66,48,2,0,0,7,0,0,31,0,0,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0
HU_0901,Monaj,198,114,2,0,0,27,0,0,72,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0
HU_0782,Monok,1289,772,19,0,0,225,0,0,298,0,0,17,0,2,62,2,144,2,1,0,0,0,0,0,0,0
HU_0215,Muhi,445,319,0,0,0,107,0,0,137,0,0,19,0,6,3,1,42,4,0,0,0,0,0,0,0,0
HU_2154,Múcsony,2656,1602,26,0,0,502,0,0,633,0,0,48,0,17,8,10,347,10,1,0,0,0,0,0,0,0
HU_2918,Nagybarca,717,420,4,0,0,126,0,0,186,0,0,9,0,3,3,1,87,1,0,0,0,0,0,0,0,0
HU_0558,Nagycsécs,636,369,3,0,0,127,0,0,175,0,0,16,0,5,2,1,37,2,1,0,0,0,0,0,0,0
HU_1546,Nagyhuta,64,48,0,0,0,10,0,0,23,0,0,4,0,0,1,0,6,2,2,0,0,0,0,0,0,0
HU_2650,Nagykinizs,264,172,2,0,0,70,0,0,58,0,0,1,0,1,1,2,37,0,0,0,0,0,0,0,0,0
HU_3318,Nagyrozvágy,583,277,1,0,0,92,0,0,132,0,0,3,0,2,0,1,45,1,0,0,0,0,0,0,0,0
HU_2803,Nekézseny,669,365,2,0,0,105,0,0,164,0,0,8,0,4,2,0,77,3,0,0,0,0,0,0,0,0
HU_0524,Nemesbikk,776,413,2,0,0,121,0,0,163,0,0,16,0,9,2,3,91,6,0,0,0,0,0,0,0,0
HU_2415,Négyes,253,168,3,0,0,32,0,0,78,0,0,4,0,0,0,2,44,5,0,0,0,0,0,0,0,0
HU_2719,Novajidrány,1075,612,7,0,0,169,0,0,352,0,0,13,0,3,1,0,66,1,0,0,0,0,0,0,0,0
HU_1288,Nyékládháza,4174,2695,10,0,0,701,0,0,1190,0,0,159,0,57,32,9,518,13,6,0,0,0,0,0,0,0
HU_0441,Nyésta,44,34,0,0,0,5,0,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
HU_2643,Nyíri,355,242,4,0,0,36,0,0,173,0,0,12,0,1,1,3,11,1,0,0,0,0,0,0,0,0
HU_0421,Nyomár,273,204,3,0,0,86,0,0,90,0,0,1,0,0,1,1,21,0,1,0,0,0,0,0,0,0
HU_3177,Olaszliszka,1258,843,10,0,0,253,0,0,382,0,0,21,0,11,13,41,111,1,0,0,0,0,0,0,0,0
HU_2255,Onga,3741,2425,11,0,0,812,0,0,1024,0,0,129,0,27,29,7,368,13,5,0,0,0,0,0,0,0
HU_3406,Ormosbánya,1371,645,3,0,0,184,0,0,225,0,0,23,0,6,4,7,188,3,2,0,0,0,0,0,0,0
HU_0286,Oszlár,316,173,2,0,0,44,0,0,72,0,0,9,0,5,1,1,36,3,0,0,0,0,0,0,0,0
HU_2262,Ónod,1878,1052,10,0,0,403,0,0,422,0,0,34,0,29,6,19,116,11,2,0,0,0,0,0,0,0
HU_1449,Ózd,29350,15300,94,0,0,5086,0,0,5896,0,0,442,0,244,33,76,3216,185,28,0,0,0,0,0,0,0
HU_1237,Pamlény,44,17,1,0,0,6,0,0,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
HU_2674,Parasznya,1005,612,4,0,0,149,0,0,247,0,0,29,0,8,2,4,167,0,2,0,0,0,0,0,0,0
HU_1589,Pácin,1161,590,5,0,0,106,0,0,323,0,0,15,0,6,1,2,129,3,0,0,0,0,0,0,0,0
HU_1236,Pálháza,939,638,4,0,0,161,0,0,309,0,0,31,0,10,1,2,118,0,2,0,0,0,0,0,0,0
HU_2473,Pányok,69,48,0,0,0,8,0,0,38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HU_2442,Pere,270,156,1,0,0,14,0,0,122,0,0,1,0,1,0,0,16,1,0,0,0,0,0,0,0,0
HU_3268,Perecse,31,24,0,0,0,11,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
HU_3341,Perkupa,697,420,7,0,0,127,0,0,204,0,0,4,0,1,3,1,69,4,0,0,0,0,0,0,0,0
HU_2127,Prügy,1833,1065,17,0,0,375,0,0,489,0,0,10,0,8,9,5,151,0,1,0,0,0,0,0,0,0
HU_1704,Pusztafalu,193,136,3,0,0,31,0,0,76,0,0,4,0,1,0,0,21,0,0,0,0,0,0,0,0,0
HU_1541,Pusztaradvány,161,118,3,0,0,7,0,0,95,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0
HU_2741,Putnok,5233,3177,22,0,0,922,0,0,1539,0,0,93,0,47,4,9,510,26,5,0,0,0,0,0,0,0
HU_2119,Radostyán,500,300,3,0,0,68,0,0,142,0,0,9,0,8,0,3,64,3,0,0,0,0,0,0,0,0
HU_0605,Ragály,552,293,5,0,0,86,0,0,149,0,0,2,0,2,0,0,48,1,0,0,0,0,0,0,0,0
HU_2971,Rakaca,565,215,1,0,0,9,0,0,157,0,0,2,0,0,0,1,45,0,0,0,0,0,0,0,0,0
HU_1613,Rakacaszend,283,179,1,0,0,25,0,0,136,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0
HU_3190,Rásonysápberencs,431,242,2,0,0,62,0,0,149,0,0,7,0,1,2,0,16,3,0,0,0,0,0,0,0,0
HU_1246,Rátka,835,555,1,0,0,161,0,0,291,0,0,15,0,9,15,2,61,0,0,0,0,0,0,0,0,0
HU_0840,Regéc,85,70,0,0,0,21,0,0,41,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0
HU_3188,Répáshuta,423,268,0,0,0,51,0,0,142,0,0,12,0,6,2,1,53,1,0,0,0,0,0,0,0,0
HU_0931,Révleányvár,440,176,0,0,0,29,0,0,116,0,0,4,0,2,1,0,23,1,0,0,0,0,0,0,0,0
HU_1922,Ricse,1251,684,12,0,0,128,0,0,247,0,0,12,0,10,1,7,265,2,0,0,0,0,0,0,0,0
HU_2302,Rudabánya,2159,1242,11,0,0,399,0,0,579,0,0,18,0,4,2,12,209,7,1,0,0,0,0,0,0,0
HU_3412,Rudolftelep,591,288,2,0,0,85,0,0,98,0,0,10,0,5,1,3,82,2,0,0,0,0,0,0,0,0
HU_0350,Sajóbábony,2296,1543,10,0,0,573,0,0,539,0,0,35,0,22,3,10,344,4,3,0,0,0,0,0,0,0
HU_2733,Sajóecseg,891,622,3,0,0,215,0,0,254,0,0,31,0,13,3,2,93,5,3,0,0,0,0,0,0,0
HU_1017,Sajógalgóc,296,181,0,0,0,50,0,0,81,0,0,10,0,5,3,0,31,1,0,0,0,0,0,0,0,0
HU_0308,Sajóhídvég,741,439,11,0,0,150,0,0,158,0,0,11,0,19,13,13,60,1,3,0,0,0,0,0,0,0
HU_0321,Sajóivánka,497,346,2,0,0,130,0,0,119,0,0,19,0,7,3,2,62,1,1,0,0,0,0,0,0,0
HU_1431,Sajókaza,2286,1238,9,0,0,493,0,0,523,0,0,27,0,11,6,2,160,5,2,0,0,0,0,0,0,0
HU_2167,Sajókápolna,336,206,2,0,0,76,0,0,94,0,0,7,0,2,0,1,21,1,2,0,0,0,0,0,0,0
HU_2694,Sajókeresztúr,1285,828,5,0,0,241,0,0,335,0,0,42,0,17,3,3,173,6,3,0,0,0,0,0,0,0
HU_2717,Sajólád,2317,1346,12,0,0,490,0,0,675,0,0,29,0,14,2,7,113,1,3,0,0,0,0,0,0,0
HU_2247,Sajólászlófalva,357,220,1,0,0,59,0,0,121,0,0,4,0,6,0,1,24,2,2,0,0,0,0,0,0,0
HU_1594,Sajómercse,204,128,2,0,0,35,0,0,59,0,0,7,0,0,2,0,22,1,0,0,0,0,0,0,0,0
HU_1133,Sajónémeti,417,247,5,0,0,69,0,0,117,0,0,9,0,1,0,0,45,1,0,0,0,0,0,0,0,0
HU_0812,Sajóörös,1031,697,2,0,0,222,0,0,214,0,0,64,0,23,10,4,151,5,2,0,0,0,0,0,0,0
HU_1853,Sajópálfala,678,470,4,0,0,125,0,0,245,0,0,17,0,12,2,4,58,3,0,0,0,0,0,0,0,0
HU_1663,Sajópetri,1143,567,5,0,0,201,0,0,268,0,0,17,0,8,6,0,58,4,0,0,0,0,0,0,0,0
HU_2378,Sajópüspöki,399,226,1,0,0,55,0,0,105,0,0,10,0,1,0,2,50,1,1,0,0,0,0,0,0,0
HU_0897,Sajósenye,324,239,2,0,0,84,0,0,116,0,0,7,0,1,0,0,29,0,0,0,0,0,0,0,0,0
HU_1605,Sajószentpéter,10141,5479,37,0,0,1450,0,0,2090,0,0,203,0,181,26,16,1409,24,43,0,0,0,0,0,0,0
HU_3034,Sajószöged,1891,1214,4,0,0,370,0,0,442,0,0,79,0,41,7,6,250,15,0,0,0,0,0,0,0,0
HU_2073,Sajóvámos,1817,1147,9,0,0,319,0,0,581,0,0,49,0,8,3,5,164,8,1,0,0,0,0,0,0,0
HU_2775,Sajóvelezd,652,386,3,0,0,154,0,0,148,0,0,9,0,7,0,1,64,0,0,0,0,0,0,0,0,0
HU_0472,Sály,1353,783,6,0,0,272,0,0,400,0,0,16,0,2,2,0,83,1,1,0,0,0,0,0,0,0
HU_2051,Sárazsadány,227,159,1,0,0,28,0,0,115,0,0,6,0,0,1,0,7,1,0,0,0,0,0,0,0,0
HU_2747,Sárospatak,10652,6750,42,0,0,1421,0,0,3518,0,0,374,0,134,28,25,1182,9,17,0,0,0,0,0,0,0
HU_0287,Sáta,1010,506,3,0,0,203,0,0,209,0,0,8,0,5,0,5,60,12,1,0,0,0,0,0,0,0
HU_0512,Sátoraljaújhely,12982,7872,40,0,0,1493,0,0,4152,0,0,339,0,115,33,56,1612,19,13,0,0,0,0,0,0,0
HU_2538,Selyeb,355,234,3,0,0,35,0,0,147,0,0,3,0,1,29,1,15,0,0,0,0,0,0,0,0,0
HU_2375,Semjén,353,151,1,0,0,23,0,0,93,0,0,5,0,1,0,2,26,0,0,0,0,0,0,0,0,0
HU_3253,Serényfalva,808,467,0,0,0,166,0,0,139,0,0,20,0,5,1,2,131,3,0,0,0,0,0,0,0,0
HU_2341,Sima,22,15,0,0,0,5,0,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
HU_1326,Sóstófalva,204,147,3,0,0,52,0,0,68,0,0,3,0,1,1,0,18,0,1,0,0,0,0,0,0,0
HU_3225,Szakácsi,93,68,1,0,0,8,0,0,55,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
HU_0380,Szakáld,411,257,2,0,0,98,0,0,119,0,0,13,0,3,2,0,17,2,1,0,0,0,0,0,0,0
HU_3101,Szalaszend,820,453,2,0,0,110,0,0,252,0,0,12,0,3,0,1,72,1,0,0,0,0,0,0,0,0
HU_1675,Szalonna,768,419,3,0,0,120,0,0,200,0,0,13,0,5,1,1,75,0,1,0,0,0,0,0,0,0
HU_0814,Szászfa,124,73,1,0,0,17,0,0,41,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0
HU_3381,Szegi,268,184,2,0,0,40,0,0,98,0,0,2,0,1,0,3,36,0,2,0,0,0,0,0,0,0
HU_3151,Szegilong,214,138,2,0,0,30,0,0,74,0,0,5,0,0,4,0,22,1,0,0,0,0,0,0,0,0
HU_0983,Szemere,273,130,0,0,0,25,0,0,75,0,0,3,0,1,0,0,26,0,0,0,0,0,0,0,0,0
HU_0807,Szendrõ,3085,1827,12,0,0,531,0,0,904,0,0,29,0,9,5,7,326,4,0,0,0,0,0,0,0,0
HU_2745,Szendrõlád,1125,819,9,0,0,76,0,0,644,0,0,10,0,4,2,3,67,3,1,0,0,0,0,0,0,0
HU_2216,Szentistván,2149,1464,13,0,0,358,0,0,703,0,0,49,0,20,15,9,289,4,4,0,0,0,0,0,0,0
HU_0848,Szentistvánbaksa,225,145,1,0,0,51,0,0,69,0,0,5,0,1,0,3,15,0,0,0,0,0,0,0,0,0
HU_3073,Szerencs,8010,5480,49,0,0,1724,0,0,2214,0,0,203,0,115,87,19,1052,7,10,0,0,0,0,0,0,0
HU_2135,Szikszó,4634,3062,17,0,0,881,0,0,1563,0,0,87,0,43,17,7,436,8,3,0,0,0,0,0,0,0
HU_2087,Szin,505,272,5,0,0,32,0,0,210,0,0,4,0,1,0,0,19,1,0,0,0,0,0,0,0,0
HU_1149,Szinpetri,198,104,0,0,0,34,0,0,48,0,0,5,0,0,0,2,14,1,0,0,0,0,0,0,0,0
HU_0949,Szirmabesenyõ,3835,2450,13,0,0,773,0,0,866,0,0,165,0,87,37,16,487,5,1,0,0,0,0,0,0,0
HU_1889,Szomolya,1293,888,9,0,0,223,0,0,493,0,0,27,0,5,2,5,116,2,6,0,0,0,0,0,0,0
HU_1617,Szögliget,624,365,5,0,0,101,0,0,208,0,0,9,0,3,1,0,35,3,0,0,0,0,0,0,0,0
HU_0788,Szõlõsardó,123,81,2,0,0,8,0,0,31,0,0,1,0,0,0,1,37,1,0,0,0,0,0,0,0,0
HU_0316,Szuhafõ,149,114,2,0,0,33,0,0,41,0,0,13,0,1,0,0,22,1,1,0,0,0,0,0,0,0
HU_1111,Szuhakálló,840,516,4,0,0,179,0,0,191,0,0,16,0,5,3,1,113,4,0,0,0,0,0,0,0,0
HU_2460,Szuhogy,942,570,5,0,0,155,0,0,338,0,0,6,0,7,2,3,54,0,0,0,0,0,0,0,0,0
HU_0370,Taktabáj,428,265,1,0,0,57,0,0,136,0,0,0,0,0,2,2,63,2,2,0,0,0,0,0,0,0
HU_1824,Taktaharkány,2893,1731,11,0,0,701,0,0,649,0,0,39,0,14,14,9,292,2,0,0,0,0,0,0,0,0
HU_2878,Taktakenéz,883,509,6,0,0,137,0,0,292,0,0,9,0,3,0,1,58,3,0,0,0,0,0,0,0,0
HU_0313,Taktaszada,1474,751,19,0,0,297,0,0,282,0,0,7,0,2,19,10,113,1,1,0,0,0,0,0,0,0
HU_2174,Tarcal,2393,1319,10,0,0,375,0,0,654,0,0,35,0,18,25,4,191,3,4,0,0,0,0,0,0,0
HU_0816,Tard,1156,762,3,0,0,138,0,0,501,0,0,16,0,11,3,2,86,1,1,0,0,0,0,0,0,0
HU_1478,Tardona,923,556,8,0,0,168,0,0,245,0,0,12,0,3,2,2,109,5,2,0,0,0,0,0,0,0
HU_1221,Tállya,1671,941,7,0,0,305,0,0,305,0,0,28,0,23,17,10,239,4,3,0,0,0,0,0,0,0
HU_1376,Telkibánya,536,350,2,0,0,48,0,0,226,0,0,13,0,8,0,2,50,0,1,0,0,0,0,0,0,0
HU_2863,Teresztenye,33,28,0,0,0,3,0,0,7,0,0,2,0,2,0,1,12,1,0,0,0,0,0,0,0,0
HU_3044,Tibolddaróc,1189,638,3,0,0,193,0,0,331,0,0,28,0,5,1,2,74,0,1,0,0,0,0,0,0,0
HU_0229,Tiszabábolna,347,247,5,0,0,45,0,0,160,0,0,7,0,1,0,1,27,1,0,0,0,0,0,0,0,0
HU_2913,Tiszacsermely,453,188,2,0,0,45,0,0,102,0,0,4,0,5,4,2,23,1,0,0,0,0,0,0,0,0
HU_0371,Tiszadorogma,375,237,1,0,0,97,0,0,77,0,0,9,0,2,2,3,44,2,0,0,0,0,0,0,0,0
HU_1397,Tiszakarád,1850,895,12,0,0,133,0,0,629,0,0,16,0,6,4,9,86,0,0,0,0,0,0,0,0,0
HU_1388,Tiszakeszi,2078,1171,15,0,0,347,0,0,609,0,0,20,0,13,10,4,141,10,2,0,0,0,0,0,0,0
HU_1938,Tiszaladány,543,375,2,0,0,63,0,0,261,0,0,3,0,3,8,0,35,0,0,0,0,0,0,0,0,0
HU_2839,Tiszalúc,4107,2031,19,0,0,793,0,0,794,0,0,85,0,26,6,14,286,8,0,0,0,0,0,0,0,0
HU_0863,Tiszapalkonya,1171,679,2,0,0,195,0,0,283,0,0,41,0,17,2,5,128,6,0,0,0,0,0,0,0,0
HU_3029,Tiszatardos,205,131,0,0,0,29,0,0,78,0,0,6,0,2,2,2,11,1,0,0,0,0,0,0,0,0
HU_3037,Tiszatarján,1030,487,1,0,0,177,0,0,229,0,0,12,0,4,1,3,57,3,0,0,0,0,0,0,0,0
HU_2835,Tiszaújváros,14325,9246,46,0,0,2175,0,0,3270,0,0,625,0,371,59,39,2535,109,17,0,0,0,0,0,0,0
HU_1097,Tiszavalk,298,222,1,0,0,79,0,0,82,0,0,5,0,1,5,2,43,3,1,0,0,0,0,0,0,0
HU_1830,Tokaj,3387,2159,37,0,0,553,0,0,993,0,0,89,0,34,45,10,391,3,4,0,0,0,0,0,0,0
HU_2805,Tolcsva,1497,1018,3,0,0,325,0,0,527,0,0,38,0,5,2,3,112,1,2,0,0,0,0,0,0,0
HU_1489,Tomor,205,146,3,0,0,13,0,0,121,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0
HU_1690,Tornabarakony,19,15,0,0,0,2,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HU_1037,Tornakápolna,25,19,0,0,0,6,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
HU_1880,Tornanádaska,312,148,2,0,0,8,0,0,115,0,0,3,0,1,0,2,16,0,1,0,0,0,0,0,0,0
HU_2783,Tornaszentandrás,214,128,1,0,0,28,0,0,69,0,0,2,0,0,0,1,27,0,0,0,0,0,0,0,0,0
HU_3051,Tornaszentjakab,197,131,2,0,0,43,0,0,72,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0
HU_2905,Tornyosnémeti,401,278,3,0,0,52,0,0,191,0,0,6,0,2,0,1,22,1,0,0,0,0,0,0,0,0
HU_0491,Trizs,210,160,1,0,0,54,0,0,68,0,0,3,0,1,0,0,32,1,0,0,0,0,0,0,0,0
HU_1835,Uppony,308,179,1,0,0,53,0,0,78,0,0,2,0,1,1,0,39,4,0,0,0,0,0,0,0,0
HU_1248,Újcsanálos,645,376,1,0,0,110,0,0,195,0,0,5,0,2,9,3,49,1,1,0,0,0,0,0,0,0
HU_0722,Vadna,510,334,3,0,0,102,0,0,142,0,0,10,0,6,1,1,67,2,0,0,0,0,0,0,0,0
HU_3000,Vajdácska,990,565,6,0,0,136,0,0,362,0,0,10,0,1,0,1,47,2,0,0,0,0,0,0,0,0
HU_2181,Varbó,955,614,2,0,0,202,0,0,233,0,0,25,0,9,2,4,132,3,2,0,0,0,0,0,0,0
HU_1014,Varbóc,57,41,1,0,0,15,0,0,19,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
HU_3007,Vatta,756,475,2,0,0,138,0,0,255,0,0,19,0,10,0,0,51,0,0,0,0,0,0,0,0,0
HU_2915,Vágáshuta,77,61,0,0,0,4,0,0,41,0,0,4,0,2,0,0,9,1,0,0,0,0,0,0,0,0
HU_1514,Vámosújfalu,681,502,9,0,0,155,0,0,279,0,0,5,0,2,2,1,48,1,0,0,0,0,0,0,0,0
HU_1158,Vilmány,940,460,11,0,0,67,0,0,252,0,0,3,0,4,0,4,119,0,0,0,0,0,0,0,0,0
HU_1298,Vilyvitány,220,156,1,0,0,21,0,0,118,0,0,5,0,1,0,2,7,1,0,0,0,0,0,0,0,0
HU_0509,Viss,532,237,3,0,0,70,0,0,115,0,0,0,0,2,1,2,44,0,0,0,0,0,0,0,0,0
HU_0395,Viszló,72,61,1,0,0,4,0,0,50,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
HU_2108,Vizsoly,668,413,2,0,0,102,0,0,223,0,0,59,0,2,1,0,24,0,0,0,0,0,0,0,0,0
HU_1561,Zalkod,239,181,3,0,0,18,0,0,115,0,0,1,0,0,2,3,39,0,0,0,0,0,0,0,0,0
HU_0306,Zádorfalva,340,205,0,0,0,43,0,0,115,0,0,5,0,1,1,1,38,1,0,0,0,0,0,0,0,0
HU_3160,Zemplénagárd,632,327,1,0,0,55,0,0,233,0,0,5,0,4,1,1,27,0,0,0,0,0,0,0,0,0
HU_1927,Ziliz,292,203,3,0,0,98,0,0,66,0,0,6,0,1,1,1,27,0,0,0,0,0,0,0,0,0
HU_1102,Zsujta,148,91,2,0,0,12,0,0,66,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0
HU_1910,Zubogy,482,298,6,0,0,77,0,0,124,0,0,11,0,3,3,1,70,2,1,0,0,0,0,0,0,0
HU_2096,Gibárt,294,209,0,0,0,58,0,0,110,0,0,3,0,1,7,2,27,0,1,0,0,0,0,0,0,0
HU_3424,Algyõ,4279,2476,21,0,480,0,217,60,1158,497,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HU_1619,Ambrózfalva,400,236,2,0,33,0,22,2,109,62,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_1425,Apátfalva,2582,1391,4,0,186,0,36,14,842,281,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_1906,Árpádhalom,448,268,0,0,32,0,9,3,162,59,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_1033,Ásotthalom,3241,1823,10,0,205,0,50,13,1261,164,115,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HU_2910,Baks,1663,767,12,0,110,0,35,7,380,214,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_2367,Balástya,2751,1520,13,0,171,0,83,37,872,261,76,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
HU_0819,Bordány,2557,1492,12,0,209,0,123,34,791,271,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_0212,Csanádalberti,387,245,1,0,43,0,9,3,143,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0537,Csanádpalota,2486,1324,9,0,210,0,56,21,718,290,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_2229,Csanytelek,2306,1163,11,0,147,0,42,10,665,270,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_3228,Csengele,1553,875,7,0,41,0,21,8,663,118,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_0511,Csongrád,14439,9436,71,0,1456,0,349,171,5366,1774,234,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
HU_0783,Derekegyház,1320,762,3,0,117,0,61,10,371,188,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HU_2407,Deszk,2813,1797,32,0,452,0,186,53,790,234,46,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HU_1338,Domaszék,3631,2252,12,0,255,0,159,48,1356,251,165,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HU_3053,Dóc,605,334,4,0,26,0,8,4,176,112,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_2299,Eperjes,501,279,0,0,30,0,14,4,169,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1997,Fábiánsebestyén,1791,990,2,0,182,0,42,26,515,207,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_2264,Felgyõ,1056,663,2,0,73,0,28,9,429,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1899,Ferencszállás,555,295,3,0,87,0,16,6,116,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_3302,Forráskút,1703,1033,7,0,86,0,49,52,689,119,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_0921,Földeák,2646,1374,11,0,319,0,64,33,656,262,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_0831,Hódmezõvásárhely,37935,25669,250,0,3341,0,1566,569,13625,5705,406,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0
HU_1366,Királyhegyes,524,340,6,0,55,0,4,4,235,31,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_3102,Kistelek,6016,3520,39,0,460,0,208,63,2016,603,123,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
HU_2666,Kiszombor,3295,1725,12,0,312,0,91,55,866,328,57,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HU_0825,Klárafalva,409,215,3,0,21,0,14,9,134,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0995,Kövegy,353,171,1,0,33,0,10,3,89,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1441,Kübekháza,1231,654,5,0,160,0,29,13,356,74,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_0596,Magyarcsanád,1148,560,5,0,90,0,15,14,352,76,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_0735,Makó,19894,12012,111,0,2577,0,622,315,5853,2179,335,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
HU_1051,Maroslele,1701,921,7,0,137,0,30,22,503,201,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HU_2573,Mártély,1046,726,1,0,82,0,46,23,366,194,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HU_2155,Mindszent,5833,3792,25,0,355,0,160,58,2127,993,56,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
HU_0434,Mórahalom,4735,3335,36,0,345,0,124,59,2147,316,303,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
HU_2091,Nagyér,442,226,2,0,32,0,10,5,135,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1277,Nagylak,446,270,3,0,88,0,13,5,125,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1723,Nagymágocs,2526,1343,15,0,217,0,57,20,689,328,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2917,Nagytõke,377,183,2,0,27,0,7,4,92,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0775,Óföldeák,415,209,5,0,60,0,10,2,102,26,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_1279,Ópusztaszer,1539,787,8,0,119,0,35,14,353,244,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_3107,Öttömös,596,409,7,0,67,0,20,7,230,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0628,Pitvaros,1237,737,5,0,154,0,27,12,346,170,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HU_0635,Pusztamérges,951,561,4,0,77,0,27,13,325,77,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2859,Pusztaszer,1214,706,8,0,106,0,30,13,431,94,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_1316,Röszke,2613,1505,12,0,195,0,124,25,869,187,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_0396,Ruzsa,2129,1318,21,0,146,0,70,33,832,112,102,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
