gisco_id,name,registered,turnout,invalid,blank,A-HSP,BM365-DPS-DSŽ-HES-HRS-HSZ-ID-MS-NSH-NV-SU-UDU-ZELENI-ZS,HDZ-HSS-HSP-BUZ-HSLS-HDS-ZDS-HRAST,HKS-HSP-OS,MOST,NS-R,ORaH,UIO,AM,HKDU-HDS-ND,HZ,Centar,SDP-HNS-HSU-HL-A-HSS-ZS,SRP,HGS,KLJUČ,NHPS-NS-R-SHU-ZF-DDS,IDS-PGS-RI,PZ,RF,Ajduković,Bjelajac,Horvat [Mile Horvat],Ljubojević,Milaković,Mirnić,Petrović,Pupovac,Rašković,Todić,Vlahović,NS-R-PSIJ-SHU-ZF-DDS,HDSSB,BDSH,MDS,Knapić,Ahmedi,Balog [Željko Balog],Bosak [Robert Bosak],Kajtazi,Kalanjoš,Kostić,Pichler,Rašljanin,Trischler,Zahirović,Jindra,Bilek,Komak,Za grad,HSR,Bajs,Lacković,Aliti,Avdić,Džomba,Graca,Hodžić [Nedžad Hodžić],Koželj-Horvat,Prljaskaj,Pršić,Salkić,Srebreniković,Sulejmani,Tabaković,Davidović,Pinjuh,DESNO,Dapas,Radin,Zennaro,SDP-HNS-HSU-HL-A-HSS-ZS-SDSS,ŽZ-AM,Jankovics,Juhas
HR_00825,Donji Kraljevec,3829,2248,32,0,11,29,553,4,130,0,47,14,7,1,0,0,1177,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,6,43,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00833,Donji Kukuruzari,1513,739,24,0,5,23,377,4,35,0,2,2,2,0,5,0,172,0,0,8,0,0,0,1,6,5,37,3,1,4,1,45,35,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00841,Donji Lapac,2028,815,32,0,13,12,137,4,21,0,3,1,0,4,3,0,0,0,6,0,0,0,0,0,8,2,2,4,0,2,0,4,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,9,0,0
HR_00850,Martijanec,2600,1414,35,0,16,13,405,7,67,0,16,5,5,2,0,0,592,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00868,Donji Miholjac,7939,4436,75,0,34,41,1313,130,423,0,75,44,14,0,0,0,1230,0,0,286,85,0,0,0,2,0,3,0,1,0,0,4,1,0,0,0,642,10,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,4,2
HR_00876,Muc,3157,1590,48,0,15,10,851,4,251,0,12,11,0,5,9,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,38,0,0
HR_00884,Prolozac,3379,2217,33,0,5,9,1697,10,220,0,2,12,1,1,86,10,112,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00892,Donji Vidovec,1246,602,20,0,5,6,131,0,48,0,17,3,1,1,0,0,296,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00906,Draganic,2434,1413,22,0,16,64,658,7,141,0,12,11,9,2,3,3,326,0,0,126,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00914,Draz,2594,1404,57,0,6,10,529,4,48,0,30,9,8,0,0,0,200,0,0,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,153,159
HR_00922,Drenovci,4827,2383,52,0,50,59,1147,63,120,0,16,26,4,6,0,0,566,0,0,60,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,23,73,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,43,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_00949,Drenje,2136,1079,27,0,8,15,360,8,63,0,10,14,5,0,0,0,187,0,0,71,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,283,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
HR_00957,Drnis,7344,4421,86,0,23,54,2918,11,489,0,26,31,2,8,14,0,11,0,15,2,0,0,0,0,6,4,9,3,3,3,1,17,12,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,45,0,0
HR_00965,Drnje,1531,858,27,0,12,24,183,0,62,0,20,2,2,0,0,0,394,1,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,1,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00973,Dubrava,3925,2145,38,0,17,136,676,8,209,0,38,10,6,0,2,0,798,4,0,158,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_00981,Dubrovnik,39071,21810,396,0,78,138,7493,230,3401,948,256,141,45,40,42,62,7757,46,21,551,1,3,0,0,2,1,11,1,0,0,1,22,10,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,21,1,3,1,0,83,0,2,0,0,0,0,0,0,6,3,4,0
HR_00990,Duga Resa,9572,6287,125,0,43,206,2455,58,835,0,103,61,17,5,8,7,1675,0,0,586,61,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HR_01007,Dugi Rat,6415,3669,66,0,4,24,1478,38,1013,4,17,50,12,12,40,99,681,5,24,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01015,Dugo Selo,16032,9071,116,0,45,993,2962,46,1549,0,133,203,12,0,16,2,2500,16,0,370,37,2,0,0,1,0,1,0,0,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,14,3,4,18,0,0,0,0,2,0,16,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
HR_01023,Dvor,4909,1935,63,0,15,68,386,8,42,0,23,25,5,4,3,0,420,0,0,57,0,0,0,2,25,87,503,115,140,11,33,571,470,12,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01031,Đakovo,24259,13870,232,0,67,94,5122,75,1915,0,205,228,40,0,0,0,3425,0,0,757,137,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1404,41,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,90,0,0,0,4,0,6,2
HR_01040,Đelekovec,1303,734,17,0,5,17,245,3,51,0,16,7,2,0,1,0,303,3,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01058,Đulovac,2728,1326,40,0,11,51,810,10,49,0,7,7,3,0,2,0,197,1,0,28,8,0,0,0,4,8,44,2,3,1,3,56,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
HR_01066,Đurđenovac,5609,3294,66,0,19,31,1274,28,178,0,37,22,10,0,0,0,933,0,0,174,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HR_01074,Đurđevac,6800,4222,72,0,21,46,669,8,167,0,39,22,5,0,0,0,1087,6,0,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,79,0,0,0,0,0,0,0,0,0,3,6,15,1870,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HR_01082,Đurmanec,3452,2225,70,0,13,49,824,5,148,0,24,8,9,5,0,0,928,11,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01104,Erdut,6663,2805,85,0,10,16,542,12,102,0,28,14,6,0,0,0,472,0,0,95,23,0,0,0,81,10,707,69,82,19,5,773,616,32,9,0,313,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,139,7
HR_01112,Ernestinovo,1924,1209,14,0,7,8,368,11,94,0,11,19,1,0,0,0,263,0,0,63,6,0,0,0,4,1,1,1,1,0,0,4,0,4,0,0,131,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,94,102
HR_01139,Ervenik,954,522,10,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,343,32,42,10,3,360,356,2,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
HR_01147,Farkasevac,1439,722,14,0,6,50,289,3,53,0,7,4,2,0,1,0,237,2,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01155,Ferdinandovac,1435,745,17,0,3,12,278,3,32,0,3,7,1,0,1,0,213,1,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01163,Fericanci,1824,1048,14,0,7,18,338,3,96,0,16,5,5,0,0,0,294,0,0,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
HR_01171,Fuzine,1433,803,16,0,8,24,175,2,61,0,20,5,9,0,1,7,417,0,0,29,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01180,Garcin,4061,2264,47,0,15,46,1118,12,245,0,25,14,3,4,0,0,443,0,0,71,0,0,0,0,1,2,2,3,1,0,0,3,2,0,0,35,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01198,Garesnica,8862,4870,115,0,43,249,1580,47,474,0,54,35,5,0,4,0,1674,12,0,280,26,0,0,0,2,10,47,5,8,0,5,61,43,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,5,140,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
HR_01201,Generalski Stol,2343,1324,29,0,19,45,736,17,101,0,18,5,5,0,2,1,239,0,0,95,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01210,Glina,8684,3865,94,0,26,87,1834,111,209,0,53,34,10,4,36,0,752,1,1,113,0,1,0,4,5,98,163,22,29,13,21,231,153,2,20,159,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
HR_01228,Gola,1887,978,22,0,15,28,493,1,66,0,13,25,2,0,5,0,224,1,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01236,Gorican,2430,1448,42,0,9,31,414,3,106,0,33,7,10,5,0,0,608,3,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,3,23,2,0,2,6,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_01244,Gorjani,1364,808,23,0,3,11,251,4,35,0,7,12,2,0,0,0,162,0,0,27,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
HR_01252,Gornja Stubica,4423,2446,43,0,14,93,640,4,232,0,23,22,10,3,0,0,1134,3,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01279,Gornji Bogicevci,1873,860,30,0,21,27,429,5,68,0,10,15,6,1,0,0,131,0,0,39,0,0,0,0,1,0,6,1,1,0,1,10,5,0,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01295,Gornji Kneginec,4728,3053,67,0,22,55,888,5,267,0,49,5,8,7,0,0,1287,5,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,5,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01309,Gospic,11667,7362,129,0,53,183,4838,21,588,0,53,21,1,31,14,0,34,1,9,6,0,1,0,0,4,0,0,1,1,0,0,7,1,0,1,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,127,0,0
HR_01317,Gracac,5047,1636,48,0,15,20,692,3,121,0,8,7,0,3,3,0,0,0,3,0,0,0,0,0,29,13,175,104,90,2,8,248,194,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,46,0,0
HR_01325,Gracisce,1164,648,23,0,1,27,45,1,57,0,9,12,3,0,0,0,148,2,0,43,9,262,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
HR_01333,Grad Zagreb,705254,465201,5363,0,1278,33439,122172,1597,83543,6,12442,7382,1015,359,660,2171,166425,159,2,17000,3112,89,260,471,69,54,268,79,62,16,15,489,267,14,27,472,35,304,0,0,16,22,101,64,0,1,6,17,16,362,34,73,6,1868,38,79,118,182,40,13,4,155,37,187,12,0,216,77,22,307,0,1,15,6,0,587,56,57,25
HR_01341,Gradac,3380,1716,42,0,9,9,713,8,243,5,22,7,5,2,6,7,585,8,5,36,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01350,Gradec,3024,1694,28,0,8,114,508,7,398,0,16,5,1,0,4,0,477,5,0,100,9,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01368,Gradina,3163,1739,44,0,30,31,879,21,125,0,20,11,7,0,0,0,359,0,0,54,11,0,0,0,0,0,9,0,0,0,0,15,8,0,1,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,1
HR_01376,Gradiste,2430,1188,26,0,9,21,556,6,115,0,10,12,7,4,0,0,264,0,0,50,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,14,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01384,Grožnjan - Grisignana,692,323,10,0,4,21,9,1,15,0,2,0,1,0,0,0,62,0,0,12,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,25,5,0,0,0,0
HR_01392,Grubisno Polje,5701,3243,75,0,26,156,1300,11,212,0,45,18,4,0,11,0,849,6,0,97,22,0,0,0,4,3,21,1,1,0,2,30,19,2,1,0,0,0,0,0,0,3,9,13,0,0,0,0,0,7,0,168,1,3,3,91,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,53
HR_01406,Gundinci,1570,900,28,0,14,9,377,4,55,0,8,7,1,5,0,0,269,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01414,Gunja,3629,1662,40,0,21,31,548,6,94,0,10,12,4,8,0,0,497,0,0,44,0,0,0,0,3,1,4,1,0,0,0,3,1,0,1,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,195,0,83,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HR_01449,Hercegovac,2017,1019,23,0,7,53,325,4,111,0,18,4,2,0,1,0,323,1,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,1,44,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01457,Hlebine,1044,573,8,0,8,16,233,2,29,0,7,14,1,0,1,0,172,3,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01465,Hrascina,1289,642,16,0,7,13,234,2,30,0,5,5,3,1,0,0,260,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01481,Hrvace,3287,2091,30,0,15,13,1428,5,295,0,15,9,0,4,5,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,41,0,0
HR_01490,Hrvatska Dubica,1937,1034,29,0,12,26,500,6,84,0,7,4,5,2,2,0,252,0,0,29,0,0,0,1,8,3,34,2,5,3,3,54,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01503,Hrvatska Kostajnica,2507,1251,27,0,9,54,472,9,146,0,23,11,1,2,2,0,343,0,0,39,0,0,0,4,3,7,30,4,2,7,8,54,34,1,2,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_01511,Breznicki Hum,1112,590,9,0,3,14,215,2,30,0,8,5,0,1,0,0,221,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01520,Hum na Sutli,4187,2146,65,0,18,62,455,8,156,0,29,7,6,2,0,0,1171,5,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01538,Hvar,4184,2131,36,0,7,16,651,14,385,2,36,14,8,3,6,26,829,7,11,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HR_01546,Ilok,6021,3388,69,0,52,67,1565,132,386,0,30,37,8,8,0,0,607,0,0,115,1,0,0,0,3,0,23,2,3,1,0,32,19,3,3,52,71,0,0,0,0,0,1,0,0,0,0,2,0,0,0,40,98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1
HR_01554,Imotski,9663,5877,55,0,16,48,3886,39,940,5,8,64,5,6,195,12,464,0,17,98,0,1,0,0,1,0,11,0,0,0,0,12,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HR_01562,Ivanec,11383,6842,149,0,38,81,1282,18,484,0,136,26,21,17,0,0,3693,15,0,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HR_01589,Ivanic-Grad,12526,7534,130,0,37,334,2015,26,1119,0,155,76,44,11,10,0,2943,0,1,521,2,0,0,5,1,2,1,0,0,1,0,2,0,0,0,64,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,11,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0
HR_01597,Ivankovo,6525,3916,70,0,26,39,2223,16,460,0,12,55,10,9,0,0,629,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_01619,Ivanska,2338,1298,39,0,7,306,384,8,85,0,17,14,0,0,0,0,288,3,0,75,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01635,Jakovlje,3244,1847,34,0,7,118,441,3,243,0,45,12,11,7,3,3,750,0,0,126,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
HR_01643,Jaksic,3402,2018,26,0,23,27,914,20,224,0,16,10,4,10,0,0,480,0,0,89,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,19,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01651,Jalzabet,2674,1716,35,0,15,32,791,4,91,0,17,2,3,4,1,0,462,2,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01660,Jarmina,1993,1169,23,0,4,23,744,3,92,0,8,9,4,2,0,0,179,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_01678,Jasenice,1505,792,21,0,3,8,530,7,84,0,4,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,16,0,0
HR_01686,Jasenovac,1851,1061,31,0,12,55,596,12,90,0,14,5,2,5,4,0,177,0,0,37,0,0,0,2,0,0,3,0,0,0,0,4,4,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HR_01694,Jastrebarsko,13947,9184,178,0,59,397,3160,33,1137,0,127,82,19,8,9,27,3217,0,0,628,52,0,11,0,0,0,2,0,0,0,0,2,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
