gisco_id,name,registered,turnout,invalid,blank,Komitet Wyborczy Platforma Obywatelska Rzeczypospolitej Polskiej,Komitet Wyborczy Polska Partia Pracy,Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,Komitet Wyborczy Unii Polityki Realnej,Narodowy Komitet Wyborczy Wyborców,Komitet Wyborczy Inicjatywa dla Polski,Komitet Wyborczy Wyborców Socjaldemokracji Polskiej,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Liga Polskich Rodzin,"Komitet Wyborczy Wyborców - Ogólnopolski Komitet Obywatelski ""OKO""",Komitet Wyborczy Unii Wolności,Komitet Wyborczy Polskiego Stronnictwa Ludowego,Koalicyjny Komitet Wyborczy KPEiR-PLD,"Komitet Wyborczy Antyklerykalnej Partii Postępu ""Racja""",Komitet Wyborczy Polskiej Partii Narodowej,Komitet Wyborczy Wyborców Konfederacja Ruch Obrony Bezrobotnych,Komitet Wyborczy Wyborców Zieloni 2004,Komitet Wyborczy Narodowego Odrodzenia Polski,"Komitet Wyborczy Wyborców ""Razem dla Przyszłości""",Komitet Wyborczy Demokratycznej Partii Lewicy
PL_1002022,Bedlno,5148,874,26,0,21,11,263,22,8,0,3,18,24,50,3,5,404,9,0,1,6,0,0,0,0
PL_1002032,Dąbrowice,1729,262,15,0,8,2,101,9,2,1,0,13,12,45,3,0,49,0,0,0,2,0,0,0,0
PL_1002043,Krośniewice,7443,959,45,0,94,6,271,120,8,4,5,88,61,97,4,24,103,10,0,1,15,0,3,0,0
PL_1002052,Krzyżanów,3640,527,18,0,20,2,223,35,7,0,0,21,20,37,0,4,135,2,0,0,3,0,0,0,0
PL_1002062,Kutno,6490,949,38,0,89,3,242,22,21,8,4,63,54,209,2,12,154,7,0,0,18,0,3,0,0
PL_1002072,Łanięta,2098,265,19,0,13,4,90,35,1,2,1,2,3,37,0,4,40,6,0,1,5,0,2,0,0
PL_1002082,Nowe Ostrowy,3184,360,27,0,43,1,102,27,12,1,1,22,10,38,4,2,61,2,0,0,6,0,1,0,0
PL_1002092,Oporów,2275,291,9,0,13,1,176,3,1,1,1,14,4,14,1,0,49,0,0,1,2,0,1,0,0
PL_1002102,Strzelce,3342,483,20,0,54,2,140,28,0,1,4,22,17,66,0,12,114,1,0,0,1,0,1,0,0
PL_1002113,Żychlin,11165,1361,57,0,129,11,304,157,29,11,3,82,84,154,6,27,269,13,0,1,21,0,3,0,0
PL_1003012,Buczek,3832,471,21,0,58,5,147,31,3,3,2,8,26,90,0,3,61,9,0,0,4,0,0,0,0
PL_1003023,Łask,22857,3776,109,0,820,14,512,437,89,70,25,167,273,718,17,107,312,50,0,5,39,0,12,0,0
PL_1003032,Sędziejowice,5044,703,23,0,72,3,179,35,6,5,5,20,34,130,5,9,165,3,0,0,7,0,2,0,0
PL_1003042,Widawa,6476,839,31,0,72,5,291,47,14,4,0,24,46,132,5,12,135,7,0,0,12,0,2,0,0
PL_1003052,Wodzierady,2428,320,10,0,38,3,103,5,4,1,0,5,13,43,0,7,81,5,0,0,1,0,1,0,0
PL_1004011,Łęczyca,13258,2528,96,0,657,8,458,308,47,17,17,118,185,334,9,76,124,44,0,2,20,0,8,0,0
PL_1004022,Daszyna,3535,660,23,0,16,5,406,24,3,2,1,8,12,59,0,4,81,9,0,0,5,0,2,0,0
PL_1004032,Góra Świętej Małgorzaty,3694,589,13,0,33,6,332,12,1,3,1,18,15,69,1,6,68,6,0,0,4,0,1,0,0
PL_1004042,Grabów,5312,976,32,0,45,5,457,42,2,3,6,8,24,164,0,8,159,13,0,0,8,0,0,0,0
PL_1004052,Łęczyca,7092,1122,40,0,74,3,548,36,2,8,2,21,43,125,3,11,191,3,0,2,8,0,2,0,0
PL_1004062,Piątek,5234,621,24,0,47,7,236,34,9,0,2,4,36,127,4,6,76,5,0,2,2,0,0,0,0
PL_1004072,Świnice Warckie,3318,604,20,0,29,4,295,34,5,3,1,9,26,69,1,3,94,6,0,0,3,0,2,0,0
PL_1004082,Witonia,2908,469,16,0,18,1,220,35,3,0,1,13,9,55,1,2,78,10,0,0,6,0,1,0,0
PL_1005011,Łowicz,25475,4377,192,0,1145,12,361,428,83,69,19,186,449,667,21,148,436,66,0,6,64,0,25,0,0
PL_1005022,Bielawy,4914,806,56,0,34,3,242,67,8,5,1,13,19,84,8,8,234,7,0,2,14,0,1,0,0
PL_1005032,Chąśno,2491,505,22,0,35,1,223,7,2,0,0,2,4,69,1,2,136,1,0,0,0,0,0,0,0
PL_1005042,Domaniewice,3716,639,22,0,22,1,308,21,11,3,0,7,16,72,0,2,148,3,0,2,1,0,0,0,0
PL_1005052,Kiernozia,3056,487,27,0,31,1,231,22,8,4,1,5,25,29,1,0,92,4,0,1,5,0,0,0,0
PL_1005062,Kocierzew Południowy,3565,844,15,0,33,0,412,9,2,0,0,7,30,149,1,2,178,4,0,1,1,0,0,0,0
PL_1005072,Łowicz,5711,854,26,0,49,5,238,28,12,6,1,5,28,134,5,8,303,3,0,0,2,0,1,0,0
PL_1005082,Łyszkowice,5367,655,18,0,79,3,220,32,5,3,1,29,30,80,5,10,125,5,0,0,9,0,1,0,0
PL_1005092,Nieborów,7387,1031,35,0,125,3,210,52,36,8,2,30,82,184,5,9,223,11,0,3,12,0,1,0,0
PL_1005102,Zduny,5011,871,29,0,37,1,239,26,3,1,2,17,37,100,2,3,363,6,0,0,2,0,3,0,0
PL_1006022,Andrespol,8632,1808,34,0,401,7,167,165,57,18,18,50,180,480,9,67,100,29,0,6,15,0,5,0,0
PL_1006032,Brójce,3991,651,14,0,83,0,101,23,10,0,2,12,60,202,2,14,117,3,0,1,5,0,2,0,0
PL_1006073,Koluszki,18432,3479,84,0,620,6,406,362,101,20,12,113,343,781,12,93,339,116,0,12,50,0,9,0,0
PL_1006082,Nowosolna,2416,534,11,0,123,1,75,25,14,1,0,36,46,92,2,28,57,16,0,2,3,0,2,0,0
PL_1006102,Rzgów,6748,1363,31,0,277,5,181,73,26,12,13,23,120,348,5,25,197,9,0,6,10,0,2,0,0
PL_1006113,Tuszyn,9452,1571,55,0,310,5,289,141,38,15,12,31,162,287,1,47,119,26,0,5,18,0,10,0,0
PL_1007012,Białaczów,4804,734,26,0,49,7,126,24,6,3,0,11,45,151,2,7,251,18,0,1,7,0,0,0,0
PL_1007023,Drzewica,8878,1726,63,0,121,15,377,86,10,7,6,45,99,263,6,25,545,32,0,6,19,0,1,0,0
PL_1007032,Mniszków,3739,632,18,0,21,3,148,16,32,1,0,2,20,207,0,3,148,12,0,0,1,0,0,0,0
PL_1007043,Opoczno,27446,5026,137,0,701,18,753,459,86,29,15,128,465,1335,15,102,649,62,0,5,54,0,13,0,0
PL_1007052,Paradyż,3448,690,22,0,36,6,232,11,3,0,0,3,17,180,26,6,132,8,0,0,7,0,1,0,0
PL_1007062,Poświętne,2782,527,12,0,15,1,106,56,4,3,0,7,19,103,3,7,181,5,0,2,3,0,0,0,0
PL_1007072,Sławno,5801,1150,40,0,44,9,319,22,6,2,2,9,34,223,2,7,405,7,0,4,9,0,6,0,0
PL_1007082,Żarnów,5050,800,31,0,51,5,145,68,3,3,3,10,113,173,51,15,117,3,0,3,6,0,0,0,0
PL_1008011,Konstantynów Łódzki,14115,2679,84,0,764,12,348,225,70,48,16,83,260,464,6,92,128,41,0,2,27,0,9,0,0
PL_1008021,Pabianice,59694,11921,328,0,3283,44,920,1228,361,300,51,463,1269,2326,137,469,396,159,0,19,140,0,28,0,0
PL_1008032,Dłutów,3211,418,10,0,49,1,109,27,9,13,2,5,26,86,3,3,67,3,0,2,2,0,1,0,0
PL_1008042,Dobroń,5033,1081,26,0,184,5,122,42,19,7,3,23,81,280,9,30,217,10,0,4,16,0,3,0,0
PL_1008052,Ksawerów,5605,1075,26,0,285,4,117,51,30,22,4,16,127,243,24,29,70,13,0,0,12,0,2,0,0
PL_1008062,Lutomiersk,5389,881,33,0,85,8,255,47,16,5,4,19,77,167,1,18,123,12,0,1,9,0,1,0,0
PL_1008072,Pabianice,4206,911,26,0,169,3,168,44,16,8,2,8,86,229,2,10,123,6,0,0,11,0,0,0,0
PL_1009013,Działoszyn,10157,1246,48,0,170,6,261,104,24,1,5,50,124,196,74,15,128,24,0,0,12,0,4,0,0
PL_1009022,Kiełczygłów,3511,414,11,0,53,2,143,24,6,0,2,10,20,45,2,6,74,7,0,0,7,0,2,0,0
PL_1009032,Nowa Brzeźnica,3981,401,14,0,50,4,106,45,12,1,1,6,39,66,0,8,43,1,0,1,4,0,0,0,0
PL_1009043,Pajęczno,9456,1478,44,0,222,9,363,154,28,6,3,40,137,241,20,28,157,9,0,1,11,0,5,0,0
PL_1009052,Rząśnia,3723,487,26,0,18,3,192,47,10,1,3,9,43,53,1,8,58,6,0,2,4,0,3,0,0
PL_1009062,Siemkowice,3963,510,27,0,30,5,201,28,1,1,1,8,32,51,10,2,102,4,0,0,4,0,3,0,0
PL_1009072,Strzelce Wielkie,3917,539,19,0,42,6,225,35,7,0,1,11,28,56,0,5,90,6,0,0,7,0,1,0,0
PL_1009082,Sulmierzyce,3774,562,40,0,38,5,172,88,6,5,3,14,35,61,2,5,78,5,0,0,3,0,2,0,0
PL_1010012,Aleksandrów,3817,697,35,0,28,0,151,52,0,0,1,4,21,72,203,12,103,4,0,2,5,0,4,0,0
PL_1010022,Czarnocin,3172,513,5,0,44,0,157,25,12,0,1,8,24,58,1,1,165,9,0,0,2,0,1,0,0
PL_1010032,Gorzkowice,6755,846,37,0,119,5,248,87,7,13,5,18,56,84,4,6,146,6,0,1,3,0,1,0,0
PL_1010042,Grabica,4697,811,21,0,43,3,305,28,3,4,1,12,26,132,0,3,223,4,0,0,2,0,1,0,0
PL_1010052,Łęki Szlacheckie,3008,345,14,0,23,4,106,30,0,6,0,4,14,30,4,3,105,0,0,1,1,0,0,0,0
PL_1010062,Moszczenica,9841,1709,40,0,290,5,349,180,30,12,6,27,93,409,8,17,206,17,0,3,14,0,3,0,0
PL_1010072,Ręczno,3031,492,29,0,31,1,146,43,4,7,2,6,32,59,1,12,112,3,0,1,3,0,0,0,0
PL_1010082,Rozprza,9234,1155,63,0,131,4,350,91,13,10,8,20,56,143,10,15,212,16,0,1,9,0,3,0,0
PL_1010093,Sulejów,11756,2128,59,0,360,6,399,232,27,15,13,26,166,526,12,17,232,24,0,5,7,0,2,0,0
PL_1010102,Wola Krzysztoporska,8791,1309,51,0,133,5,395,88,23,14,6,12,109,267,6,9,174,8,0,1,6,0,2,0,0
PL_1010112,Wolbórz,6156,1270,50,0,160,7,268,65,20,4,3,27,56,195,7,21,348,18,0,2,16,0,3,0,0
PL_1011012,Dalików,2969,543,22,0,30,1,163,24,1,0,9,5,13,104,1,10,146,12,0,0,2,0,0,0,0
PL_1011022,Pęczniew,3030,566,22,0,39,3,194,64,5,3,1,13,18,49,1,8,130,14,0,0,1,0,1,0,0
PL_1011033,Poddębice,12813,1768,64,0,299,7,358,162,20,23,11,49,75,230,3,38,365,31,0,6,23,0,4,0,0
PL_1011043,Uniejów,6158,1060,45,0,146,7,371,66,9,10,3,26,48,183,6,12,98,16,0,1,12,0,1,0,0
PL_1011052,Wartkowice,5108,736,18,0,43,6,260,63,7,5,6,14,17,108,3,9,147,16,0,1,11,0,2,0,0
PL_1011062,Zadzim,4433,1212,38,0,33,4,250,39,5,2,15,4,9,64,1,6,736,4,0,1,0,0,1,0,0
PL_1012011,Radomsko,40115,6328,205,0,1307,24,557,481,125,33,20,1177,505,907,32,194,628,56,0,13,51,0,13,0,0
PL_1012022,Dobryszyce,3109,420,18,0,40,4,82,22,6,10,3,42,25,49,1,11,83,10,0,2,12,0,0,0,0
PL_1012032,Gidle,5401,656,35,0,73,3,155,44,9,1,3,43,52,88,13,7,112,8,0,1,9,0,0,0,0
PL_1012042,Gomunice,4681,754,23,0,100,5,129,39,13,11,2,51,59,113,1,10,150,16,0,0,12,0,20,0,0
PL_1012053,Kamieńsk,4666,634,44,0,62,2,86,45,4,3,3,17,50,140,1,11,152,5,0,0,8,0,1,0,0
PL_1012062,Kobiele Wielkie,3529,498,27,0,26,2,122,88,2,1,2,36,18,35,4,4,124,4,0,0,2,0,1,0,0
PL_1012072,Kodrąb,3790,508,26,0,17,5,110,43,7,0,1,50,29,84,4,3,116,9,0,2,2,0,0,0,0
PL_1012082,Lgota Wielka,3398,415,16,0,40,1,97,18,2,7,1,21,33,43,35,9,85,1,0,3,3,0,0,0,0
PL_1012092,Ładzice,3802,438,21,0,42,2,109,18,8,3,1,37,30,39,3,11,97,10,0,1,3,0,3,0,0
PL_1012102,Masłowice,3567,381,18,0,27,0,123,15,0,19,0,13,13,20,1,4,113,11,0,1,2,0,1,0,0
PL_1012113,Przedbórz,6197,739,33,0,119,5,102,54,12,5,0,44,70,120,11,5,131,17,0,0,10,0,1,0,0
PL_1012122,Radomsko,4358,561,17,0,38,1,116,39,6,2,5,66,36,79,0,4,137,7,0,0,7,0,1,0,0
PL_1012132,Wielgomłyny,3989,526,17,0,34,2,167,19,5,2,3,40,18,38,2,11,149,11,0,4,4,0,0,0,0
PL_1012142,Żytno,4802,490,21,0,50,6,146,31,14,0,0,19,20,84,3,3,82,4,0,0,2,0,5,0,0
PL_1013011,Rawa Mazowiecka,14506,2869,81,0,344,1,127,148,40,68,2,153,144,303,4,68,1354,9,0,5,16,0,2,0,0
PL_1013023,Biała Rawska,9294,1440,27,0,67,9,327,35,15,12,8,31,46,191,2,9,647,11,0,1,2,0,0,0,0
PL_1013032,Cielądz,3224,466,11,0,14,5,89,8,7,1,2,6,13,44,3,2,257,2,0,0,1,0,1,0,0
PL_1013042,Rawa Mazowiecka,6475,956,27,0,63,6,197,13,5,6,2,16,30,105,2,11,463,7,0,0,2,0,1,0,0
PL_1013052,Regnów,1431,518,4,0,3,0,67,1,0,3,0,0,2,8,0,0,426,4,0,0,0,0,0,0,0
PL_1013062,Sadkowice,4654,655,9,0,26,1,168,15,2,1,0,3,11,53,1,2,360,0,0,1,2,0,0,0,0
PL_1014011,Sieradz,36862,7515,304,0,1625,38,656,1043,159,56,57,367,739,1429,52,266,540,74,0,3,89,0,18,0,0
PL_1014023,Błaszki,11821,1843,55,0,128,8,469,93,13,5,11,32,112,524,7,23,318,13,0,6,21,0,5,0,0
PL_1014032,Brąszewice,3301,642,23,0,44,4,253,25,6,2,5,6,37,114,2,6,99,1,0,2,13,0,0,0,0
PL_1014042,Brzeźnio,4861,892,52,0,59,5,217,143,13,4,3,22,30,100,2,11,197,21,0,1,11,0,1,0,0
PL_1014052,Burzenin,4530,671,30,0,36,5,238,45,5,7,2,15,36,63,2,9,153,11,0,0,11,0,3,0,0
PL_1014062,Goszczanów,4490,615,27,0,22,3,302,27,2,0,3,13,21,76,1,4,106,3,0,1,4,0,0,0,0
PL_1014072,Klonowa,2366,585,32,0,23,2,224,26,4,1,1,2,5,103,2,7,147,3,0,0,3,0,0,0,0
PL_1014082,Sieradz,7384,1193,58,0,79,8,330,49,6,5,2,22,89,329,13,26,156,10,0,4,5,0,2,0,0
PL_1014093,Warta,10718,1692,75,0,164,7,529,116,14,19,2,38,82,358,8,33,208,15,0,1,16,0,7,0,0
PL_1014102,Wróblew,4919,683,30,0,53,3,233,32,9,1,2,14,31,102,3,5,153,5,0,0,6,0,1,0,0
PL_1014113,Złoczew,5765,1073,59,0,92,5,299,93,9,2,0,14,62,236,2,6,157,21,0,0,13,0,3,0,0
PL_1015012,Bolimów,3174,418,30,0,30,4,112,9,7,1,2,7,27,32,5,7,138,3,0,3,1,0,0,0,0
PL_1015022,Głuchów,4813,1599,60,0,52,7,402,19,7,1,1,16,56,243,2,4,712,3,0,8,4,0,2,0,0
PL_1015032,Godzianów,2110,494,14,0,23,3,151,16,2,1,1,4,8,83,1,1,173,9,0,0,3,0,1,0,0
PL_1015042,Kowiesy,2443,364,6,0,18,1,97,6,3,1,2,4,20,46,1,5,148,6,0,0,0,0,0,0,0
PL_1015052,Lipce Reymontowskie,2650,441,18,0,39,0,110,9,1,0,1,7,17,55,1,4,146,13,0,0,2,0,18,0,0
PL_1015062,Maków,4659,745,28,0,55,3,191,21,6,4,2,9,33,123,3,7,240,6,0,4,9,0,1,0,0
PL_1015072,Nowy Kawęczyn,2631,436,38,0,21,0,133,12,1,2,1,6,17,32,0,3,166,1,0,0,3,0,0,0,0
PL_1015082,Skierniewice,5260,789,29,0,58,4,194,17,23,10,4,19,66,122,2,6,219,8,0,2,2,0,4,0,0
PL_1015092,Słupia,2067,368,17,0,11,0,125,7,2,0,0,3,9,28,2,2,156,1,0,1,3,0,1,0,0
PL_1016011,Tomaszów Mazowiecki,54919,10425,391,0,2921,55,843,1225,230,54,38,361,804,1953,50,291,744,219,0,73,153,0,20,0,0
PL_1016022,Będków,2796,490,16,0,46,1,159,17,1,6,0,5,11,69,1,7,141,5,0,0,4,0,1,0,0
PL_1016032,Budziszewice,1805,344,8,0,18,1,84,28,4,2,2,10,36,59,1,6,56,18,0,3,4,0,4,0,0
PL_1016042,Czerniewice,4122,764,26,0,116,3,152,22,0,3,1,17,16,59,1,5,335,5,0,1,1,0,1,0,0
PL_1016052,Inowłódz,3179,561,22,0,66,5,94,23,6,1,4,16,20,146,3,9,129,11,0,3,3,0,0,0,0
PL_1016062,Lubochnia,5788,916,26,0,105,3,151,37,16,10,2,22,38,182,9,17,248,9,0,34,3,0,4,0,0
PL_1016072,Rokiciny,4749,964,26,0,98,2,191,38,14,13,1,15,65,260,2,8,213,12,0,0,5,0,1,0,0
PL_1016082,Rzeczyca,3987,635,21,0,46,2,189,26,6,1,0,8,29,98,1,4,192,5,0,0,5,0,2,0,0
PL_1016092,Tomaszów Mazowiecki,7554,1231,53,0,188,9,258,44,17,7,2,13,55,248,3,13,269,14,0,19,17,0,2,0,0
PL_1016102,Ujazd,6361,1063,47,0,181,4,168,69,27,9,6,21,69,189,3,32,188,27,0,9,10,0,4,0,0
PL_1016112,Żelechlinek,2749,553,16,0,10,4,116,13,1,1,0,2,9,32,1,4,303,34,0,0,4,0,3,0,0
PL_1017012,Biała,4280,765,38,0,56,1,233,24,7,5,2,8,25,99,0,0,248,9,0,2,7,0,1,0,0
PL_1017022,Czarnożyły,3527,652,23,0,59,4,180,34,8,5,3,12,18,142,3,5,142,6,0,0,5,0,3,0,0
PL_1017032,Konopnica,3295,503,25,0,73,2,132,31,7,2,3,12,39,60,4,8,96,6,0,0,1,0,2,0,0
PL_1017042,Mokrsko,4253,884,52,0,87,2,267,40,7,10,7,34,36,125,2,8,189,8,0,0,8,0,2,0,0
PL_1017052,Osjaków,3662,539,26,0,72,1,171,21,8,4,1,8,35,73,5,5,90,8,0,1,7,0,3,0,0
PL_1017062,Ostrówek,3645,596,34,0,74,10,167,36,9,3,2,11,24,78,3,8,123,3,0,3,5,0,3,0,0
PL_1017072,Pątnów,4951,853,27,0,82,4,354,22,11,2,8,7,44,80,2,9,166,17,0,3,11,0,4,0,0
PL_1017082,Skomlin,2756,582,32,0,54,2,149,26,8,3,1,9,27,81,0,12,165,4,0,1,7,0,1,0,0
PL_1017093,Wieluń,26898,5193,171,0,1471,24,590,471,118,33,31,234,464,828,12,148,488,48,0,6,47,0,9,0,0
PL_1017102,Wierzchlas,5139,742,33,0,94,4,179,59,8,1,3,19,32,83,1,7,188,18,0,1,12,0,0,0,0
PL_1018012,Bolesławiec,3242,582,32,0,54,1,128,24,2,5,0,13,83,76,2,3,146,1,0,1,8,0,3,0,0
PL_1018022,Czastary,3141,551,20,0,50,1,161,12,4,0,1,14,16,130,2,1,135,1,0,1,2,0,0,0,0
PL_1018032,Galewice,4751,780,28,0,74,6,273,44,14,7,5,19,56,141,0,8,84,8,0,0,12,0,1,0,0
PL_1018042,Lututów,3802,787,52,0,57,1,212,113,4,3,3,18,50,101,3,9,140,9,0,1,9,0,2,0,0
PL_1018052,Łubnice,3205,532,15,0,17,2,194,35,5,2,1,5,21,66,6,4,151,1,0,0,6,0,1,0,0
PL_1018062,Sokolniki,3824,612,18,0,69,1,143,41,8,8,4,5,27,126,4,16,124,11,0,2,4,0,1,0,0
PL_1018073,Wieruszów,11318,2336,92,0,459,14,349,214,60,14,12,84,277,382,9,67,253,22,0,2,22,0,4,0,0
PL_1019011,Zduńska Wola,35808,6619,191,0,1551,33,570,698,161,44,120,422,680,1403,14,230,312,83,0,11,79,0,17,0,0
PL_1019023,Szadek,5819,853,52,0,86,4,265,44,5,1,12,20,27,160,0,23,137,9,0,0,8,0,0,0,0
PL_1019032,Zapolice,3616,395,15,0,35,1,88,34,6,3,3,15,20,66,1,10,85,6,0,0,7,0,0,0,0
PL_1019042,Zduńska Wola,8322,1177,38,0,128,8,267,47,8,2,9,27,100,369,1,11,133,11,0,2,14,0,2,0,0
PL_1020011,Głowno,12157,1834,38,0,466,7,244,234,49,11,14,64,201,245,6,76,133,12,0,3,25,0,6,0,0
PL_1020021,Ozorków,16966,2721,71,0,614,9,271,541,46,18,11,84,308,489,13,59,85,43,0,4,29,0,26,0,0
PL_1020031,Zgierz,47616,9854,261,0,2623,28,813,857,211,59,64,678,1377,1747,35,390,364,187,0,11,114,0,35,0,0
PL_1020043,Aleksandrów Łódzki,20612,3370,90,0,882,21,399,278,74,27,23,112,406,619,16,118,204,46,0,7,40,0,8,0,0
PL_1020052,Głowno,3935,731,9,0,32,2,447,18,0,0,2,9,10,60,0,7,122,4,0,1,5,0,3,0,0
PL_1020062,Ozorków,5032,969,36,0,111,5,361,69,5,7,7,13,53,144,1,16,113,13,0,3,7,0,5,0,0
PL_1020072,Parzęczew,4187,592,22,0,68,6,127,63,10,5,5,41,34,93,4,13,72,18,0,1,5,0,5,0,0
PL_1020083,Stryków,9546,1400,52,0,247,3,270,147,27,13,6,50,123,194,5,50,178,17,0,3,10,0,5,0,0
PL_1020092,Zgierz,8366,1576,32,0,260,5,320,96,33,16,3,66,147,385,2,40,135,17,0,2,16,0,1,0,0
PL_1021011,Brzezińy,10035,1755,55,0,341,5,165,133,39,7,6,40,136,423,53,26,234,62,0,3,21,0,6,0,0
PL_1021022,Brzezińy,4004,671,11,0,43,3,192,32,4,7,0,9,24,115,2,4,209,14,0,0,2,0,0,0,0
PL_1021032,Dmosin,3807,706,16,0,35,5,251,29,4,3,4,11,18,69,5,3,225,19,0,0,6,0,3,0,0
PL_1021042,Jeżów,2852,777,34,0,47,5,121,15,6,0,2,11,21,198,0,6,288,15,0,3,4,0,1,0,0
PL_1021052,Rogów,3720,725,23,0,78,0,112,34,11,1,4,19,39,98,7,11,92,189,0,1,2,0,4,0,0
PL_1061011,M. Łódź,632109,155510,3412,0,48809,574,8211,17866,4684,2675,1144,7788,17011,23081,688,9144,4868,3196,0,245,1686,0,428,0,0
PL_1062011,M. Piotrków Trybunalski,64275,12810,354,0,3136,45,1104,2138,340,163,63,442,1195,2453,57,387,607,138,0,34,138,0,16,0,0
PL_1063011,M. Skierniewice,38457,7657,219,0,1801,24,488,602,273,31,30,587,687,1318,101,286,965,83,0,84,57,0,21,0,0
PL_1201011,Bochnia,23210,6270,88,0,1287,28,314,673,369,48,29,148,1233,1341,16,502,158,36,0,0,0,0,0,0,0
PL_1201022,Bochnia,13550,2157,62,0,364,7,291,126,91,29,16,37,329,500,2,93,194,16,0,0,0,0,0,0,0
PL_1201032,Drwinia,4762,681,22,0,55,2,165,15,16,15,2,11,77,205,1,14,78,3,0,0,0,0,0,0,0
PL_1201042,Lipnica Murowana,3929,750,24,0,59,6,148,36,7,5,4,21,105,221,1,10,98,5,0,0,0,0,0,0,0
PL_1201052,Łapanów,5289,944,29,0,98,10,164,24,12,24,5,27,80,237,0,36,187,11,0,0,0,0,0,0,0
PL_1201063,Nowy Wiśnicz,9495,2032,88,0,369,10,331,59,31,38,14,64,274,554,6,47,130,17,0,0,0,0,0,0,0
PL_1201072,Rzezawa,7595,1665,39,0,247,6,143,63,55,24,16,15,299,607,6,39,100,6,0,0,0,0,0,0,0
PL_1201082,Trzciana,3641,767,16,0,74,3,160,26,11,18,6,11,85,222,2,17,114,2,0,0,0,0,0,0,0
PL_1201092,Żegocina,3585,861,21,0,100,3,106,13,20,10,0,15,80,337,4,25,123,4,0,0,0,0,0,0,0
PL_1202012,Borzęcin,6213,1167,51,0,141,2,150,32,6,35,11,25,158,388,2,16,144,6,0,0,0,0,0,0,0
PL_1202023,Brzesko,27125,6608,161,0,1226,24,411,226,75,632,44,116,1310,1644,19,367,338,15,0,0,0,0,0,0,0
PL_1202032,Czchów,6651,1624,73,0,169,6,205,49,24,83,10,30,215,549,11,42,155,3,0,0,0,0,0,0,0
PL_1202042,Dębno,10105,2146,80,0,315,19,225,71,33,53,16,40,329,583,10,87,276,9,0,0,0,0,0,0,0
PL_1202052,Gnojnik,5206,945,27,0,98,5,161,52,12,50,7,3,110,288,2,30,94,6,0,0,0,0,0,0,0
PL_1202062,Iwkowa,4321,957,28,0,84,4,114,14,4,27,3,15,112,398,2,23,124,5,0,0,0,0,0,0,0
PL_1202072,Szczurowa,7623,1490,67,0,146,9,269,53,9,29,9,31,128,351,3,46,325,15,0,0,0,0,0,0,0
PL_1203013,Alwernia,9812,1472,53,0,336,3,144,92,21,45,11,55,141,241,8,95,218,9,0,0,0,0,0,0,0
PL_1203022,Babice,6759,1232,61,0,295,7,189,94,14,16,11,60,104,188,3,54,122,14,0,0,0,0,0,0,0
PL_1203033,Chrzanów,40804,8295,247,0,2039,40,600,886,108,111,75,502,1351,1283,30,784,149,90,0,0,0,0,0,0,0
PL_1203043,Libiąż,18104,2946,139,0,846,26,294,250,34,23,34,142,354,495,25,192,60,32,0,0,0,0,0,0,0
PL_1203053,Trzebinia,27941,5692,239,0,1786,34,542,525,77,34,55,186,657,873,26,358,147,153,0,0,0,0,0,0,0
PL_1204012,Bolesław,2278,481,17,0,27,4,105,17,2,0,2,6,36,115,0,1,146,3,0,0,0,0,0,0,0
PL_1204023,Dąbrowa Tarnowska,15597,3011,97,0,393,12,303,140,36,18,9,71,512,979,20,84,329,8,0,0,0,0,0,0,0
PL_1204032,Gręboszów,2864,592,18,0,27,0,141,14,2,3,1,3,37,141,1,2,200,2,0,0,0,0,0,0,0
PL_1204042,Mędrzechów,2757,591,17,0,40,2,89,17,2,2,6,11,45,213,13,17,113,4,0,0,0,0,0,0,0
PL_1204052,Olesno,5764,1110,34,0,79,3,208,21,4,2,6,19,119,481,16,18,99,1,0,0,0,0,0,0,0
PL_1204062,Radgoszcz,5310,1170,27,0,37,4,138,10,4,4,2,10,63,765,2,6,95,3,0,0,0,0,0,0,0
PL_1204072,Szczucin,10216,1868,87,0,249,11,314,99,10,11,11,26,167,548,40,31,260,4,0,0,0,0,0,0,0
PL_1205011,Gorlice,24204,5482,146,0,1087,16,330,526,110,37,29,202,1238,1085,23,388,155,110,0,0,0,0,0,0,0
PL_1205023,Biecz,13172,2247,83,0,262,17,387,111,34,26,17,54,329,649,6,63,201,8,0,0,0,0,0,0,0
PL_1205032,Bobowa,6567,1594,45,0,435,7,209,30,6,37,14,22,88,538,2,22,129,10,0,0,0,0,0,0,0
PL_1205042,Gorlice,12223,2591,104,0,331,22,464,119,27,45,30,55,418,656,6,83,202,29,0,0,0,0,0,0,0
PL_1205052,Lipinki,5199,964,52,0,102,7,193,77,27,13,11,14,114,248,6,14,76,10,0,0,0,0,0,0,0
PL_1205062,Łużna,6068,1294,70,0,129,10,181,40,13,142,25,24,134,363,3,18,133,9,0,0,0,0,0,0,0
PL_1205072,Moszczenica,3559,454,13,0,47,0,67,16,4,24,4,8,78,136,0,7,49,1,0,0,0,0,0,0,0
PL_1205082,Ropa,3597,1055,38,0,93,5,215,18,6,119,14,17,108,330,2,26,61,3,0,0,0,0,0,0,0
