gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Unia Polityki Realnej,2 - Komitet Wyborczy Polskie Stronnictwo Ludowe,3 - Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,4 - Komitet Wyborczy Polska Partia Pracy,5 - Komitet Wyborczy Libertas,6 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,7 - Koalicyjny Komitet Wyborczy Porozumienie dla Przyszłoci - CentroLewica (PD+SDPL+Zieloni 2004),8 - Komitet Wyborczy Prawica Rzeczypospolitej,9 - Komitet Wyborczy Platforma Obywatelska RP,10 - Komitet Wyborczy Prawo i Sprawiedliwoć,11 - Komitet Wyborczy Polska Partia Socjalistyczna,12 - Koalicyjny Komitet Wyborczy Naprzód Polsko - Piast
PL_1428022,Brochów,3434,411,5,0,3,89,12,5,10,18,7,6,116,140,0,0
PL_1428032,Iłów,4980,630,11,0,3,223,17,3,10,37,10,19,63,234,0,0
PL_1428042,Młodzieszyn,4389,534,11,0,5,173,20,2,2,24,6,10,97,184,0,0
PL_1428052,Nowa Sucha,4873,689,8,0,3,207,14,1,15,25,9,21,178,208,0,0
PL_1428062,Rybno,2734,417,3,0,1,199,27,1,2,13,5,1,46,119,0,0
PL_1428072,Sochaczew,7192,1099,26,0,6,418,4,3,14,53,16,11,241,307,0,0
PL_1428082,Teresin,8691,1778,35,0,23,238,22,6,26,89,33,68,558,680,0,0
PL_1429011,Sokołów Podlaski,15291,4234,133,0,67,578,42,35,91,257,135,99,1332,1465,0,0
PL_1429022,Bielany,111737,47980,391,0,607,866,132,213,357,4503,1727,1965,25099,12120,0,0
PL_1429032,Ceranów,2087,389,6,0,4,163,7,1,4,5,2,5,30,162,0,0
PL_1429042,Jabłonna Lacka,4109,861,16,0,2,247,30,1,11,28,13,34,91,388,0,0
PL_1429053,Kosów Lacki,5541,977,20,0,16,244,27,3,6,24,17,12,134,474,0,0
PL_1429062,Repki,4681,1144,21,0,3,569,28,10,11,19,9,19,74,381,0,0
PL_1429072,Sabnie,3318,837,22,0,4,315,35,2,13,16,7,7,70,346,0,0
PL_1429082,Sokołów Podlaski,4972,843,15,0,6,208,42,8,21,36,6,7,99,395,0,0
PL_1429092,Sterdyń,3831,676,5,0,3,277,16,7,10,28,8,13,76,233,0,0
PL_1430012,Chlewiska,5182,595,22,0,12,103,20,3,17,33,17,17,115,236,0,0
PL_1430022,Jastrząb,3996,572,17,0,6,65,7,7,25,20,10,18,163,234,0,0
PL_1430032,Mirów,2951,314,12,0,3,62,12,0,21,17,4,2,33,148,0,0
PL_1430042,Orońsko,4513,666,28,0,6,144,16,10,14,53,9,13,124,249,0,0
PL_1430053,Szydłowiec,15813,2708,57,0,16,242,47,25,106,237,53,88,735,1102,0,0
PL_1432013,Błonie,16151,4398,43,0,54,319,41,27,47,383,155,197,1994,1138,0,0
PL_1432022,Izabelin,7413,2864,26,0,38,81,9,7,24,122,78,171,1507,801,0,0
PL_1432032,Kampinos,3144,599,8,0,9,84,13,6,9,35,21,15,203,196,0,0
PL_1432042,Leszno,7159,1701,15,0,15,134,15,3,20,138,52,64,810,435,0,0
PL_1432053,Łomianki,16991,6939,50,0,105,147,20,20,50,377,209,349,3935,1677,0,0
PL_1432063,Ożarów Mazowiecki,16213,4455,48,0,60,244,27,23,47,351,107,195,1983,1370,0,0
PL_1432072,Stare Babice,12119,4020,27,0,61,147,35,17,27,246,104,191,2218,947,0,0
PL_1433011,Węgrów,10385,2379,41,0,26,296,39,21,66,189,74,47,874,706,0,0
PL_1433022,Grębków,3701,459,7,0,3,130,15,1,12,22,1,6,42,220,0,0
PL_1433032,Korytnica,5357,860,38,0,7,232,54,9,9,14,12,17,89,379,0,0
PL_1433042,Liw,6105,1042,24,0,6,267,35,9,24,43,20,13,216,385,0,0
PL_1433053,Łochów,14078,2396,36,0,21,450,38,35,25,97,43,76,536,1039,0,0
PL_1433062,Miedzna,3530,810,16,0,3,295,34,8,50,15,9,9,74,297,0,0
PL_1433072,Sadowne,5008,757,20,0,5,220,21,0,2,22,11,21,132,303,0,0
PL_1433082,Stoczek,4229,723,12,0,6,170,27,8,17,18,10,11,117,327,0,0
PL_1433092,Wierzbno,2532,412,7,0,2,135,38,0,15,19,2,6,40,148,0,0
PL_1434011,Kobyłka,14494,4661,36,0,61,164,31,19,40,320,103,231,1895,1761,0,0
PL_1434021,Marki,18443,5129,55,0,67,108,13,24,32,336,122,270,2261,1841,0,0
PL_1434031,Ząbki,18931,6110,70,0,73,193,27,28,58,402,138,388,2818,1915,0,0
PL_1434041,Zielonka,13282,5119,60,0,80,152,16,13,66,428,139,268,2156,1741,0,0
PL_1434052,Dąbrówka,5423,1114,12,0,9,174,30,3,14,43,9,37,180,603,0,0
PL_1434062,Jadów,6162,830,27,0,6,120,20,5,7,74,23,50,235,263,0,0
PL_1434072,Klembów,6860,1411,26,0,17,201,17,5,8,69,14,77,454,523,0,0
PL_1434082,Poświętne,4604,708,19,0,11,119,24,4,14,38,4,51,119,305,0,0
PL_1434093,Radzymin,15852,3862,61,0,46,385,23,29,34,227,63,177,1263,1554,0,0
PL_1434102,Strachówka,2416,352,11,0,3,109,18,6,4,24,2,9,55,111,0,0
PL_1434113,Tłuszcz,14585,2662,54,0,22,309,37,29,35,186,52,142,883,913,0,0
PL_1434123,Wołomin,39366,11441,120,0,126,556,63,52,118,821,284,697,4587,4017,0,0
PL_1435012,Brańszczyk,6691,1161,23,0,7,431,25,11,10,40,13,32,138,431,0,0
PL_1435022,Długosiodło,6100,975,21,0,9,467,24,6,9,25,11,16,149,238,0,0
PL_1435032,Rząśnik,5227,1061,35,0,4,393,37,12,8,15,9,29,119,400,0,0
PL_1435042,Somianka,4436,1192,40,0,6,716,27,3,12,22,15,10,156,185,0,0
PL_1435053,Wyszków,30048,6652,107,0,55,1299,34,42,56,250,97,100,2770,1842,0,0
PL_1435062,Zabrodzie,4413,858,26,0,6,307,21,5,3,15,7,15,164,289,0,0
PL_1436012,Kazanów,3673,764,29,0,6,95,24,3,28,177,3,34,79,286,0,0
PL_1436022,Policzna,4782,539,15,0,13,104,38,3,9,36,9,4,121,187,0,0
PL_1436032,Przyłęk,5148,548,13,0,3,133,53,5,20,38,4,22,89,168,0,0
PL_1436042,Tczów,3760,564,10,0,4,248,27,4,36,32,2,10,39,152,0,0
PL_1436053,Zwoleń,12458,2310,48,0,42,382,87,13,83,264,44,73,439,835,0,0
PL_1437013,Bieżuń,4286,626,10,0,3,154,18,0,1,105,11,5,81,238,0,0
PL_1437022,Kuczbork-Osada,4052,488,20,0,3,169,18,2,2,81,12,6,66,109,0,0
PL_1437032,Lubowidz,5870,842,17,0,4,110,26,6,11,241,7,12,145,263,0,0
PL_1437042,Lutocin,3719,419,8,0,1,153,24,3,3,45,3,7,46,126,0,0
PL_1437052,Siemiątkowo,2944,330,11,0,1,111,17,2,14,44,4,3,31,92,0,0
PL_1437063,Żuromin,11782,1705,26,0,9,285,20,7,17,396,27,20,480,418,0,0
PL_1438011,Żyrardów,32736,8098,152,0,63,451,79,75,186,627,342,134,4021,1968,0,0
PL_1438023,Mszczonów,8986,1517,43,0,16,204,39,4,37,67,15,54,504,534,0,0
PL_1438032,Puszcza Mariańska,6539,1137,34,0,13,181,19,8,18,70,38,9,415,332,0,0
PL_1438042,Radziejowice,3867,832,18,0,6,179,14,6,4,28,17,26,310,224,0,0
PL_1438052,Wiskitki,7513,1169,26,0,13,181,30,7,23,69,20,31,315,454,0,0
PL_1461011,M. Ostrołęka,43376,10518,180,0,104,1331,56,81,187,871,266,211,3513,3718,0,0
PL_1462011,M. Płock,101934,24512,363,0,205,2095,138,162,363,2653,621,305,11410,6197,0,0
PL_1463011,M. Radom,179787,48962,633,0,558,1725,245,289,1547,6126,1019,2428,16725,17667,0,0
PL_1464011,M. Siedlce,60884,15658,201,0,164,1265,94,110,302,1578,452,535,6185,4772,0,0
PL_1601011,Brzeg,30929,7933,119,0,90,207,79,72,59,917,111,81,4123,2075,0,0
PL_1601022,Skarbimierz,5468,1107,34,0,12,155,61,9,14,61,20,8,402,331,0,0
PL_1601033,Grodków,15854,2599,58,0,41,177,197,31,26,290,40,51,1047,641,0,0
PL_1601043,Lewin Brzeski,10578,1866,37,0,15,172,50,28,53,156,35,24,850,446,0,0
PL_1601052,Lubsza,7156,1308,30,0,15,128,55,17,21,68,20,14,574,366,0,0
PL_1601062,Olszanka,3933,720,24,0,3,112,52,3,15,48,10,16,208,229,0,0
PL_1602013,Baborów,5273,582,23,0,8,59,33,4,8,46,5,7,261,128,0,0
PL_1602022,Branice,6043,931,23,0,26,131,65,12,16,75,16,27,350,190,0,0
PL_1602033,Głubczyce,19359,3624,76,0,34,265,120,46,94,353,44,89,1532,971,0,0
PL_1602043,Kietrz,9305,1671,64,0,18,136,59,20,35,127,15,64,696,437,0,0
PL_1603011,Kędzierzyn-Koźle,52037,12688,227,0,165,430,112,110,130,2132,179,207,6842,2154,0,0
PL_1603022,Bierawa,6268,955,26,0,20,176,16,9,20,45,5,15,500,123,0,0
PL_1603032,Cisek,4948,562,16,0,6,183,6,4,1,50,12,12,224,48,0,0
PL_1603042,Pawłowiczki,6757,840,44,0,11,211,37,6,8,57,13,14,303,136,0,0
PL_1603052,Polska Cerekiew,3801,570,28,0,7,167,27,9,3,50,4,4,237,34,0,0
PL_1603062,Reńska Wieś,6775,889,19,0,10,207,18,6,15,66,2,16,400,130,0,0
PL_1604013,Byczyna,7687,1194,24,0,8,358,32,9,17,79,23,47,334,263,0,0
PL_1604023,Kluczbork,30853,6507,132,0,71,1406,87,33,48,471,99,69,2678,1413,0,0
PL_1604032,Lasowice Wielkie,5873,716,19,0,9,324,28,7,9,23,9,9,205,74,0,0
PL_1604043,Wołczyn,11242,2000,47,0,18,455,79,18,19,131,35,36,668,494,0,0
PL_1605013,Gogolin,10310,1492,38,0,26,367,19,14,17,82,23,27,734,145,0,0
PL_1605023,Krapkowice,19525,3481,82,0,49,511,48,38,35,288,65,38,1888,439,0,0
PL_1605032,Strzeleczki,6199,706,28,0,7,322,15,4,11,26,8,6,241,38,0,0
PL_1605042,Walce,4708,535,18,0,3,209,10,6,4,15,6,7,204,53,0,0
PL_1605053,Zdzieszowice,13359,1996,61,0,22,210,36,27,23,224,32,32,1049,280,0,0
PL_1606012,Domaszowice,3033,813,36,0,12,180,38,18,10,146,11,7,181,174,0,0
PL_1606023,Namysłów,20953,4847,124,0,52,848,112,50,34,466,53,64,1893,1151,0,0
PL_1606032,Pokój,4321,716,17,0,17,125,32,17,12,72,12,14,304,94,0,0
PL_1606042,Świerczów,2933,591,9,0,10,106,26,6,4,107,14,15,193,101,0,0
PL_1606052,Wilków,3629,652,23,0,8,154,68,12,12,72,7,2,178,116,0,0
PL_1607013,Głuchołazy,21455,3904,79,0,24,232,109,42,52,513,65,80,1691,1017,0,0
PL_1607022,Kamiennik,2944,549,21,0,5,100,36,10,22,55,2,21,125,152,0,0
PL_1607033,Korfantów,7910,977,44,0,14,139,60,19,10,55,9,23,367,237,0,0
PL_1607042,Łambinowice,6177,902,32,0,12,91,39,20,16,79,14,27,325,247,0,0
PL_1607053,Nysa,49154,10917,168,0,115,401,173,87,115,1094,174,453,4676,3461,0,0
PL_1607063,Otmuchów,11601,2227,90,0,25,183,188,29,39,223,24,56,654,716,0,0
PL_1607073,Paczków,10972,2268,61,0,18,591,60,22,21,153,37,38,681,586,0,0
PL_1607082,Pakosławice,3050,521,13,0,7,49,27,12,11,42,5,11,137,207,0,0
PL_1607092,Skoroszyce,5104,567,25,0,4,55,21,13,12,53,20,13,197,154,0,0
PL_1608013,Dobrodzień,8236,963,33,0,8,184,28,10,21,45,16,23,458,137,0,0
PL_1608023,Gorzów Śląski,6111,763,14,0,13,271,24,14,10,70,14,8,213,112,0,0
PL_1608033,Olesno,15006,2524,77,0,27,449,26,23,31,224,43,42,1256,326,0,0
PL_1608043,Praszka,11723,2307,73,0,24,381,52,36,14,370,34,26,868,429,0,0
PL_1608052,Radłów,3605,334,8,0,5,148,10,8,0,19,3,8,102,23,0,0
PL_1608062,Rudniki,6805,1015,42,0,19,198,43,17,10,94,15,7,371,199,0,0
PL_1608072,Zębowice,3124,454,19,0,8,180,10,17,4,17,2,12,139,46,0,0
PL_1609012,Chrząstowice,5355,868,33,0,7,190,11,3,9,43,10,12,460,90,0,0
PL_1609022,Dąbrowa,7516,1425,43,0,19,230,24,15,7,85,16,33,722,231,0,0
PL_1609032,Dobrzeń Wielki,11521,1966,45,0,31,310,23,16,22,94,34,43,1085,263,0,0
PL_1609042,Komprachcice,8887,1575,46,0,15,310,15,8,3,106,19,18,851,184,0,0
PL_1609052,Łubniany,7591,1143,23,0,18,244,15,8,7,90,11,19,610,98,0,0
PL_1609062,Murów,4660,674,14,0,12,170,17,7,6,54,17,9,309,59,0,0
PL_1609073,Niemodlin,10837,1792,44,0,29,142,58,20,34,154,21,26,872,392,0,0
PL_1609083,Ozimek,17102,2529,58,0,31,368,28,22,27,219,35,30,1414,297,0,0
PL_1609092,Popielów,6881,925,34,0,9,227,11,3,13,44,5,30,405,144,0,0
PL_1609103,Prószków,7861,1354,37,0,14,390,22,12,15,73,18,17,637,119,0,0
PL_1609112,Tarnów Opolski,7781,1157,18,0,11,275,21,7,11,50,19,21,597,127,0,0
PL_1609122,Tułowice,4353,853,15,0,8,64,25,8,14,87,12,14,457,149,0,0
PL_1609132,Turawa,7801,1218,19,0,16,275,20,15,11,83,24,22,610,123,0,0
PL_1610013,Biała,9106,1288,57,0,14,486,43,16,18,44,13,10,477,110,0,0
PL_1610023,Głogówek,11224,1533,46,0,20,346,55,12,22,125,17,25,592,273,0,0
PL_1610032,Lubrza,3577,631,23,0,12,112,36,3,4,34,8,14,255,130,0,0
PL_1610043,Prudnik,23283,4806,114,0,73,228,141,72,37,529,65,81,2199,1267,0,0
PL_1611012,Izbicko,4358,700,27,0,4,252,17,3,5,29,3,4,298,58,0,0
PL_1611022,Jemielnica,5924,746,32,0,2,245,16,9,6,38,8,4,298,88,0,0
PL_1611033,Kolonowskie,5161,749,18,0,11,209,21,3,6,38,4,18,315,106,0,0
PL_1611043,Leśnica,6662,953,25,0,12,177,20,12,9,59,12,27,433,167,0,0
PL_1611053,Strzelce Opolskie,27691,4879,152,0,60,432,73,53,44,464,73,85,2775,668,0,0
PL_1611063,Ujazd,5037,796,36,0,9,228,23,15,9,36,5,15,339,81,0,0
PL_1611073,Zawadzkie,10216,1402,28,0,28,166,13,11,14,112,9,38,700,283,0,0
PL_1661011,M. Opole,98399,31044,384,0,404,1130,199,190,232,3857,575,323,18873,4877,0,0
PL_1801032,Czarna,1892,346,7,0,4,52,7,2,3,23,3,8,116,121,0,0
PL_1801052,Lutowiska,1760,409,10,0,5,22,2,9,8,65,5,7,189,87,0,0
PL_1801083,Ustrzyki Dolne,14408,2503,51,0,25,171,52,18,19,413,27,53,1011,663,0,0
PL_1802013,Brzozów,20933,3298,64,0,34,221,73,19,27,177,36,51,998,1598,0,0
PL_1802022,Domaradz,4750,568,20,0,3,88,10,3,6,39,2,10,76,311,0,0
PL_1802032,Dydnia,6462,973,35,0,14,104,76,3,9,43,14,11,236,428,0,0
PL_1802042,Haczów,7321,1101,19,0,13,87,35,3,20,45,11,14,268,586,0,0
PL_1802052,Jasienica Rosielna,5684,1172,16,0,6,33,15,5,12,21,5,23,131,905,0,0
PL_1802062,Nozdrzec,6858,1502,50,0,7,196,44,13,9,73,4,24,598,484,0,0
PL_1803011,Dębica,38811,10342,265,0,99,341,90,51,115,1258,165,328,3446,4184,0,0
PL_1803022,Brzostek,10042,1760,53,0,13,177,91,11,22,76,15,46,225,1031,0,0
PL_1803032,Czarna,9779,1949,60,0,19,328,47,11,23,63,18,33,358,989,0,0
PL_1803042,Dębica,18767,3897,80,0,31,305,188,25,58,224,28,89,886,1983,0,0
PL_1803052,Jodłowa,4311,580,19,0,3,51,19,2,4,24,6,9,69,374,0,0
PL_1803063,Pilzno,13536,2832,89,0,39,281,58,22,31,99,22,69,437,1685,0,0
PL_1803072,Żyraków,10514,2376,54,0,15,272,50,14,25,117,14,17,313,1485,0,0
PL_1804011,Jarosław,32714,7968,141,0,70,549,137,34,51,615,112,346,2707,3206,0,0
PL_1804021,Radymno,4437,915,31,0,13,112,9,8,1,58,6,56,250,371,0,0
PL_1804032,Chłopice,4476,794,22,0,7,258,79,4,7,28,9,46,82,252,0,0
PL_1804042,Jarosław,10064,1713,38,0,14,422,54,6,9,75,13,73,333,676,0,0
PL_1804052,Laszki,5474,1316,36,0,16,543,42,10,6,66,8,25,117,447,0,0
PL_1804062,Pawłosiów,6508,1444,23,0,11,269,62,7,12,56,11,58,265,670,0,0
PL_1804072,Pruchnik,7392,1403,26,0,10,231,36,7,4,51,12,16,171,839,0,0
PL_1804082,Radymno,8863,1969,52,0,24,555,62,8,25,66,10,53,232,882,0,0
PL_1804092,Rokietnica,3400,432,7,0,11,111,36,6,7,29,5,9,64,147,0,0
PL_1804102,Roźwienica,4869,882,8,0,6,250,35,12,6,31,7,17,143,367,0,0
PL_1804112,Wiązownica,8712,2108,47,0,19,407,56,15,15,39,11,45,268,1186,0,0
PL_1805011,Jasło,30954,8175,162,0,141,348,46,34,48,577,76,91,3493,3159,0,0
PL_1805022,Brzyska,4792,546,23,0,9,56,5,4,3,13,5,17,107,304,0,0
PL_1805032,Dębowiec,6642,1315,31,0,21,100,23,11,12,37,7,28,258,787,0,0
PL_1805042,Jasło,13005,2555,63,0,62,218,46,17,27,123,11,41,662,1285,0,0
PL_1805052,Kołaczyce,6915,1002,22,0,12,135,16,13,3,38,7,31,230,495,0,0
PL_1805062,Krempna,1622,296,8,0,5,103,6,13,2,9,1,3,85,61,0,0
PL_1805072,Nowy Żmigród,7490,1421,28,0,13,345,21,17,12,49,7,21,272,636,0,0
PL_1805082,Osiek Jasielski,4150,663,20,0,7,106,18,7,6,23,3,7,134,332,0,0
PL_1805092,Skołyszyn,9805,1668,26,0,72,362,40,5,10,68,26,37,369,653,0,0
PL_1805112,Tarnowiec,7253,1048,16,0,14,150,17,7,7,47,11,26,243,510,0,0
PL_1806012,Cmolas,6071,1242,24,0,64,126,25,6,7,34,8,242,172,534,0,0
PL_1806023,Kolbuszowa,19775,4744,92,0,70,326,31,8,26,228,46,1193,1330,1394,0,0
PL_1806032,Majdan Królewski,7621,1485,39,0,9,77,20,7,10,29,6,247,239,802,0,0
PL_1806042,Niwiska,4499,927,30,0,20,159,19,5,6,27,7,187,132,335,0,0
PL_1806052,Raniżów,5534,1163,28,0,10,100,25,3,10,45,7,154,139,642,0,0
PL_1806062,Dzikowiec,5055,844,23,0,4,114,10,4,1,29,7,301,104,247,0,0
PL_1807012,Chorkówka,10356,1865,34,0,28,219,31,15,18,106,12,16,504,882,0,0
PL_1807023,Dukla,13187,2110,43,0,20,140,48,16,21,149,20,37,785,831,0,0
PL_1807033,Iwonicz-Zdrój,8702,1890,31,0,25,99,25,12,13,140,23,74,526,922,0,0
PL_1807043,Jedlicze,12263,2098,33,0,38,139,45,33,24,186,22,34,705,839,0,0
PL_1807052,Korczyna,8651,1535,31,0,17,138,61,7,14,81,16,32,427,711,0,0
PL_1807062,Krościenko Wyżne,4083,766,15,0,3,46,11,2,4,27,8,18,210,422,0,0
PL_1807072,Miejsce Piastowe,10577,2458,60,0,41,122,52,25,24,116,31,49,857,1081,0,0
PL_1807083,Rymanów,13030,2748,51,0,17,268,56,20,15,159,20,49,765,1328,0,0
PL_1807092,Wojaszówka,7251,1003,23,0,7,88,34,9,5,53,9,13,303,459,0,0
PL_1808011,Leżajsk,12062,3168,59,0,38,116,31,16,33,180,64,180,1297,1154,0,0
PL_1808022,Grodzisko Dolne,6430,1389,32,0,14,110,18,5,12,26,8,37,463,664,0,0
PL_1808032,Kuryłówka,4501,811,22,0,5,169,30,4,17,31,10,31,166,326,0,0
PL_1808042,Leżajsk,15235,2889,42,0,18,258,81,17,43,59,51,205,724,1391,0,0
PL_1808053,Nowa Sarzyna,16883,3494,50,0,37,214,57,18,46,140,74,121,711,2026,0,0
PL_1809011,Lubaczów,10385,2292,43,0,15,529,31,6,31,236,46,46,665,644,0,0
PL_1809023,Cieszanów,6059,1492,32,0,10,897,37,3,20,58,11,38,141,245,0,0
PL_1809032,Horyniec-Zdrój,4103,781,16,0,8,283,36,10,19,60,6,13,159,171,0,0
PL_1809042,Lubaczów,7232,1230,37,0,7,566,38,10,10,31,5,16,108,402,0,0
PL_1809053,Narol,6685,1151,28,0,9,386,44,10,156,44,8,39,138,289,0,0
PL_1809063,Oleszyce,5287,1180,30,0,7,514,90,4,9,52,6,15,167,286,0,0
PL_1809072,Stary Dzików,3680,564,15,0,8,229,32,3,10,39,5,20,21,182,0,0
PL_1809082,Wielkie Oczy,3066,621,12,0,1,405,12,4,5,11,1,8,40,122,0,0
PL_1810011,Łańcut,14638,4302,56,0,41,328,38,16,46,319,78,103,1220,2057,0,0
PL_1810022,Białobrzegi,6316,1127,25,0,17,176,32,13,21,26,10,19,145,643,0,0
PL_1810032,Czarna,8505,2428,35,0,10,131,14,10,21,56,18,34,258,1841,0,0
PL_1810042,Łańcut,16082,3792,57,0,70,443,41,14,49,130,39,70,513,2366,0,0
PL_1810052,Markowa,5133,809,19,0,4,121,25,3,2,39,13,19,109,455,0,0
PL_1810062,Rakszawa,5502,1257,18,0,7,112,28,8,10,52,7,12,148,855,0,0
PL_1810072,Żołynia,5235,1040,17,0,7,183,14,3,10,49,11,16,227,503,0,0
PL_1811011,Mielec,50637,13901,177,0,176,874,66,98,143,1580,234,207,4602,5744,0,0
PL_1811022,Borowa,4375,973,28,0,5,368,16,9,8,58,6,9,139,327,0,0
PL_1811032,Czermin,5213,761,14,0,7,224,23,17,12,11,15,12,113,313,0,0
PL_1811042,Gawłuszowice,2233,495,29,0,4,153,15,5,5,17,2,8,86,171,0,0
PL_1811052,Mielec,9700,2020,53,0,18,310,39,11,34,117,20,16,461,941,0,0
PL_1811062,Padew Narodowa,4287,1147,41,0,15,358,18,8,11,23,10,16,111,536,0,0
PL_1811072,Przecław,8546,1633,25,0,13,191,48,15,14,66,16,64,299,882,0,0
PL_1811083,Radomyśl Wielki,10480,1900,59,0,31,479,48,12,14,56,13,21,273,894,0,0
PL_1811092,Tuszów Narodowy,5934,1552,32,0,28,289,21,7,96,47,10,24,171,827,0,0
PL_1811102,Wadowice Górne,5518,1197,28,0,12,616,9,7,21,20,1,19,69,395,0,0
PL_1812012,Harasiuki,4945,689,44,0,8,122,38,4,15,44,7,16,78,313,0,0
PL_1812022,Jarocin,4340,565,23,0,13,90,31,1,7,65,5,22,104,204,0,0
PL_1812032,Jeżowe,7509,1537,17,0,6,208,29,11,16,27,4,49,132,1038,0,0
PL_1812042,Krzeszów,3453,548,15,0,2,81,18,0,13,21,8,22,91,277,0,0
PL_1812053,Nisko,18202,3717,98,0,60,167,44,29,87,360,43,189,1110,1530,0,0
PL_1812063,Rudnik nad Sanem,8246,1524,31,0,25,193,14,8,18,97,28,81,385,644,0,0
PL_1812073,Ulanów,6941,1056,22,0,18,79,29,10,23,48,8,199,207,413,0,0
PL_1813012,Bircza,5281,954,28,0,14,104,30,13,5,87,10,13,319,331,0,0
PL_1813022,Dubiecko,7616,982,29,0,8,169,38,15,13,77,12,42,225,354,0,0
PL_1813032,Fredropol,4355,726,25,0,12,90,25,5,9,45,5,26,268,216,0,0
PL_1813042,Krasiczyn,3839,678,21,0,3,62,21,10,6,44,7,7,282,215,0,0
PL_1813052,Krzywcza,3882,504,14,0,5,53,32,9,8,19,4,7,118,235,0,0
PL_1813062,Medyka,5093,1139,37,0,22,113,39,11,7,38,17,26,333,496,0,0
PL_1813072,Orły,6612,1164,21,0,15,320,32,6,13,57,5,51,217,427,0,0
PL_1813082,Przemyśl,7548,1273,21,0,8,88,12,7,8,129,15,36,465,484,0,0
PL_1813092,Stubno,3138,466,15,0,5,136,7,3,4,36,2,7,96,155,0,0
PL_1813102,Żurawica,10009,2079,91,0,12,201,32,19,24,103,28,80,709,780,0,0
PL_1814011,Przeworsk,13110,3083,54,0,30,367,22,6,11,200,179,174,769,1271,0,0
PL_1814022,Adamówka,3298,574,8,0,3,150,20,4,11,32,3,20,110,213,0,0
PL_1814032,Gać,3605,544,12,0,6,184,10,4,4,17,10,24,71,202,0,0
PL_1814042,Jawornik Polski,3815,603,21,0,2,214,18,5,2,28,3,10,122,178,0,0
PL_1814053,Kańczuga,10080,1346,38,0,10,360,46,8,6,101,9,15,359,394,0,0
PL_1814062,Przeworsk,11437,2285,32,0,12,689,28,10,22,49,28,73,268,1074,0,0
PL_1814073,Sieniawa,5444,1320,31,0,15,269,40,10,10,52,17,42,505,329,0,0
PL_1814082,Tryńcza,6311,955,18,0,7,262,30,7,3,29,9,52,141,397,0,0
PL_1814092,Zarzecze,5602,1678,88,0,13,891,34,9,19,54,17,35,120,398,0,0
PL_1815012,Iwierzyce,5747,1309,33,0,22,304,23,13,33,60,14,29,157,621,0,0
PL_1815022,Ostrów,5328,852,18,0,9,299,17,7,29,23,3,33,100,314,0,0
PL_1815033,Ropczyce,20518,4698,139,0,36,1539,60,34,142,146,45,89,643,1825,0,0
PL_1815043,Sędziszów Małopolski,18022,4233,72,0,46,732,52,20,82,181,40,133,694,2181,0,0
PL_1815052,Wielopole Skrzyńskie,6438,1116,27,0,14,326,52,7,15,23,24,39,78,511,0,0
PL_1816011,Dynów,4968,1036,19,0,11,89,14,5,4,116,25,26,255,472,0,0
PL_1816023,Błażowa,8419,1530,38,0,15,288,23,12,16,106,16,23,234,759,0,0
PL_1816032,Boguchwała,14493,3540,52,0,35,495,24,37,36,209,72,59,788,1733,0,0
PL_1816042,Chmielnik,4979,937,23,0,6,140,8,7,25,37,11,27,185,468,0,0
PL_1816052,Dynów,5622,751,15,0,1,138,24,10,7,77,10,9,145,315,0,0
PL_1816063,Głogów Małopolski,14444,3459,63,0,32,619,59,26,33,267,51,91,826,1392,0,0
PL_1816072,Hyżne,5299,1189,12,0,8,214,26,7,15,69,12,22,143,661,0,0
PL_1816082,Kamień,5329,1197,23,0,12,166,24,6,11,39,9,28,141,738,0,0
PL_1816092,Krasne,7739,2119,42,0,19,414,20,7,22,117,42,45,468,923,0,0
PL_1816102,Lubenia,5171,917,15,0,14,136,15,7,15,57,10,14,159,475,0,0
PL_1816113,Sokołów Małopolski,12843,2571,60,0,15,277,41,16,11,109,19,102,436,1485,0,0
PL_1816122,Świlcza,12162,2702,51,0,29,488,19,31,18,188,23,56,616,1183,0,0
PL_1816132,Trzebownisko,14808,3712,67,0,33,554,22,23,14,206,54,86,971,1682,0,0
PL_1816143,Tyczyn,11277,2514,42,0,18,317,26,19,16,163,41,106,695,1071,0,0
PL_1817011,Sanok,32788,8327,127,0,128,164,48,37,75,681,109,95,4422,2441,0,0
PL_1817022,Besko,3372,476,6,0,5,44,7,5,7,6,6,11,160,219,0,0
PL_1817032,Bukowsko,4156,805,10,0,11,91,32,10,10,54,2,20,310,255,0,0
PL_1817042,Komańcza,4819,759,22,0,3,61,13,9,8,62,17,10,452,102,0,0
PL_1817052,Sanok,13372,2106,50,0,30,209,44,8,18,68,26,39,741,873,0,0
PL_1817062,Tyrawa Wołoska,1514,187,6,0,5,17,4,1,1,6,2,3,64,78,0,0
PL_1817073,Zagórz,10282,1705,31,0,24,115,14,9,12,96,12,19,738,635,0,0
PL_1817082,Zarszyn,7294,1240,30,0,19,180,23,2,13,58,23,17,445,430,0,0
PL_1818011,Stalowa Wola,53902,13873,217,0,211,228,85,83,137,1657,313,345,5010,5587,0,0
PL_1818022,Bojanów,5513,1026,36,0,14,55,15,10,3,37,6,25,152,673,0,0
