gisco_id,name,registered,turnout,invalid,blank,FKGP,Centrum,MP,MSZP,SZDSZ,MIÉP,FIDESZ-MDF,RK,ÚB,MAVEP,MRP,SZDP
HU_2719,Novajidrány,1040,650,7,0,2,20,26,222,12,21,339,1,0,0,0,0
HU_1288,Nyékládháza,3989,2872,18,0,15,136,53,1355,198,74,1020,2,1,0,0,0
HU_0441,Nyésta,55,49,1,0,1,2,8,9,0,2,26,0,0,0,0,0
HU_2643,Nyíri,370,269,6,0,0,5,5,76,9,14,153,1,0,0,0,0
HU_0421,Nyomár,255,210,1,0,1,4,3,59,4,4,134,0,0,0,0,0
HU_3177,Olaszliszka,1342,820,15,0,2,21,18,364,20,22,358,0,0,0,0,0
HU_2255,Onga,3432,2358,26,0,8,72,94,1165,73,114,804,0,2,0,0,0
HU_3406,Ormosbánya,1423,918,4,0,1,16,29,621,23,17,205,2,0,0,0,0
HU_0286,Oszlár,356,221,7,0,1,4,9,93,6,7,92,2,0,0,0,0
HU_2262,Ónod,1785,1044,10,0,1,25,42,512,32,19,395,5,3,0,0,0
HU_1449,Ózd,31439,19292,147,0,70,360,687,10838,561,709,5836,15,69,0,0,0
HU_1237,Pamlény,50,41,4,0,1,0,2,14,0,3,17,0,0,0,0,0
HU_2674,Parasznya,992,710,1,0,2,8,17,421,15,16,224,2,4,0,0,0
HU_1589,Pácin,1213,705,14,0,5,13,50,260,15,15,333,0,0,0,0,0
HU_1236,Pálháza,929,637,5,0,4,25,12,271,18,31,271,0,0,0,0,0
HU_2473,Pányok,102,81,5,0,0,2,0,12,2,0,60,0,0,0,0,0
HU_2442,Pere,268,175,6,0,1,1,1,74,6,6,78,1,1,0,0,0
HU_3268,Perecse,26,21,0,0,0,0,2,3,1,1,14,0,0,0,0,0
HU_3341,Perkupa,692,460,5,0,1,13,12,144,17,20,247,1,0,0,0,0
HU_2127,Prügy,1831,1046,30,0,2,34,13,487,33,33,410,2,2,0,0,0
HU_1704,Pusztafalu,225,166,2,0,9,1,8,57,5,7,77,0,0,0,0,0
HU_1541,Pusztaradvány,150,98,4,0,0,6,4,18,3,0,63,0,0,0,0,0
HU_2741,Putnok,5616,3404,48,0,13,78,133,1918,134,104,972,4,0,0,0,0
HU_2119,Radostyán,518,340,3,0,2,12,9,181,9,23,101,0,0,0,0,0
HU_0605,Ragály,554,382,6,0,0,9,7,204,5,2,149,0,0,0,0,0
HU_2971,Rakaca,619,284,4,0,3,1,3,130,12,9,122,0,0,0,0,0
HU_1613,Rakacaszend,307,197,2,0,2,1,3,57,11,9,111,1,0,0,0,0
HU_3190,Rásonysápberencs,418,275,2,0,0,0,36,86,2,3,146,0,0,0,0,0
HU_1246,Rátka,864,622,16,0,0,49,12,212,17,14,302,0,0,0,0,0
HU_0840,Regéc,87,70,4,0,1,3,3,7,2,4,46,0,0,0,0,0
HU_3188,Répáshuta,450,334,4,0,1,12,15,143,9,3,147,0,0,0,0,0
HU_0931,Révleányvár,514,262,11,0,2,2,3,100,5,4,133,0,2,0,0,0
HU_1922,Ricse,1355,685,23,0,2,9,7,394,8,12,227,2,1,0,0,0
HU_2302,Rudabánya,2368,1417,20,0,7,34,79,629,30,39,577,1,1,0,0,0
HU_3412,Rudolftelep,631,421,8,0,0,1,27,299,9,6,71,0,0,0,0,0
HU_0350,Sajóbábony,2416,1661,14,0,4,74,93,844,64,79,487,2,0,0,0,0
HU_2733,Sajóecseg,887,666,4,0,2,23,30,308,18,29,251,1,0,0,0,0
HU_1017,Sajógalgóc,281,197,2,0,1,11,6,81,5,9,81,1,0,0,0,0
HU_0308,Sajóhídvég,743,427,3,0,1,8,11,154,16,33,200,1,0,0,0,0
HU_0321,Sajóivánka,450,340,3,0,2,14,5,182,19,10,105,0,0,0,0,0
HU_1431,Sajókaza,2331,1382,18,0,7,33,39,628,41,107,507,2,0,0,0,0
HU_2167,Sajókápolna,356,232,1,0,0,8,18,95,1,6,103,0,0,0,0,0
HU_2694,Sajókeresztúr,1236,867,8,0,3,39,19,465,32,26,275,0,0,0,0,0
HU_2717,Sajólád,2194,1270,18,0,13,52,23,507,43,50,562,1,1,0,0,0
HU_2247,Sajólászlófalva,349,249,1,0,3,13,7,94,4,2,124,0,1,0,0,0
HU_1594,Sajómercse,231,174,6,0,0,2,14,79,5,6,61,0,1,0,0,0
HU_1133,Sajónémeti,465,274,4,0,2,1,3,146,5,13,100,0,0,0,0,0
HU_0812,Sajóörös,907,687,3,0,3,25,41,363,30,27,193,2,0,0,0,0
HU_1853,Sajópálfala,636,460,3,0,9,20,13,165,11,18,220,1,0,0,0,0
HU_1663,Sajópetri,1037,633,8,0,9,18,26,285,29,26,231,1,0,0,0,0
HU_2378,Sajópüspöki,434,278,6,0,2,0,2,156,12,8,92,0,0,0,0,0
HU_0897,Sajósenye,304,246,2,0,0,4,7,93,4,29,106,0,1,0,0,0
HU_1605,Sajószentpéter,10361,6827,88,0,13,250,175,4155,129,174,1832,5,6,0,0,0
HU_3034,Sajószöged,1894,1390,15,0,4,52,56,684,61,41,475,0,2,0,0,0
HU_2073,Sajóvámos,1726,1210,12,0,6,47,31,487,26,42,556,2,1,0,0,0
HU_2775,Sajóvelezd,667,412,4,0,3,8,12,223,14,12,134,2,0,0,0,0
HU_0472,Sály,1414,934,14,0,11,26,20,355,30,52,424,2,0,0,0,0
HU_2051,Sárazsadány,239,166,1,0,5,1,9,41,0,8,101,0,0,0,0,0
HU_2747,Sárospatak,11174,7804,59,0,31,307,122,3155,251,315,3559,2,3,0,0,0
HU_0287,Sáta,1115,683,11,0,11,16,33,360,19,17,216,0,0,0,0,0
HU_0512,Sátoraljaújhely,13912,9628,93,0,27,312,150,4686,300,301,3752,4,3,0,0,0
HU_2538,Selyeb,363,268,3,0,1,1,9,81,5,1,167,0,0,0,0,0
HU_2375,Semjén,360,212,5,0,1,5,3,65,7,3,122,1,0,0,0,0
HU_3253,Serényfalva,835,500,10,0,6,6,37,302,12,8,119,0,0,0,0,0
HU_2341,Sima,22,19,0,0,1,3,0,7,0,1,7,0,0,0,0,0
HU_1326,Sóstófalva,205,166,2,0,0,13,4,44,1,16,86,0,0,0,0,0
HU_3225,Szakácsi,105,80,0,0,0,1,1,26,14,2,36,0,0,0,0,0
HU_0380,Szakáld,428,304,5,0,11,11,12,106,6,12,141,0,0,0,0,0
HU_3101,Szalaszend,840,457,3,0,3,6,17,163,2,12,248,2,1,0,0,0
HU_1675,Szalonna,787,522,10,0,5,18,11,272,6,25,174,1,0,0,0,0
HU_0814,Szászfa,147,97,0,0,2,1,0,50,1,1,42,0,0,0,0,0
HU_3381,Szegi,243,204,5,0,1,39,0,87,2,8,60,2,0,0,0,0
HU_3151,Szegilong,197,163,4,0,0,22,1,60,3,2,71,0,0,0,0,0
HU_0983,Szemere,267,164,2,0,1,4,8,59,7,1,81,1,0,0,0,0
HU_0807,Szendrõ,3099,1936,30,0,5,49,38,789,149,134,735,1,6,0,0,0
HU_2745,Szendrõlád,1040,726,33,0,2,7,9,222,60,22,370,1,0,0,0,0
HU_2216,Szentistván,2273,1708,10,0,7,42,75,711,20,48,794,0,1,0,0,0
HU_0848,Szentistvánbaksa,233,167,6,0,5,2,4,43,4,6,97,0,0,0,0,0
HU_3073,Szerencs,8278,5982,56,0,16,437,156,2866,159,276,2007,1,8,0,0,0
HU_2135,Szikszó,4733,3130,37,0,39,98,63,1110,71,120,1587,5,0,0,0,0
HU_2087,Szin,509,319,7,0,2,6,8,105,4,5,182,0,0,0,0,0
HU_1149,Szinpetri,204,139,0,0,0,3,10,74,4,10,38,0,0,0,0,0
HU_0949,Szirmabesenyõ,3816,2791,22,0,11,106,72,1354,143,76,1003,2,2,0,0,0
HU_1889,Szomolya,1357,974,22,0,7,17,26,324,34,29,515,0,0,0,0,0
HU_1617,Szögliget,734,466,15,0,2,7,11,114,9,11,296,1,0,0,0,0
HU_0788,Szõlõsardó,133,108,0,0,2,2,3,57,3,0,40,1,0,0,0,0
HU_0316,Szuhafõ,154,120,3,0,0,0,4,69,0,4,39,1,0,0,0,0
HU_1111,Szuhakálló,827,600,13,0,1,7,32,332,15,15,185,0,0,0,0,0
HU_2460,Szuhogy,946,621,10,0,2,11,14,187,12,15,369,1,0,0,0,0
HU_0370,Taktabáj,447,289,10,0,2,11,3,206,2,8,47,0,0,0,0,0
HU_1824,Taktaharkány,3078,2079,23,0,5,55,24,1263,31,57,618,3,0,0,0,0
HU_2878,Taktakenéz,825,494,14,0,9,65,6,170,14,11,204,1,0,0,0,0
HU_0313,Taktaszada,1520,920,13,0,4,26,50,465,11,13,333,0,5,0,0,0
HU_2174,Tarcal,2527,1593,26,0,8,118,17,759,45,68,547,2,3,0,0,0
HU_0816,Tard,1243,944,6,0,15,14,7,232,21,29,620,0,0,0,0,0
HU_1478,Tardona,927,622,4,0,1,19,28,302,23,10,234,0,1,0,0,0
HU_1221,Tállya,1737,1200,17,0,5,55,19,676,83,27,317,1,0,0,0,0
HU_1376,Telkibánya,562,371,11,0,3,10,15,100,6,9,215,2,0,0,0,0
HU_2863,Teresztenye,33,32,3,0,1,1,1,10,0,0,16,0,0,0,0,0
HU_3044,Tibolddaróc,1239,747,10,0,4,20,12,216,96,14,373,2,0,0,0,0
HU_0229,Tiszabábolna,440,337,2,0,3,3,11,124,0,14,180,0,0,0,0,0
HU_2913,Tiszacsermely,449,230,5,0,3,5,2,119,4,5,87,0,0,0,0,0
HU_0371,Tiszadorogma,418,284,1,0,1,13,16,162,5,6,80,0,0,0,0,0
HU_1397,Tiszakarád,1915,1092,20,0,42,28,7,368,9,11,601,4,2,0,0,0
HU_1388,Tiszakeszi,2088,1113,16,0,21,18,26,483,26,25,493,2,3,0,0,0
HU_1938,Tiszaladány,575,395,9,0,1,12,6,151,9,27,179,1,0,0,0,0
HU_2839,Tiszalúc,4102,2226,42,0,3,59,41,1042,81,69,887,1,1,0,0,0
HU_0863,Tiszapalkonya,1203,772,11,0,2,24,20,409,39,23,242,1,1,0,0,0
HU_3029,Tiszatardos,225,165,3,0,0,34,0,67,4,6,51,0,0,0,0,0
HU_3037,Tiszatarján,1071,568,10,0,10,12,20,257,21,17,214,1,6,0,0,0
HU_2835,Tiszaújváros,14056,10421,51,0,29,459,338,5642,774,288,2782,4,54,0,0,0
HU_1097,Tiszavalk,308,254,5,0,0,0,3,120,2,19,103,1,1,0,0,0
HU_1830,Tokaj,3441,2398,26,0,7,170,43,997,74,214,865,2,0,0,0,0
HU_2805,Tolcsva,1555,1037,10,0,5,29,8,426,42,31,485,0,1,0,0,0
HU_1489,Tomor,223,167,3,0,0,0,6,42,4,14,98,0,0,0,0,0
HU_1690,Tornabarakony,30,25,0,0,0,0,0,9,0,0,16,0,0,0,0,0
HU_1037,Tornakápolna,13,11,0,0,0,0,0,6,0,0,5,0,0,0,0,0
HU_1880,Tornanádaska,322,201,9,0,1,2,3,52,21,5,105,2,1,0,0,0
HU_2783,Tornaszentandrás,251,184,3,0,1,5,6,90,2,4,73,0,0,0,0,0
HU_3051,Tornaszentjakab,219,186,8,0,0,2,0,48,1,17,110,0,0,0,0,0
HU_2905,Tornyosnémeti,485,322,5,0,13,1,3,93,2,15,187,3,0,0,0,0
HU_0491,Trizs,243,208,4,0,2,8,3,79,6,14,92,0,0,0,0,0
HU_1835,Uppony,356,257,1,0,0,1,15,144,10,7,78,0,1,0,0,0
HU_1248,Újcsanálos,629,406,8,0,2,64,10,144,3,15,158,2,0,0,0,0
HU_0722,Vadna,462,343,1,0,3,8,19,192,21,9,89,1,0,0,0,0
HU_3000,Vajdácska,984,643,15,0,3,6,39,245,8,6,319,1,1,0,0,0
HU_2181,Varbó,952,717,2,0,5,29,25,379,29,12,235,0,1,0,0,0
HU_1014,Varbóc,66,54,2,0,0,2,0,12,0,2,36,0,0,0,0,0
HU_3007,Vatta,794,499,5,0,2,11,16,214,7,15,229,0,0,0,0,0
HU_2915,Vágáshuta,86,65,0,0,1,3,1,11,4,4,41,0,0,0,0,0
HU_1514,Vámosújfalu,693,499,6,0,2,14,3,186,5,28,255,0,0,0,0,0
HU_1158,Vilmány,916,521,13,0,5,3,11,313,3,7,163,3,0,0,0,0
HU_1298,Vilyvitány,245,177,2,0,1,4,2,24,1,2,141,0,0,0,0,0
HU_0509,Viss,624,353,10,0,1,19,12,172,10,8,120,1,0,0,0,0
HU_0395,Viszló,85,73,0,0,0,4,1,11,0,2,55,0,0,0,0,0
HU_2108,Vizsoly,677,383,1,0,4,3,13,93,2,15,250,2,0,0,0,0
HU_1561,Zalkod,271,193,3,0,17,4,4,61,3,7,94,0,0,0,0,0
HU_0306,Zádorfalva,375,243,1,0,7,2,1,155,3,8,65,1,0,0,0,0
HU_3160,Zemplénagárd,712,360,8,0,5,7,3,116,8,43,167,1,2,0,0,0
HU_1927,Ziliz,323,230,5,0,2,15,5,97,5,12,89,0,0,0,0,0
HU_1102,Zsujta,152,112,1,0,6,1,5,27,2,10,57,2,1,0,0,0
HU_1910,Zubogy,475,337,7,0,5,7,29,146,8,1,134,0,0,0,0,0
HU_3424,Algyõ,4250,2733,37,0,9,126,48,1190,59,80,1177,0,0,7,0,0
HU_1619,Ambrózfalva,409,272,3,0,7,4,8,115,8,18,109,0,0,0,0,0
HU_1425,Apátfalva,2725,1610,43,0,62,36,29,525,22,55,838,0,0,0,0,0
HU_1906,Árpádhalom,493,297,1,0,3,6,8,110,11,8,149,0,0,1,0,0
HU_1033,Ásotthalom,3339,1702,26,0,18,42,59,504,34,25,990,0,0,4,0,0
HU_2910,Baks,1832,959,16,0,11,16,36,462,11,25,380,0,0,2,0,0
HU_2367,Balástya,2826,1588,22,0,39,69,14,416,27,79,917,0,0,5,0,0
HU_0819,Bordány,2402,1504,28,0,20,71,56,564,29,23,711,0,0,2,0,0
HU_0212,Csanádalberti,401,270,5,0,9,4,6,93,14,2,137,0,0,0,0,0
HU_0537,Csanádpalota,2560,1485,24,0,32,58,49,497,67,50,708,0,0,0,0,0
HU_2229,Csanytelek,2465,1303,23,0,20,33,36,513,38,44,596,0,0,0,0,0
HU_3228,Csengele,1668,773,22,0,17,16,14,164,14,36,490,0,0,0,0,0
HU_0511,Csongrád,15195,10264,151,0,75,321,332,3726,334,429,4890,0,0,6,0,0
HU_0783,Derekegyház,1386,938,9,0,5,21,17,436,46,23,381,0,0,0,0,0
HU_2407,Deszk,2500,1827,14,0,29,87,66,949,82,52,546,0,0,2,0,0
HU_1338,Domaszék,3227,2031,25,0,50,76,29,577,52,97,1122,0,0,3,0,0
HU_3053,Dóc,606,348,8,0,8,8,2,128,11,28,155,0,0,0,0,0
HU_2299,Eperjes,604,355,8,0,30,5,23,139,11,9,128,0,0,2,0,0
HU_1997,Fábiánsebestyén,1946,1146,15,0,4,31,68,448,50,25,504,0,0,1,0,0
HU_2264,Felgyõ,1120,703,15,0,9,19,33,229,10,23,364,0,0,1,0,0
HU_1899,Ferencszállás,558,364,8,0,13,6,10,175,8,10,134,0,0,0,0,0
HU_3302,Forráskút,1716,977,8,0,23,25,8,283,11,17,602,0,0,0,0,0
HU_0921,Földeák,2669,1607,18,0,45,47,79,685,37,47,647,0,0,2,0,0
HU_0831,Hódmezõvásárhely,38458,27307,354,0,160,1267,833,8575,816,1338,13936,0,0,28,0,0
HU_1366,Királyhegyes,555,357,8,0,9,8,20,122,1,5,182,0,0,2,0,0
HU_3102,Kistelek,6126,3552,44,0,24,113,48,1284,87,162,1787,0,0,3,0,0
HU_2666,Kiszombor,3404,1998,37,0,41,53,32,837,65,53,879,0,0,1,0,0
HU_0825,Klárafalva,381,250,4,0,15,4,5,76,8,5,133,0,0,0,0,0
HU_0995,Kövegy,401,187,5,0,6,2,9,66,2,7,90,0,0,0,0,0
HU_1441,Kübekháza,1210,768,10,0,5,25,20,394,26,15,272,0,0,1,0,0
HU_0596,Magyarcsanád,1241,696,13,0,18,13,25,285,11,14,317,0,0,0,0,0
HU_0735,Makó,20729,13515,229,0,517,454,426,5300,520,450,5598,0,0,21,0,0
HU_1051,Maroslele,1727,988,16,0,17,30,15,380,29,31,469,0,0,1,0,0
HU_2573,Mártély,1044,743,19,0,15,29,19,203,19,39,400,0,0,0,0,0
HU_2155,Mindszent,6072,3836,62,0,44,156,90,1208,128,193,1949,0,0,6,0,0
HU_0434,Mórahalom,4464,2838,15,0,38,56,46,917,47,75,1638,0,0,6,0,0
HU_2091,Nagyér,478,300,6,0,7,9,8,100,8,19,142,0,0,1,0,0
HU_1277,Nagylak,536,377,4,0,4,4,19,188,6,9,143,0,0,0,0,0
HU_1723,Nagymágocs,2808,1544,41,0,12,27,50,630,113,53,618,0,0,0,0,0
HU_2917,Nagytõke,407,221,6,0,1,8,4,69,8,6,119,0,0,0,0,0
HU_0775,Óföldeák,471,306,10,0,5,8,8,137,4,6,126,0,0,2,0,0
HU_1279,Ópusztaszer,1570,800,23,0,26,12,17,376,26,32,287,0,0,1,0,0
HU_3107,Öttömös,666,451,9,0,4,13,9,191,14,9,202,0,0,0,0,0
HU_0628,Pitvaros,1277,854,20,0,16,30,32,360,23,21,351,0,0,1,0,0
HU_0635,Pusztamérges,987,575,11,0,13,16,8,246,2,20,257,0,0,2,0,0
HU_2859,Pusztaszer,1319,770,15,0,16,20,8,288,12,25,383,0,0,3,0,0
HU_1316,Röszke,2587,1462,17,0,14,50,16,503,41,44,775,0,0,2,0,0
HU_0396,Ruzsa,2269,1300,34,0,15,41,19,465,33,34,654,0,0,5,0,0
HU_3170,Sándorfalva,6200,3823,38,0,27,164,115,1739,147,105,1481,0,0,7,0,0
HU_1200,Szatymaz,3393,2034,22,0,36,129,30,734,61,66,953,0,0,3,0,0
HU_3336,Szeged,128995,93342,1003,0,337,5390,1553,42583,5483,3190,33638,0,0,165,0,0
HU_3248,Szegvár,3986,2492,27,0,53,73,75,697,94,134,1337,0,0,2,0,0
HU_1445,Szentes,24798,16613,148,0,157,675,603,6214,1078,600,7133,0,0,5,0,0
HU_1226,Székkutas,2049,1400,16,0,34,40,86,521,23,59,619,0,0,2,0,0
HU_1696,Tiszasziget,1367,949,8,0,19,33,27,346,26,19,469,0,0,2,0,0
HU_2590,Tömörkény,1664,958,18,0,13,14,60,440,18,80,314,0,0,1,0,0
HU_1492,Újszentiván,1195,828,4,0,7,43,18,388,24,13,331,0,0,0,0,0
HU_2141,Üllés,2534,1497,16,0,14,66,23,449,33,40,854,0,0,2,0,0
HU_0554,Zákányszék,2217,1411,20,0,32,38,22,349,21,36,893,0,0,0,0,0
HU_1776,Zsombó,2386,1569,19,0,29,82,29,576,44,46,739,0,0,5,0,0
HU_1737,Aba,3292,1950,31,0,19,36,21,788,55,36,964,0,0,0,0,0
HU_0892,Adony,2984,2063,38,0,6,35,26,1095,71,56,736,0,0,0,0,0
HU_2682,Alap,1634,955,21,0,9,13,8,360,16,14,514,0,0,0,0,0
HU_1517,Alcsútdoboz,1150,775,11,0,2,15,16,203,11,33,484,0,0,0,0,0
HU_2528,Alsószentiván,532,337,5,0,2,4,3,148,7,4,164,0,0,0,0,0
HU_0873,Bakonycsernye,2493,1630,11,0,5,67,25,491,58,35,938,0,0,0,0,0
HU_2315,Bakonykúti,100,92,1,0,0,2,0,47,6,2,34,0,0,0,0,0
HU_3110,Balinka,784,518,7,0,4,5,14,154,14,14,306,0,0,0,0,0
HU_0704,Baracs,2624,1780,18,0,15,69,29,822,89,44,694,0,0,0,0,0
HU_0858,Baracska,2091,1325,13,0,8,29,10,641,50,53,521,0,0,0,0,0
HU_0846,Beloiannisz,888,626,15,0,1,8,65,350,22,19,146,0,0,0,0,0
HU_1634,Besnyõ,1479,1018,9,0,16,10,31,543,33,34,342,0,0,0,0,0
HU_1048,Bicske,8523,5919,37,0,30,197,77,2056,284,296,2942,0,0,0,0,0
HU_1825,Bodajk,3184,2272,22,0,24,92,34,773,73,65,1189,0,0,0,0,0
HU_1162,Bodmér,186,152,1,0,2,2,1,64,4,1,77,0,0,0,0,0
HU_1315,Cece,2173,1218,13,0,7,22,11,308,21,38,798,0,0,0,0,0
HU_3054,Csabdi,869,581,8,0,1,17,13,136,13,36,357,0,0,0,0,0
HU_0536,Csákberény,987,756,7,0,2,28,7,206,22,8,476,0,0,0,0,0
HU_2000,Csákvár,4077,2785,31,0,12,91,89,992,63,75,1432,0,0,0,0,0
HU_2190,Csókakõ,906,683,8,0,2,20,12,170,34,29,408,0,0,0,0,0
HU_0977,Csór,1295,850,4,0,4,28,15,299,47,49,404,0,0,0,0,0
HU_0673,Csõsz,782,384,4,0,7,9,7,145,11,21,180,0,0,0,0,0
HU_3275,Dég,1859,996,22,0,8,13,31,496,49,26,351,0,0,0,0,0
HU_0311,Dunaújváros,43432,31349,300,0,61,1530,733,16122,2014,828,9761,0,0,0,0,0
HU_2035,Elõszállás,3048,1852,35,0,8,38,31,718,106,45,871,0,0,0,0,0
HU_0280,Enying,5765,3627,56,0,17,84,153,1623,130,138,1426,0,0,0,0,0
HU_2360,Ercsi,6520,4219,42,0,20,147,53,2152,193,176,1436,0,0,0,0,0
HU_0231,Etyek,2823,1966,21,0,6,69,33,736,88,90,923,0,0,0,0,0
HU_3220,Fehérvárcsurgó,1498,1011,12,0,7,29,13,261,36,50,603,0,0,0,0,0
HU_2993,Felcsút,1317,1016,14,0,2,27,8,225,21,33,686,0,0,0,0,0
HU_0611,Füle,705,514,1,0,2,22,6,182,23,43,235,0,0,0,0,0
HU_1575,Gánt,488,332,4,0,4,4,12,95,9,12,192,0,0,0,0,0
HU_1029,Gárdony,6710,4881,77,0,19,221,50,2034,261,210,2009,0,0,0,0,0
HU_1591,Gyúró,896,633,3,0,4,19,9,176,32,26,364,0,0,0,0,0
HU_2342,Hantos,782,494,8,0,1,3,9,233,21,18,201,0,0,0,0,0
HU_1773,Igar,875,554,4,0,5,4,15,287,5,20,214,0,0,0,0,0
HU_3201,Iszkaszentgyörgy,1355,963,14,0,6,42,20,383,35,50,413,0,0,0,0,0
HU_0220,Isztimér,740,506,6,0,4,9,11,179,14,3,280,0,0,0,0,0
HU_1346,Iváncsa,2151,1285,14,0,4,20,43,612,51,32,509,0,0,0,0,0
HU_1597,Jenõ,960,560,9,0,3,12,15,168,10,17,326,0,0,0,0,0
HU_2134,Kajászó,776,510,6,0,3,8,7,156,18,28,284,0,0,0,0,0
HU_1668,Káloz,1946,1144,8,0,6,19,21,359,15,57,659,0,0,0,0,0
HU_2192,Kápolnásnyék,2600,1870,13,0,9,60,38,790,109,92,759,0,0,0,0,0
HU_0234,Kincsesbánya,1224,880,4,0,3,21,12,433,20,23,364,0,0,0,0,0
HU_1263,Kisapostag,1009,763,4,0,1,71,12,253,25,27,370,0,0,0,0,0
HU_2899,Kisláng,1981,940,13,0,12,20,12,379,49,24,431,0,0,0,0,0
HU_3065,Kõszárhegy,991,652,6,0,0,19,10,268,27,20,302,0,0,0,0,0
HU_3420,Kulcs,1458,1009,8,0,6,39,27,498,39,40,352,0,0,0,0,0
HU_0750,Lajoskomárom,1929,1341,10,0,18,25,16,638,47,43,544,0,0,0,0,0
HU_0726,Lepsény,2447,1505,11,0,8,43,37,614,61,67,664,0,0,0,0,0
HU_1911,Lovasberény,2119,1489,10,0,10,64,14,565,43,50,733,0,0,0,0,0
HU_2767,Magyaralmás,1186,895,3,0,4,24,22,222,30,35,555,0,0,0,0,0
HU_0465,Martonvásár,3936,2966,13,0,8,134,45,1257,190,149,1170,0,0,0,0,0
HU_2349,Mány,1659,1059,6,0,12,18,17,338,45,62,561,0,0,0,0,0
HU_1694,Mátyásdomb,625,419,7,0,2,0,3,286,10,6,105,0,0,0,0,0
HU_1755,Mezõfalva,3830,2328,32,0,6,67,41,1156,65,86,875,0,0,0,0,0
HU_0568,Mezõkomárom,836,512,7,0,1,5,20,191,4,24,260,0,0,0,0,0
HU_0657,Mezõszentgyörgy,1007,578,16,0,12,9,49,254,6,19,213,0,0,0,0,0
HU_2903,Mezõszilas,1840,1051,11,0,13,12,19,506,24,22,444,0,0,0,0,0
HU_2571,Moha,319,253,2,0,4,12,7,89,7,6,126,0,0,0,0,0
HU_1848,Mór,11591,8457,77,0,27,285,205,3091,319,255,4198,0,0,0,0,0
HU_2759,Nadap,363,266,1,0,0,7,3,134,16,16,89,0,0,0,0,0
HU_0700,Nagykarácsony,1218,787,14,0,10,9,4,321,20,11,398,0,0,0,0,0
HU_3236,Nagylók,898,570,8,0,4,12,19,241,17,6,263,0,0,0,0,0
HU_2358,Nagyveleg,539,370,4,0,3,6,9,110,9,15,214,0,0,0,0,0
HU_2613,Nagyvenyim,3228,2330,26,0,14,81,62,1144,117,61,825,0,0,0,0,0
HU_1390,Nádasdladány,1437,861,10,0,2,34,32,380,26,15,362,0,0,0,0,0
HU_3430,Óbarok,592,405,9,0,0,5,10,198,17,9,157,0,0,0,0,0
HU_2575,Pákozd,2040,1466,21,0,9,64,20,504,84,32,732,0,0,0,0,0
HU_2884,Pátka,1292,874,16,0,20,36,19,314,28,24,417,0,0,0,0,0
HU_2178,Pázmánd,1609,1091,11,0,6,29,10,398,47,31,559,0,0,0,0,0
HU_1935,Perkáta,3216,1750,16,0,13,56,53,751,78,38,745,0,0,0,0,0
HU_1752,Polgárdi,4728,2606,29,0,22,67,92,944,92,47,1313,0,0,0,0,0
HU_2901,Pusztaszabolcs,4935,2915,21,0,19,78,35,1521,122,83,1036,0,0,0,0,0
HU_1777,Pusztavám,1938,1407,19,0,4,42,77,442,46,43,734,0,0,0,0,0
HU_0990,Rácalmás,3132,2287,14,0,15,87,56,1117,91,55,852,0,0,0,0,0
HU_0201,Ráckeresztúr,2430,1500,16,0,34,35,53,677,66,44,575,0,0,0,0,0
HU_2369,Sárbogárd,10261,6796,83,0,66,182,101,2732,220,193,3219,0,0,0,0,0
HU_0272,Sáregres,632,446,13,0,7,4,2,138,6,13,263,0,0,0,0,0
HU_3180,Sárkeresztes,1142,859,10,0,7,49,14,304,52,16,407,0,0,0,0,0
HU_2534,Sárkeresztúr,1648,840,11,0,6,10,14,334,15,58,392,0,0,0,0,0
HU_0269,Sárkeszi,433,266,6,0,1,5,4,89,2,6,153,0,0,0,0,0
HU_2514,Sárosd,2631,1423,19,0,2,22,27,632,40,40,641,0,0,0,0,0
HU_3153,Sárszentágota,1055,657,13,0,13,14,6,199,10,11,391,0,0,0,0,0
HU_1177,Sárszentmihály,2178,1429,22,0,5,42,55,620,47,48,590,0,0,0,0,0
HU_2020,Seregélyes,3535,2086,27,0,14,62,54,799,73,78,979,0,0,0,0,0
HU_3332,Soponya,1500,875,13,0,4,10,9,253,29,45,512,0,0,0,0,0
HU_0289,Söréd,340,265,3,0,3,6,0,55,8,8,182,0,0,0,0,0
HU_1495,Sukoró,770,632,8,0,6,17,8,247,36,35,275,0,0,0,0,0
HU_2870,Szabadbattyán,3522,2201,18,0,13,85,41,789,90,86,1079,0,0,0,0,0
HU_1325,Szabadegyháza,1692,1008,4,0,6,38,17,493,33,13,404,0,0,0,0,0
HU_1874,Szabadhídvég,741,492,11,0,1,5,17,212,8,19,219,0,0,0,0,0
HU_1954,Szár,1345,970,12,0,4,31,3,385,36,54,445,0,0,0,0,0
HU_1482,Székesfehérvár,84169,64746,456,0,236,3344,909,26720,3835,2280,26966,0,0,0,0,0
HU_1446,Tabajd,744,514,5,0,4,10,5,123,5,32,330,0,0,0,0,0
HU_2926,Tác,1184,759,12,0,3,17,7,199,46,20,455,0,0,0,0,0
HU_2100,Tordas,1219,834,2,0,2,44,5,354,48,48,331,0,0,0,0,0
HU_1748,Újbarok,274,224,3,0,2,10,2,73,5,4,125,0,0,0,0,0
HU_1762,Úrhida,1186,769,22,0,2,23,18,226,32,19,427,0,0,0,0,0
HU_0245,Vajta,757,504,2,0,6,8,9,173,18,6,282,0,0,0,0,0
