gisco_id,name,registered,turnout,invalid,blank,1 - SLD-UP,2 - AWSP,3 - UW,4 - Samoobrona,"5 - ""PiS""",6 - PSL,7 - PO,8 - ARS,9 - PWN,10 - LPR,11 - MnN,13 - PUG,14 - PPS,15 - NMnGŚl
PL_1002032,Dąbrowice,1738,852,58,0,180,11,5,377,17,155,13,8,0,25,0,0,3,0
PL_1002043,Krośniewice,7412,3122,207,0,1497,64,35,655,96,372,84,29,0,72,0,0,11,0
PL_1002052,Krzyżanów,3656,1691,86,0,397,27,13,581,35,462,33,10,0,44,0,0,3,0
PL_1002062,Kutno,6370,2732,194,0,821,95,36,696,148,379,89,24,0,231,0,0,19,0
PL_1002072,Łanięta,2112,834,56,0,281,34,5,232,13,146,13,21,0,29,0,0,4,0
PL_1002082,Nowe Ostrowy,3192,1254,90,0,529,35,13,269,43,174,44,6,0,46,0,0,5,0
PL_1002092,Oporów,2251,1138,63,0,312,25,8,323,17,351,12,5,0,19,0,0,3,0
PL_1002102,Strzelce,3366,1418,70,0,347,31,15,429,36,317,82,8,0,78,0,0,5,0
PL_1002113,Żychlin,11127,5318,293,0,2524,126,58,738,200,955,217,24,0,166,0,0,17,0
PL_1003012,Buczek,3736,1534,87,0,507,37,11,417,61,235,84,9,0,84,0,0,2,0
PL_1003023,Łask,22461,9684,338,0,4216,317,135,1039,724,1041,953,38,0,853,0,0,30,0
PL_1003032,Sędziejowice,4997,2018,87,0,673,72,22,459,92,361,84,24,0,141,0,0,3,0
PL_1003042,Widawa,6450,2492,128,0,782,74,30,667,122,441,89,11,0,138,0,0,10,0
PL_1003052,Wodzierady,2359,1011,59,0,183,37,5,360,37,212,45,4,0,59,0,0,10,0
PL_1004011,Łęczyca,13028,6213,450,0,3286,303,98,462,295,152,766,25,0,346,0,0,30,0
PL_1004022,Daszyna,3522,1351,66,0,383,23,10,524,20,256,27,6,0,35,0,0,1,0
PL_1004032,Góra Świętej Małgorzaty,3666,1763,134,0,277,47,20,784,31,318,40,7,0,95,0,0,10,0
PL_1004042,Grabów,5235,2265,169,0,557,41,19,786,31,497,43,8,0,112,0,0,2,0
PL_1004052,Łęczyca,7027,2967,181,0,656,75,33,1002,81,664,112,7,0,145,0,0,11,0
PL_1004062,Piątek,5254,2222,115,0,548,61,15,814,68,328,127,3,0,139,0,0,4,0
PL_1004072,Świnice Warckie,3303,1461,102,0,473,53,10,358,29,273,50,4,0,106,0,0,3,0
PL_1004082,Witonia,2909,1426,103,0,370,25,17,478,41,284,32,5,0,38,0,0,33,0
PL_1005011,Łowicz,24799,11299,498,0,5384,547,208,885,791,878,1183,29,0,878,0,0,18,0
PL_1005022,Bielawy,5007,2268,140,0,859,54,11,537,40,506,52,4,0,61,0,0,4,0
PL_1005032,Chąśno,2500,1365,41,0,172,34,8,281,28,713,19,2,0,66,0,0,1,0
PL_1005042,Domaniewice,3684,1540,82,0,294,39,15,332,51,576,27,4,0,117,0,0,3,0
PL_1005052,Kiernozia,3047,1481,62,0,321,42,8,357,56,555,35,7,0,34,0,0,4,0
PL_1005062,Kocierzew Południowy,3551,2219,73,0,159,65,10,437,54,1220,30,6,0,163,0,0,2,0
PL_1005072,Łowicz,5602,2706,119,0,578,53,7,506,76,1066,95,8,0,191,0,0,7,0
PL_1005082,Łyszkowice,5292,2121,115,0,725,41,21,310,64,639,72,6,0,120,0,0,8,0
PL_1005092,Nieborów,7202,3002,218,0,965,120,26,393,171,627,217,14,0,234,0,0,17,0
PL_1005102,Zduny,5047,2719,143,0,520,48,4,427,75,1365,44,5,0,84,0,0,4,0
PL_1021011,Brzezińy,14152,6254,290,0,2418,238,47,858,241,512,895,21,7,715,0,1,11,0
PL_1006022,Andrespol,8190,3757,179,0,1567,280,74,340,300,116,320,13,10,551,0,0,7,0
PL_1006032,Brójce,3825,1508,61,0,252,64,13,350,72,288,92,8,5,303,0,0,0,0
PL_1021022,Brzezińy,3921,1541,61,0,429,35,19,372,47,288,80,3,2,205,0,0,0,0
PL_1021032,Dmosin,3793,1767,121,0,479,23,10,391,46,528,69,3,2,91,0,0,4,0
PL_1021042,Jeżów,2863,1436,105,0,349,79,6,180,29,471,48,3,2,163,0,0,1,0
PL_1006073,Koluszki,17918,8057,295,0,3351,432,118,1004,569,545,885,32,10,779,0,0,37,0
PL_1006082,Nowosolna,2096,846,37,0,261,26,18,179,61,86,71,3,2,100,0,0,2,0
PL_1021052,Rogów,3727,1636,96,0,556,77,14,322,51,307,112,5,3,87,0,0,6,0
PL_1006102,Rzgów,6420,3114,128,0,758,218,112,450,272,592,244,2,4,330,0,0,4,0
PL_1006113,Tuszyn,9281,3576,156,0,1139,242,56,638,327,398,304,14,6,290,0,0,6,0
PL_1007012,Białaczów,4818,2045,140,0,526,142,13,257,31,651,88,7,10,174,0,0,6,0
PL_1007023,Drzewica,8781,4502,243,0,1210,223,76,573,95,1482,373,8,5,201,0,0,13,0
PL_1007032,Mniszków,3695,1464,78,0,270,64,3,394,24,402,66,5,2,155,0,0,1,0
PL_1007043,Opoczno,26512,12789,654,0,5188,865,147,1515,620,1756,750,33,13,1226,0,0,22,0
PL_1007052,Paradyż,3414,1465,83,0,264,47,5,301,40,333,62,5,1,320,0,0,4,0
PL_1007062,Poświętne,2777,1291,91,0,267,85,8,247,20,430,41,1,1,97,0,0,3,0
PL_1007072,Sławno,5695,2525,114,0,539,126,18,639,86,622,93,9,4,268,0,0,7,0
PL_1007082,Żarnów,5055,1888,146,0,571,55,18,318,34,336,143,3,1,258,0,0,5,0
PL_1008011,Konstantynów Łódzki,13864,6444,257,0,2893,157,107,559,339,158,1526,14,0,427,0,0,7,0
PL_1008021,Pabianice,60087,27813,1001,0,13054,991,683,2276,2653,730,3158,59,0,3031,0,0,177,0
PL_1008032,Dłutów,3126,1201,58,0,353,25,14,323,108,155,54,11,0,99,0,0,1,0
PL_1008042,Dobroń,4725,2064,107,0,599,62,52,351,161,268,194,8,0,255,0,0,7,0
PL_1008052,Ksawerów,5449,2483,116,0,782,83,46,341,220,299,294,16,0,277,0,0,9,0
PL_1008062,Lutomiersk,5188,2105,169,0,562,64,16,414,135,402,141,6,0,189,0,0,7,0
PL_1008072,Pabianice,3978,1888,120,0,417,98,16,368,149,254,162,10,0,284,0,0,10,0
PL_1009013,Działoszyn,9536,4462,272,0,1759,156,44,808,235,720,220,12,0,229,0,0,7,0
PL_1009022,Kiełczygłów,3490,1663,70,0,403,35,19,712,27,274,66,5,0,51,0,0,1,0
PL_1009032,Nowa Brzeźnica,3952,1517,68,0,518,63,18,392,96,210,71,4,0,76,0,0,1,0
PL_1009043,Pajęczno,9385,4093,159,0,1636,131,63,732,258,517,322,17,0,249,0,0,9,0
PL_1009052,Rząśnia,3745,1508,74,0,484,25,16,524,67,218,48,9,0,35,0,0,8,0
PL_1009062,Siemkowice,3940,1703,95,0,446,34,9,548,44,407,57,7,0,49,0,0,7,0
PL_1009072,Strzelce Wielkie,3891,1692,94,0,589,38,17,439,43,390,32,7,0,39,0,0,4,0
PL_1009082,Sulmierzyce,3772,1821,120,0,879,44,14,405,45,178,75,5,0,54,0,0,2,0
PL_1010012,Aleksandrów,3766,1477,110,0,308,21,15,300,24,341,236,4,2,112,0,0,4,0
PL_1010022,Czarnocin,3173,1605,79,0,222,19,7,285,17,844,54,1,1,74,0,0,2,0
PL_1010032,Gorzkowice,6685,2642,163,0,1134,73,24,481,128,301,180,10,4,122,0,0,22,0
PL_1010042,Grabica,4604,2063,84,0,367,45,10,648,48,641,52,6,1,150,0,0,11,0
PL_1010052,Łęki Szlacheckie,3020,1018,101,0,262,17,12,287,24,221,35,3,3,46,0,0,7,0
PL_1010062,Moszczenica,9720,4538,198,0,1119,236,35,1129,174,701,343,10,4,543,0,0,46,0
PL_1010072,Ręczno,3001,1148,75,0,330,22,9,219,34,239,53,8,3,151,0,0,5,0
PL_1010082,Rozprza,9080,3340,248,0,1091,95,23,771,101,537,244,19,6,192,0,0,13,0
PL_1010093,Sulejów,11370,4595,223,0,1334,149,57,945,317,697,349,17,8,488,0,0,11,0
PL_1010102,Wola Krzysztoporska,8676,3745,174,0,925,134,25,1030,114,648,287,15,5,369,0,0,19,0
PL_1010112,Wolbórz,6088,2971,146,0,773,127,41,520,126,670,187,3,2,362,0,0,14,0
PL_1011012,Dalików,2982,1345,74,0,353,44,10,325,33,318,68,12,0,102,0,0,6,0
PL_1011022,Pęczniew,2924,1403,81,0,492,50,15,346,25,265,46,15,0,59,0,0,9,0
PL_1011033,Poddębice,12558,5307,295,0,2128,166,72,875,264,889,357,12,0,238,0,0,11,0
PL_1011043,Uniejów,6248,2950,128,0,942,76,23,668,96,677,152,14,0,163,0,0,11,0
PL_1011052,Wartkowice,5123,1984,143,0,685,35,30,567,40,346,42,10,0,77,0,0,9,0
PL_1011062,Zadzim,4481,2174,190,0,476,34,12,482,37,818,36,11,0,75,0,0,3,0
PL_1012011,Radomsko,39847,18978,776,0,9625,1112,340,1398,2124,1067,1494,43,16,920,0,0,63,0
PL_1012022,Dobryszyce,2997,1269,56,0,592,60,13,231,81,129,58,1,0,46,0,0,2,0
PL_1012032,Gidle,5381,2295,167,0,970,125,26,380,94,240,112,3,10,96,0,0,72,0
PL_1012042,Gomunice,4602,2229,143,0,946,126,25,301,141,274,112,15,2,101,0,0,43,0
PL_1012053,Kamieńsk,4526,1868,147,0,553,272,12,285,93,276,78,9,5,116,0,0,22,0
PL_1012062,Kobiele Wielkie,3482,1566,72,0,765,33,14,288,46,280,32,1,1,29,0,0,5,0
PL_1012072,Kodrąb,3767,1588,116,0,523,72,15,332,98,295,45,6,3,75,0,0,8,0
PL_1012082,Lgota Wielka,3341,1486,93,0,543,64,16,335,46,197,124,3,0,63,0,0,2,0
PL_1012092,Ładzice,3774,1559,122,0,668,85,10,209,80,253,73,4,3,49,0,0,3,0
PL_1012102,Masłowice,3572,1658,126,0,585,72,17,363,25,374,39,6,3,34,0,0,14,0
PL_1012113,Przedbórz,6137,2440,192,0,899,151,16,267,127,480,161,3,1,135,0,0,8,0
PL_1012122,Radomsko,4207,1905,140,0,742,97,17,322,132,282,83,6,5,74,0,0,5,0
PL_1012132,Wielgomłyny,3994,1701,91,0,594,54,17,347,25,483,39,6,1,35,0,0,9,0
PL_1012142,Żytno,4866,1871,113,0,764,75,13,362,39,308,61,5,3,124,0,0,4,0
PL_1013011,Rawa Mazowiecka,14025,6730,300,0,2671,181,146,695,447,1412,469,9,7,387,0,0,6,0
PL_1013023,Biała Rawska,9279,3796,191,0,1090,109,25,866,152,1087,90,6,3,171,0,0,6,0
PL_1013032,Cielądz,3178,1293,77,0,279,37,9,373,28,405,33,6,1,41,0,0,4,0
PL_1013042,Rawa Mazowiecka,6361,2548,99,0,643,56,23,683,68,758,72,4,4,130,0,0,8,0
PL_1013052,Regnów,1428,702,18,0,78,4,2,113,3,467,2,1,0,14,0,0,0,0
PL_1013062,Sadkowice,4694,2043,84,0,391,31,18,553,50,789,36,13,4,70,0,0,4,0
PL_1014011,Sieradz,35719,17844,701,0,8699,741,318,1835,984,998,1593,52,0,1861,0,0,62,0
PL_1014023,Błaszki,11717,5363,270,0,1490,152,37,1190,425,1063,146,19,0,564,0,0,7,0
PL_1014032,Brąszewice,3258,1551,78,0,371,49,16,394,34,352,54,5,0,197,0,0,1,0
PL_1014042,Brzeźnio,4890,2275,166,0,794,58,22,412,47,545,91,8,0,124,0,0,8,0
PL_1014052,Burzenin,4516,2112,129,0,590,46,17,360,55,738,42,9,0,121,0,0,5,0
PL_1014062,Goszczanów,4489,1938,124,0,469,53,20,723,35,392,38,14,0,65,0,0,5,0
PL_1014072,Klonowa,2377,1272,65,0,311,27,13,441,24,305,11,3,0,71,0,0,1,0
PL_1014082,Sieradz,7174,3306,202,0,894,98,33,759,88,628,154,16,0,416,0,0,18,0
PL_1014093,Warta,10626,4989,302,0,1468,170,122,1325,160,714,218,22,0,470,0,0,18,0
PL_1014102,Wróblew,4871,2297,133,0,552,43,11,746,57,541,41,2,0,169,0,0,2,0
PL_1014113,Złoczew,5692,2807,216,0,824,213,16,704,85,461,79,14,0,187,0,0,8,0
PL_1015012,Bolimów,3137,1189,119,0,377,26,15,198,46,279,65,2,3,53,0,0,6,0
PL_1015022,Głuchów,4808,2857,170,0,364,77,14,781,69,1035,73,8,6,255,0,0,5,0
PL_1015032,Godzianów,2085,1098,59,0,246,16,14,323,35,319,18,2,0,64,0,0,2,0
PL_1015042,Kowiesy,2427,924,51,0,257,33,8,210,42,254,35,1,0,33,0,0,0,0
PL_1015052,Lipce Reymontowskie,2618,1174,54,0,268,29,9,283,47,366,47,6,0,60,0,0,5,0
PL_1015062,Maków,4599,1988,158,0,460,46,21,338,102,646,86,5,2,121,0,0,3,0
PL_1015072,Nowy Kawęczyn,2648,1152,109,0,287,22,7,287,31,359,19,1,0,29,0,0,1,0
PL_1015082,Skierniewice,5094,2011,177,0,539,60,22,374,136,454,119,5,1,121,0,0,3,0
PL_1015092,Słupia,2081,1159,66,0,231,22,6,306,19,433,15,3,1,54,0,0,3,0
PL_1016011,Tomaszów Mazowiecki,53627,23883,881,0,11147,1944,692,1984,1663,1055,2775,90,24,1478,0,0,150,0
PL_1016022,Będków,2792,1200,64,0,236,18,5,356,20,372,56,1,0,71,0,0,1,0
PL_1016032,Budziszewice,1812,862,44,0,238,22,6,172,220,86,29,3,2,36,0,0,4,0
PL_1016042,Czerniewice,4051,1572,137,0,283,58,7,288,44,651,38,4,2,54,0,0,6,0
PL_1016052,Inowłódz,3121,1359,83,0,484,76,14,222,55,203,91,2,2,123,0,0,4,0
PL_1016062,Lubochnia,5729,2443,141,0,800,197,18,372,126,479,125,6,3,170,0,0,6,0
PL_1016072,Rokiciny,4630,2143,141,0,537,88,20,540,103,417,91,7,0,194,0,0,5,0
PL_1016082,Rzeczyca,3957,1714,106,0,352,42,10,425,51,509,55,3,6,149,0,0,6,0
PL_1016092,Tomaszów Mazowiecki,7389,3092,198,0,793,227,32,538,156,632,201,13,3,283,0,0,16,0
PL_1016102,Ujazd,6320,2790,148,0,862,125,33,551,204,318,310,5,5,221,0,0,8,0
PL_1016112,Żelechlinek,2815,1189,93,0,273,37,7,159,31,534,18,4,2,29,0,0,2,0
PL_1017012,Biała,4234,2140,105,0,530,38,9,522,36,708,77,9,0,106,0,0,0,0
PL_1017022,Czarnożyły,3518,1800,96,0,519,30,11,523,49,364,66,6,0,133,0,0,3,0
PL_1017032,Konopnica,3315,1570,89,0,571,65,21,321,42,281,113,8,0,58,0,0,1,0
PL_1017042,Mokrsko,4271,2331,129,0,839,55,18,542,61,429,102,7,0,137,0,0,12,0
PL_1017052,Osjaków,3594,1829,128,0,366,39,9,504,50,567,66,8,0,82,0,0,10,0
PL_1017062,Ostrówek,3586,1523,99,0,381,53,11,382,45,312,149,8,0,77,0,0,6,0
PL_1017072,Pątnów,4914,2371,172,0,615,62,20,581,172,494,162,13,0,72,0,0,8,0
PL_1017082,Skomlin,2727,1493,111,0,510,24,14,312,75,334,50,6,0,48,0,0,9,0
PL_1017093,Wieluń,26340,13470,532,0,5929,407,229,1840,783,1163,1637,45,0,878,0,0,27,0
PL_1017102,Wierzchlas,5049,2211,145,0,807,68,18,510,56,364,127,15,0,92,0,0,9,0
PL_1018012,Bolesławiec,3211,1609,82,0,598,63,13,242,79,397,44,4,0,81,0,0,6,0
PL_1018022,Czastary,3139,1515,74,0,409,20,7,221,49,602,28,5,0,96,0,0,4,0
PL_1018032,Galewice,4684,2239,131,0,887,61,28,451,41,375,104,11,0,148,0,0,2,0
PL_1018042,Lututów,3806,1919,104,0,609,94,14,463,32,414,55,8,0,122,0,0,4,0
PL_1018052,Łubnice,3162,1750,97,0,479,26,13,319,34,680,33,5,0,62,0,0,2,0
PL_1018062,Sokolniki,3777,1804,73,0,587,25,48,364,61,442,100,2,0,96,0,0,6,0
PL_1018073,Wieruszów,11021,5763,261,0,2452,344,83,676,299,605,452,23,0,562,0,0,6,0
PL_1019011,Zduńska Wola,35085,17803,512,0,9108,978,507,1598,1303,582,1682,53,0,1436,0,0,44,0
PL_1019023,Szadek,5716,2422,185,0,718,56,29,664,69,412,105,23,0,152,0,0,9,0
PL_1019032,Zapolice,3523,1365,82,0,478,48,14,289,35,289,43,9,0,74,0,0,4,0
PL_1019042,Zduńska Wola,7982,3505,167,0,1167,198,30,729,128,452,184,15,0,421,0,0,14,0
PL_1020011,Głowno,12257,4960,269,0,2593,165,64,477,314,293,397,18,0,358,0,0,12,0
PL_1020021,Ozorków,16989,7230,388,0,3514,490,85,721,538,220,805,22,0,428,0,0,19,0
PL_1020031,Zgierz,46945,21955,993,0,10052,1494,491,1892,2039,554,2366,66,0,1962,0,0,46,0
PL_1020043,Aleksandrów Łódzki,19562,8242,321,0,3791,315,140,972,597,399,1096,19,0,558,0,0,34,0
PL_1020052,Głowno,3933,1732,100,0,392,36,7,804,28,281,23,4,0,54,0,0,3,0
PL_1020062,Ozorków,4940,2243,165,0,647,72,22,711,75,297,101,6,0,141,0,0,6,0
PL_1020072,Parzęczew,4059,1876,81,0,869,62,29,341,52,225,91,5,0,115,0,0,6,0
PL_1020083,Stryków,9248,3835,148,0,1623,122,57,803,179,426,260,9,0,199,0,0,9,0
PL_1020092,Zgierz,7840,3184,186,0,982,193,49,669,215,251,256,11,0,363,0,0,9,0
PL_1061011,M. Łódź,637877,312276,7519,0,163974,17443,10306,17684,31144,4055,37530,682,275,21094,0,0,570,0
PL_1062011,M. Piotrków Trybunalski,64002,29573,932,0,14035,1282,594,2445,2283,1264,3675,131,16,2753,0,0,163,0
PL_1063011,M. Skierniewice,37403,17597,637,0,8674,589,376,1313,1478,1269,1915,79,10,1241,0,0,16,0
PL_1201011,Bochnia,22597,11408,329,0,3392,729,360,944,1527,1037,1823,27,0,1240,0,0,0,0
PL_1201022,Bochnia,11990,5205,356,0,897,274,67,668,392,1538,502,13,0,498,0,0,0,0
PL_1201032,Drwinia,4575,1976,121,0,359,92,29,473,124,410,120,7,0,241,0,0,0,0
PL_1201042,Lipnica Murowana,3765,1830,95,0,366,171,18,165,121,577,142,8,0,167,0,0,0,0
PL_1201052,Łapanów,5037,2450,188,0,457,83,27,274,114,667,329,12,0,299,0,0,0,0
PL_1201063,Nowy Wiśnicz,9056,4425,282,0,1081,414,83,512,333,606,495,17,0,602,0,0,0,0
PL_1201072,Rzezawa,7357,3564,188,0,505,169,29,337,349,945,266,7,0,769,0,0,0,0
PL_1201082,Trzciana,3471,1707,100,0,236,125,11,275,83,498,169,3,0,207,0,0,0,0
PL_1201092,Żegocina,3456,1804,69,0,223,100,28,171,144,461,165,3,0,440,0,0,0,0
PL_1202012,Borzęcin,6024,2730,276,0,466,258,48,346,202,442,359,9,0,324,0,0,0,0
PL_1202023,Brzesko,26278,12526,595,0,3219,734,449,771,1599,1050,2302,42,0,1765,0,0,0,0
PL_1202032,Czchów,6393,3136,239,0,377,108,35,209,178,758,839,14,0,379,0,0,0,0
PL_1202042,Dębno,9577,4898,291,0,1087,286,79,492,451,902,697,16,0,597,0,0,0,0
PL_1202052,Gnojnik,5073,2204,180,0,492,143,40,229,136,379,279,4,0,322,0,0,0,0
PL_1202062,Iwkowa,4160,1731,148,0,240,154,27,170,122,409,154,5,0,302,0,0,0,0
PL_1202072,Szczurowa,7573,3194,269,0,586,182,76,457,130,884,219,19,0,372,0,0,0,0
PL_1203013,Alwernia,9503,4177,305,0,1638,195,114,364,343,287,610,23,0,298,0,0,0,0
PL_1203022,Babice,6526,3069,192,0,1178,169,60,277,183,354,361,28,0,267,0,0,0,0
PL_1203033,Chrzanów,40486,20166,754,0,10304,877,551,1132,1813,613,2595,152,0,1375,0,0,0,0
PL_1203043,Libiąż,17486,8883,477,0,4316,879,145,563,466,213,1291,110,0,423,0,0,0,0
PL_1203053,Trzebinia,27340,13595,651,0,7067,537,294,956,921,368,1698,145,0,958,0,0,0,0
PL_1204012,Bolesław,2269,1088,57,0,132,30,1,85,30,667,25,1,0,60,0,0,0,0
PL_1204023,Dąbrowa Tarnowska,14725,6117,359,0,1470,428,95,713,476,802,1106,12,0,656,0,0,0,0
PL_1204032,Gręboszów,2817,1471,70,0,190,25,3,120,31,800,126,2,0,104,0,0,0,0
PL_1204042,Mędrzechów,2689,1196,81,0,237,51,12,107,81,430,74,3,0,120,0,0,0,0
PL_1204052,Olesno,5609,2618,132,0,484,98,20,437,102,727,259,9,0,350,0,0,0,0
PL_1204062,Radgoszcz,5131,2141,114,0,283,81,7,414,109,677,141,7,0,308,0,0,0,0
PL_1204072,Szczucin,10017,4502,236,0,1669,135,52,484,191,1105,363,9,0,258,0,0,0,0
PL_1205011,Gorlice,23742,11562,390,0,4449,683,153,615,796,709,2707,36,0,1024,0,0,0,0
PL_1205023,Biecz,12801,5740,273,0,1823,308,56,864,540,785,460,30,0,601,0,0,0,0
PL_1205032,Bobowa,6334,3169,220,0,450,515,26,251,102,1112,148,37,0,308,0,0,0,0
PL_1205042,Gorlice,11740,5554,324,0,1799,356,44,665,282,668,921,30,0,465,0,0,0,0
PL_1205052,Lipinki,5038,2446,101,0,1274,115,24,312,101,171,178,2,0,168,0,0,0,0
PL_1205062,Łużna,5881,2699,218,0,608,391,13,327,156,420,294,26,0,246,0,0,0,0
PL_1205072,Moszczenica,3473,1466,100,0,290,102,10,229,214,245,147,7,0,122,0,0,0,0
PL_1205082,Ropa,3445,1592,127,0,306,126,14,206,113,177,262,9,0,252,0,0,0,0
PL_1205092,Sękowa,3473,1331,50,0,441,68,9,129,84,187,305,6,0,52,0,0,0,0
PL_1205102,Uście Gorlickie,4520,1780,85,0,733,211,34,129,104,211,213,12,0,48,0,0,0,0
PL_1206012,Czernichów,9368,3688,262,0,904,140,64,431,368,548,410,9,0,552,0,0,0,0
PL_1206022,Igołomia-Wawrzeńczyce,5695,1922,119,0,466,29,21,428,92,503,154,8,0,102,0,0,0,0
PL_1206032,Iwanowice,5892,2582,175,0,471,45,38,682,150,624,219,5,0,173,0,0,0,0
PL_1206042,Jerzmanowice-Przeginia,7649,3259,225,0,1471,86,40,365,469,295,177,4,0,127,0,0,0,0
PL_1206052,Kocmyrzów-Luborzyca,9230,3841,226,0,1021,85,68,843,288,703,298,22,0,287,0,0,0,0
PL_1206063,Krzeszowice,24425,11667,514,0,4355,509,310,969,1296,1023,1464,36,0,1191,0,0,0,0
PL_1206072,Liszki,10854,4194,209,0,859,196,80,449,518,346,762,7,0,768,0,0,0,0
PL_1206082,Michałowice,5133,2128,106,0,405,61,48,593,254,249,245,5,0,162,0,0,0,0
PL_1206092,Mogilany,7218,3227,139,0,672,113,85,318,478,207,681,10,0,524,0,0,0,0
PL_1206103,Skała,7124,3114,153,0,806,138,44,588,277,463,366,7,0,272,0,0,0,0
PL_1206113,Skawina,30769,13598,606,0,3494,752,357,938,1898,1184,2771,41,0,1557,0,0,0,0
PL_1206123,Słomniki,10370,4364,248,0,1051,420,71,738,295,858,308,8,0,367,0,0,0,0
PL_1206132,Sułoszowa,4480,2192,117,0,427,61,10,349,75,905,88,5,0,155,0,0,0,0
PL_1206143,Świątniki Górne,6158,2622,140,0,380,101,69,151,322,560,412,6,0,481,0,0,0,0
PL_1206152,Wielka Wieś,6392,2828,162,0,712,107,71,375,331,275,542,13,0,240,0,0,0,0
PL_1206162,Zabierzów,16206,8404,463,0,1951,579,274,426,807,244,2945,13,0,702,0,0,0,0
PL_1206172,Zielonki,9886,4630,225,0,1148,139,220,484,625,464,854,12,0,459,0,0,0,0
PL_1207011,Limanowa,10968,5762,187,0,1573,569,63,315,734,488,1254,162,0,417,0,0,0,0
PL_1207021,Mszana Dolna,5192,2657,122,0,354,233,39,130,269,478,645,11,0,376,0,0,0,0
PL_3218013,Dobra,15357,6266,366,0,2030,325,140,983,317,806,763,73,2,450,0,11,0,0
PL_1207042,Jodłownik,5762,2746,197,0,646,175,40,338,185,410,481,38,0,236,0,0,0,0
PL_1207052,Kamienica,5033,2126,184,0,285,253,13,110,121,492,495,33,0,140,0,0,0,0
PL_1207062,Laskowa,5107,2848,137,0,275,1127,17,221,208,260,305,24,0,274,0,0,0,0
PL_1207072,Limanowa,15619,7649,441,0,800,641,59,568,1499,2333,710,178,0,420,0,0,0,0
PL_1207082,Łukowica,6244,2915,251,0,515,315,14,336,185,394,681,38,0,186,0,0,0,0
PL_1207092,Mszana Dolna,11073,5066,234,0,318,323,25,391,357,1085,1493,19,0,821,0,0,0,0
PL_1207102,Niedźwiedź,4504,1624,103,0,227,99,22,170,108,197,462,6,0,230,0,0,0,0
PL_1207112,Słopnice,3779,2019,87,0,110,66,6,118,53,102,1336,9,0,132,0,0,0,0
PL_1207122,Tymbark,4188,2342,122,0,321,168,20,183,169,337,682,23,0,317,0,0,0,0
PL_1208012,Charsznica,6268,2625,134,0,950,71,31,557,100,563,115,12,0,92,0,0,0,0
PL_1208022,Gołcza,5005,2414,133,0,578,53,26,578,76,756,89,9,0,116,0,0,0,0
PL_1208032,Kozłów,3997,1703,71,0,668,32,9,461,30,274,52,48,0,58,0,0,0,0
PL_1208042,Książ Wielki,4472,2226,157,0,719,37,15,592,71,445,98,19,0,73,0,0,0,0
PL_1208053,Miechów,15978,7647,255,0,2999,180,161,1212,358,874,1194,22,0,392,0,0,0,0
PL_1208062,Racławice,2027,782,36,0,167,10,27,221,6,285,15,1,0,14,0,0,0,0
PL_1208072,Słaboszów,3273,1446,87,0,410,33,9,370,20,459,41,2,0,15,0,0,0,0
PL_1209013,Dobczyce,9550,4326,209,0,960,396,82,363,626,517,558,13,0,602,0,0,0,0
PL_1209022,Lubień,6244,2992,169,0,355,441,52,265,428,264,468,11,0,539,0,0,0,0
PL_1209033,Myślenice,28852,13993,638,0,2720,1573,383,1029,1371,1155,2906,38,0,2180,0,0,0,0
PL_1209042,Pcim,7141,3032,175,0,411,398,59,315,311,199,485,10,0,669,0,0,0,0
PL_1209052,Raciechowice,4328,1804,147,0,399,62,26,211,171,364,116,9,0,299,0,0,0,0
PL_1209062,Siepraw,5266,2064,83,0,364,156,49,226,264,130,347,9,0,436,0,0,0,0
PL_1209073,Sułkowice,9543,3818,273,0,964,237,130,452,266,355,498,53,0,590,0,0,0,0
PL_1209082,Tokarnia,5459,2322,123,0,198,312,35,197,190,384,397,2,0,484,0,0,0,0
PL_1209092,Wiśniowa,4666,1941,92,0,351,213,29,237,180,355,224,8,0,252,0,0,0,0
PL_1210011,Grybów,4776,2800,110,0,697,808,11,148,239,103,237,11,0,436,0,0,0,0
PL_1210022,Chełmiec,15704,7987,483,0,1456,1241,147,597,1103,865,1346,51,0,698,0,0,0,0
PL_1210032,Gródek nad Dunajcem,6035,2671,201,0,499,337,9,234,194,575,405,10,0,207,0,0,0,0
PL_1210042,Grybów,15156,8700,328,0,1050,3790,59,697,534,610,574,22,0,1036,0,0,0,0
PL_1210052,Kamionka Wielka,5871,2809,165,0,559,317,19,288,272,352,416,18,0,403,0,0,0,0
PL_1210062,Korzenna,9033,4000,240,0,436,565,26,331,201,1444,390,22,0,345,0,0,0,0
PL_1210073,Krynica-Zdrój,13939,7377,385,0,2783,565,183,426,807,475,991,40,0,722,0,0,0,0
PL_1210082,Łabowa,3282,1537,104,0,216,192,14,215,168,178,250,20,0,180,0,0,0,0
PL_1210092,Łącko,10247,4722,392,0,762,581,57,430,437,671,894,27,0,471,0,0,0,0
PL_1210102,Łososina Dolna,6685,3670,219,0,317,334,18,329,293,283,1437,21,0,419,0,0,0,0
PL_1210113,Muszyna,8159,4231,235,0,1331,160,49,215,287,206,1336,25,0,387,0,0,0,0
PL_1210122,Nawojowa,4957,2554,196,0,442,302,29,244,231,521,250,19,0,320,0,0,0,0
